F,G,time
"[-92.7, -3.32, -1.28]","[-0.53, -5.64, 0.74]",5.998
"[-92.67, -3.31, -1.3]","[-0.52, -5.64, 0.74]",9.001999999999999
"[-92.61, -3.29, -1.29]","[-0.52, -5.64, 0.74]",9.001999999999999
"[-92.18, -3.22, -1.24]","[-0.49, -5.62, 0.75]",36.01
"[-92.16, -3.21, -1.26]","[-0.49, -5.62, 0.75]",38.009
"[-92.17, -3.2, -1.27]","[-0.49, -5.62, 0.75]",40.009
"[-92.16, -3.17, -1.3]","[-0.48, -5.62, 0.75]",64.081
"[-92.38, -3.14, -1.31]","[-0.49, -5.6, 0.75]",66.08
"[-92.41, -3.17, -1.3]","[-0.48, -5.6, 0.75]",68.063
"[-92.52, -3.19, -1.26]","[-0.48, -5.59, 0.75]",74.036
"[-92.62, -3.21, -1.21]","[-0.48, -5.59, 0.75]",84.012
"[-92.74, -3.29, -1.2]","[-0.47, -5.6, 0.76]",94.012
"[-92.82, -3.32, -1.17]","[-0.46, -5.6, 0.76]",107.018
"[-92.83, -3.32, -1.18]","[-0.46, -5.6, 0.76]",114.01899999999999
"[-92.77, -3.28, -1.23]","[-0.46, -5.6, 0.75]",124.018
"[-92.57, -3.26, -1.3]","[-0.46, -5.61, 0.76]",135.011
"[-92.44, -3.21, -1.29]","[-0.46, -5.61, 0.76]",144.148
"[-92.32, -3.27, -1.28]","[-0.45, -5.61, 0.76]",154.16299999999998
"[-92.23, -3.19, -1.27]","[-0.46, -5.61, 0.76]",164.163
"[-92.27, -3.18, -1.26]","[-0.46, -5.61, 0.75]",174.018
"[-92.36, -3.17, -1.23]","[-0.46, -5.6, 0.75]",184.018
"[-92.5, -3.15, -1.2]","[-0.46, -5.6, 0.75]",194.019
"[-92.59, -3.16, -1.22]","[-0.46, -5.6, 0.75]",204.019
"[-92.69, -3.18, -1.23]","[-0.46, -5.6, 0.75]",214.147
"[-92.78, -3.21, -1.2]","[-0.45, -5.6, 0.75]",224.153
"[-92.77, -3.23, -1.18]","[-0.46, -5.6, 0.75]",234.018
"[-92.71, -3.25, -1.19]","[-0.45, -5.6, 0.75]",244.018
"[-92.62, -3.22, -1.22]","[-0.45, -5.61, 0.75]",254.01800000000003
"[-92.53, -3.2, -1.25]","[-0.45, -5.61, 0.75]",264.026
"[-92.41, -3.21, -1.28]","[-0.45, -5.61, 0.75]",274.149
"[-92.41, -3.19, -1.31]","[-0.45, -5.61, 0.75]",284.15000000000003
"[-92.38, -3.18, -1.29]","[-0.45, -5.61, 0.75]",294.03200000000004
"[-92.45, -3.2, -1.27]","[-0.45, -5.61, 0.75]",304.00899999999996
"[-92.51, -3.19, -1.21]","[-0.46, -5.6, 0.75]",314.014
"[-92.57, -3.19, -1.19]","[-0.46, -5.6, 0.75]",323.03900000000004
"[-92.68, -3.19, -1.2]","[-0.46, -5.6, 0.75]",334.004
"[-92.72, -3.18, -1.2]","[-0.45, -5.6, 0.75]",344.011
"[-92.72, -3.21, -1.2]","[-0.45, -5.59, 0.75]",354.002
"[-92.68, -3.22, -1.22]","[-0.45, -5.6, 0.75]",364.002
"[-92.61, -3.22, -1.23]","[-0.45, -5.6, 0.75]",374.03799999999995
"[-92.53, -3.19, -1.22]","[-0.45, -5.6, 0.75]",384.004
