F,G,time
"[-84.92, 2.85, -1.31]","[-0.18, -5.73, 2.51]",5.002999999999999
"[-84.9, 2.86, -1.31]","[-0.17, -5.73, 2.51]",10.0
"[-84.89, 2.86, -1.31]","[-0.17, -5.73, 2.51]",21.008
"[-84.87, 2.91, -1.28]","[-0.17, -5.73, 2.51]",30.011
"[-84.89, 2.84, -1.28]","[-0.17, -5.73, 2.51]",40.006
"[-84.9, 2.85, -1.26]","[-0.15, -5.74, 2.52]",50.009
"[-84.96, 2.8, -1.23]","[-0.15, -5.74, 2.52]",60.009
"[-84.9, 2.85, -1.2]","[-0.16, -5.72, 2.52]",71.013
"[-84.99, 2.88, -1.18]","[-0.17, -5.72, 2.51]",80.013
"[-85.07, 2.79, -1.06]","[-0.16, -5.72, 2.53]",108.017
"[-85.09, 2.79, -1.05]","[-0.16, -5.72, 2.53]",110.00699999999999
"[-85.08, 2.8, -1.03]","[-0.16, -5.72, 2.53]",115.039
"[-85.03, 2.84, -1.0]","[-0.15, -5.71, 2.53]",127.03900000000002
"[-84.92, 2.83, -1.02]","[-0.15, -5.69, 2.52]",154.027
"[-84.9, 2.82, -1.04]","[-0.15, -5.69, 2.52]",156.017
"[-84.92, 2.82, -1.03]","[-0.15, -5.69, 2.53]",158.019
"[-84.93, 2.8, -1.05]","[-0.15, -5.69, 2.53]",160.005
"[-85.0, 2.81, -1.05]","[-0.15, -5.68, 2.53]",186.023
"[-85.02, 2.75, -1.1]","[-0.15, -5.69, 2.53]",188.015
"[-85.02, 2.77, -1.08]","[-0.15, -5.69, 2.53]",190.041
"[-85.23, 2.85, -1.04]","[-0.15, -5.69, 2.53]",221.046
"[-85.25, 2.84, -1.04]","[-0.15, -5.69, 2.53]",223.04299999999998
"[-85.24, 2.85, -1.03]","[-0.15, -5.69, 2.53]",225.043
"[-85.26, 2.83, -1.04]","[-0.15, -5.69, 2.53]",230.033
"[-85.22, 2.83, -1.0]","[-0.15, -5.69, 2.53]",263.167
"[-85.12, 2.78, -1.0]","[-0.15, -5.69, 2.52]",265.16
"[-85.14, 2.77, -1.02]","[-0.15, -5.69, 2.53]",267.16
"[-85.1, 2.78, -1.01]","[-0.15, -5.69, 2.52]",270.163
"[-85.06, 2.75, -1.01]","[-0.15, -5.68, 2.52]",280.204
"[-85.03, 2.74, -1.03]","[-0.15, -5.68, 2.52]",290.173
"[-84.99, 2.75, -1.04]","[-0.15, -5.68, 2.52]",300.203
"[-84.99, 2.76, -1.07]","[-0.16, -5.68, 2.52]",310.16700000000003
"[-85.05, 2.78, -1.07]","[-0.16, -5.68, 2.52]",320.211
"[-85.03, 2.77, -1.09]","[-0.15, -5.68, 2.52]",330.169
"[-85.08, 2.68, -1.11]","[-0.16, -5.68, 2.52]",341.208
"[-85.12, 2.73, -1.1]","[-0.16, -5.67, 2.52]",350.169
"[-85.17, 2.71, -1.13]","[-0.16, -5.67, 2.51]",360.20799999999997
"[-85.16, 2.68, -1.15]","[-0.17, -5.67, 2.51]",370.209
"[-85.18, 2.69, -1.15]","[-0.17, -5.66, 2.51]",380.20799999999997
"[-85.16, 2.67, -1.15]","[-0.17, -5.66, 2.51]",390.17600000000004
"[-85.16, 2.63, -1.16]","[-0.17, -5.66, 2.51]",404.16999999999996
"[-85.13, 2.6, -1.12]","[-0.17, -5.66, 2.51]",410.169
"[-85.16, 2.65, -1.1]","[-0.16, -5.66, 2.51]",420.21999999999997
"[-85.15, 2.67, -1.09]","[-0.16, -5.67, 2.51]",430.174
"[-85.13, 2.72, -1.08]","[-0.16, -5.67, 2.51]",440.20799999999997
"[-85.15, 2.72, -1.09]","[-0.16, -5.67, 2.51]",450.17
"[-85.2, 2.76, -1.11]","[-0.16, -5.67, 2.51]",460.16400000000004
"[-85.19, 2.78, -1.1]","[-0.16, -5.67, 2.51]",470.209
"[-85.21, 2.75, -1.11]","[-0.16, -5.67, 2.51]",480.16900000000004
"[-85.22, 2.72, -1.12]","[-0.16, -5.67, 2.51]",495.20399999999995
"[-85.18, 2.75, -1.09]","[-0.16, -5.67, 2.51]",500.173
"[-85.19, 2.67, -1.12]","[-0.16, -5.67, 2.51]",510.178
"[-85.19, 2.67, -1.1]","[-0.15, -5.67, 2.51]",520.1719999999999
"[-85.12, 2.67, -1.11]","[-0.15, -5.67, 2.51]",530.3050000000001
"[-85.11, 2.64, -1.11]","[-0.15, -5.67, 2.51]",540.312
"[-85.09, 2.65, -1.08]","[-0.15, -5.66, 2.51]",550.316
"[-85.11, 2.66, -1.09]","[-0.16, -5.66, 2.51]",567.2040000000001
"[-85.12, 2.65, -1.09]","[-0.16, -5.66, 2.51]",569.197
"[-85.15, 2.7, -1.08]","[-0.15, -5.67, 2.51]",580.309
"[-85.17, 2.73, -1.09]","[-0.16, -5.67, 2.51]",590.305
"[-85.17, 2.74, -1.11]","[-0.15, -5.67, 2.51]",600.1880000000001
"[-85.16, 2.76, -1.11]","[-0.16, -5.67, 2.51]",610.2149999999999
"[-85.25, 2.75, -1.11]","[-0.15, -5.67, 2.51]",620.1719999999999
"[-85.22, 2.71, -1.11]","[-0.15, -5.67, 2.51]",630.313
"[-85.2, 2.69, -1.12]","[-0.15, -5.67, 2.51]",641.1700000000001
"[-85.23, 2.68, -1.13]","[-0.15, -5.66, 2.51]",650.3109999999999
"[-85.24, 2.69, -1.13]","[-0.15, -5.66, 2.51]",660.173
"[-85.22, 2.67, -1.12]","[-0.15, -5.66, 2.51]",671.172
"[-85.2, 2.67, -1.11]","[-0.15, -5.66, 2.51]",683.319
"[-85.18, 2.68, -1.11]","[-0.15, -5.66, 2.51]",690.305
"[-85.2, 2.69, -1.09]","[-0.15, -5.66, 2.51]",700.3249999999999
"[-85.21, 2.67, -1.11]","[-0.15, -5.66, 2.51]",710.218
"[-85.24, 2.71, -1.09]","[-0.15, -5.66, 2.51]",720.173
"[-85.24, 2.7, -1.11]","[-0.15, -5.66, 2.51]",730.318
"[-85.25, 2.74, -1.1]","[-0.15, -5.66, 2.51]",740.304
"[-85.22, 2.72, -1.1]","[-0.15, -5.66, 2.51]",750.3140000000001
"[-85.25, 2.7, -1.11]","[-0.15, -5.66, 2.51]",761.169
"[-85.21, 2.67, -1.12]","[-0.15, -5.66, 2.51]",770.2099999999999
"[-85.17, 2.7, -1.09]","[-0.15, -5.66, 2.51]",780.31
"[-85.19, 2.65, -1.09]","[-0.15, -5.66, 2.51]",799.2040000000001
"[-85.2, 2.68, -1.08]","[-0.15, -5.65, 2.51]",801.198
"[-85.18, 2.66, -1.08]","[-0.15, -5.66, 2.51]",810.166
"[-85.21, 2.63, -1.1]","[-0.15, -5.65, 2.51]",821.179
"[-85.25, 2.63, -1.1]","[-0.15, -5.66, 2.51]",830.163
"[-85.21, 2.66, -1.11]","[-0.15, -5.66, 2.51]",840.1800000000001
