F,G,time
"[-89.66, -12.45, 9.78]","[1.38, -2.63, 3.41]",1.032
"[-89.93, -12.52, 9.97]","[1.39, -2.59, 3.46]",9.036999999999999
"[-89.85, -12.7, 10.17]","[1.41, -2.52, 3.49]",18.064
"[-89.7, -12.99, 10.5]","[1.43, -2.44, 3.53]",35.062000000000005
"[-89.73, -13.01, 10.56]","[1.43, -2.43, 3.53]",38.065000000000005
"[-89.7, -13.2, 10.73]","[1.44, -2.39, 3.55]",48.034
"[-89.7, -13.34, 10.79]","[1.44, -2.36, 3.58]",58.068000000000005
"[-89.67, -13.47, 10.81]","[1.45, -2.35, 3.6]",68.057
"[-89.66, -13.57, 10.84]","[1.46, -2.33, 3.62]",78.05
"[-89.71, -13.66, 10.91]","[1.47, -2.32, 3.64]",88.051
"[-89.72, -13.71, 11.06]","[1.47, -2.3, 3.66]",98.03399999999999
"[-89.72, -13.75, 11.18]","[1.48, -2.29, 3.68]",108.057
"[-89.72, -13.78, 11.22]","[1.49, -2.28, 3.7]",118.051
"[-89.69, -13.84, 11.23]","[1.49, -2.27, 3.72]",129.0
"[-89.73, -13.84, 11.23]","[1.49, -2.27, 3.73]",138.041
"[-89.71, -13.91, 11.27]","[1.5, -2.26, 3.74]",148.061
"[-89.72, -13.99, 11.34]","[1.5, -2.25, 3.75]",159.006
"[-89.75, -14.01, 11.41]","[1.51, -2.24, 3.75]",168.05800000000002
"[-89.75, -14.09, 11.43]","[1.51, -2.23, 3.76]",194.051
"[-89.74, -14.07, 11.44]","[1.51, -2.23, 3.77]",196.01
"[-89.73, -14.05, 11.42]","[1.51, -2.23, 3.77]",198.049
"[-89.7, -14.1, 11.43]","[1.51, -2.22, 3.78]",208.049
"[-89.77, -14.11, 11.54]","[1.53, -2.21, 3.78]",246.04899999999998
"[-89.73, -14.11, 11.53]","[1.53, -2.21, 3.79]",248.058
"[-89.72, -14.13, 11.52]","[1.53, -2.21, 3.78]",250.009
"[-89.75, -14.11, 11.52]","[1.53, -2.21, 3.79]",252.04999999999998
"[-89.75, -14.1, 11.55]","[1.53, -2.2, 3.78]",279.06
"[-89.76, -14.08, 11.54]","[1.53, -2.2, 3.78]",281.063
"[-89.74, -14.06, 11.54]","[1.53, -2.2, 3.78]",283.007
"[-89.77, -14.06, 11.56]","[1.53, -2.19, 3.78]",315.04900000000004
"[-89.72, -14.01, 11.53]","[1.53, -2.19, 3.78]",317.04900000000004
"[-89.76, -14.04, 11.52]","[1.53, -2.19, 3.78]",319.04900000000004
"[-89.73, -14.02, 11.52]","[1.53, -2.19, 3.78]",321.049
"[-89.77, -14.02, 11.63]","[1.53, -2.18, 3.78]",346.02500000000003
"[-89.77, -14.0, 11.63]","[1.53, -2.18, 3.78]",348.059
"[-89.77, -14.0, 11.63]","[1.53, -2.18, 3.78]",350.011
