time,depth,torque,angle,angle_velocity,angle_acceleration
0.010004,47.29166793823242,-1.0711318254470825,-4422.97412109375,0.0,0.0
0.022006,47.35416793823242,-1.0711318254470825,-4422.97412109375,0.0,85.8306884765625
0.034001,47.36111068725586,-1.0711318254470825,-4422.97412109375,0.0858306884765625,0.0
0.046004,47.29166793823242,-1.0711318254470825,-4422.97412109375,-0.0858306884765625,-171.661376953125
0.058001,47.36111068725586,-1.0711318254470825,-4422.97412109375,0.0,0.0
0.070036,47.28472137451172,-1.0711318254470825,-4422.97412109375,0.0,-171.661376953125
0.083004,47.31944274902344,-1.0711318254470825,-4422.97412109375,0.0858306884765625,85.8306884765625
0.095,47.32638931274414,-1.0711318254470825,-4422.97412109375,0.0,85.8306884765625
0.107036,47.35416793823242,-1.0711318254470825,-4422.97412109375,-0.0858306884765625,-85.8306884765625
0.119038,47.36805725097656,-1.0711318254470825,-4422.97412109375,-0.0858306884765625,85.8306884765625
0.131003,47.36805725097656,-1.0711318254470825,-4422.97412109375,-0.0858306884765625,85.8306884765625
0.143006,47.35416793823242,-1.0711318254470825,-4422.97412109375,0.0,171.661376953125
0.154999,47.31944274902344,-1.0711318254470825,-4422.97412109375,0.0,-85.8306884765625
0.167,47.36111068725586,-1.0711318254470825,-4422.97412109375,0.0858306884765625,85.8306884765625
0.179012,47.3125,-1.0711318254470825,-4422.97412109375,0.0,-85.8306884765625
0.193036,47.3125,-1.0711318254470825,-4422.97412109375,0.0,0.0
0.205004,47.33333206176758,-1.0711318254470825,-4422.97412109375,0.0858306884765625,0.0
0.217021,47.36111068725586,-1.0711318254470825,-4422.97412109375,0.0,85.8306884765625
0.229005,47.36111068725586,-1.0711318254470825,-4422.97412109375,0.0,0.0
0.241036,47.3125,-1.0711318254470825,-4422.97412109375,0.0858306884765625,-85.8306884765625
0.253036,47.31944274902344,-1.0711318254470825,-4422.97412109375,0.0,0.0
0.264999,47.29166793823242,-1.0711318254470825,-4422.97412109375,0.0858306884765625,85.8306884765625
0.277033,47.36111068725586,-1.0711318254470825,-4422.97412109375,0.0,-171.661376953125
0.289036,47.29166793823242,-1.0711318254470825,-4422.97412109375,0.0858306884765625,-171.661376953125
0.301081,47.33333206176758,-1.0711318254470825,-4422.97412109375,0.171661376953125,85.8306884765625
0.313081,47.35416793823242,-1.0711318254470825,-4422.97412109375,0.0858306884765625,85.8306884765625
0.325045,47.36111068725586,-1.0711318254470825,-4422.97412109375,-0.0858306884765625,-85.8306884765625
0.33708,47.35416793823242,-1.0711318254470825,-4422.97412109375,0.0858306884765625,-171.661376953125
0.349081,47.36111068725586,-1.0711318254470825,-4422.97412109375,0.0858306884765625,-85.8306884765625
0.361082,47.33333206176758,-1.0711318254470825,-4422.97412109375,-0.0858306884765625,85.8306884765625
0.373083,47.29861068725586,-1.0711318254470825,-4422.97412109375,0.0,-171.661376953125
0.385064,47.36805725097656,-1.0711318254470825,-4422.97412109375,0.0,-171.661376953125
0.397082,47.34722137451172,-1.0711318254470825,-4422.97412109375,-0.0858306884765625,0.0
0.409081,47.35416793823242,-1.0711318254470825,-4422.97412109375,-0.0858306884765625,0.0
0.421077,47.29166793823242,-1.0711318254470825,-4422.97412109375,0.0858306884765625,85.8306884765625
0.43308,47.29861068725586,-1.0711318254470825,-4422.97412109375,0.0,-85.8306884765625
0.445045,47.33333206176758,-1.0711318254470825,-4422.97412109375,-0.0858306884765625,-171.661376953125
0.457081,47.3125,-1.0711318254470825,-4422.97412109375,0.0,0.0
0.469078,47.29166793823242,-1.0711318254470825,-4422.97412109375,-0.0858306884765625,-171.661376953125
0.485049,47.38194274902344,-1.0711318254470825,-4422.97412109375,-0.0858306884765625,0.0
0.49705,47.35416793823242,-1.0711318254470825,-4422.97412109375,0.0,0.0
0.50908,47.3125,-1.0711318254470825,-4422.97412109375,0.0,0.0
0.521074,47.36111068725586,-1.0711318254470825,-4422.97412109375,-0.0858306884765625,171.661376953125
0.533078,47.33333206176758,-1.0711318254470825,-4422.97412109375,0.0,-171.661376953125
0.545045,47.36805725097656,-1.0711318254470825,-4422.97412109375,0.0,0.0
0.557048,47.36111068725586,-1.0711318254470825,-4422.97412109375,0.0,-85.8306884765625
0.56908,47.28472137451172,-1.0711318254470825,-4422.97412109375,-0.171661376953125,-171.661376953125
0.581047,47.38194274902344,-1.0711318254470825,-4422.97412109375,0.0,0.0
0.593086,47.34722137451172,-1.0711318254470825,-4422.97412109375,-0.0858306884765625,0.0
0.605055,47.35416793823242,-1.0711318254470825,-4422.97412109375,-0.0858306884765625,0.0
0.617081,47.3125,-1.0711318254470825,-4422.97412109375,0.0,-171.661376953125
0.629048,47.29861068725586,-1.0711318254470825,-4422.97412109375,0.0,-85.8306884765625
0.641081,47.34722137451172,-1.0711318254470825,-4422.97412109375,0.0858306884765625,-171.661376953125
0.653057,47.28472137451172,-1.0711318254470825,-4422.97412109375,-0.0858306884765625,0.0
0.66505,47.29166793823242,-1.0711318254470825,-4422.97412109375,-0.0858306884765625,-171.661376953125
0.677082,47.29861068725586,-1.0711318254470825,-4422.97412109375,0.0,-171.661376953125
0.689082,47.36111068725586,-1.0711318254470825,-4422.97412109375,0.0,0.0
0.701081,47.35416793823242,-1.0711318254470825,-4422.97412109375,-0.0858306884765625,-85.8306884765625
0.713065,47.36111068725586,-1.0711318254470825,-4422.97412109375,0.0,0.0
0.725067,47.34722137451172,-1.0711318254470825,-4422.97412109375,0.0,171.661376953125
0.737081,47.35416793823242,-1.0711318254470825,-4422.97412109375,0.0,0.0
