X,Y,Z,A,B,C,time
351.4,564.91,420.23,-1.91,-1.55,0.29,0.0
351.4,564.91,420.23,-1.91,-1.55,0.29,8.998000000000001
351.4,564.91,420.23,-1.91,-1.55,0.29,8.998000000000001
351.4,564.91,420.23,-1.91,-1.55,0.29,18.005
351.4,564.91,420.23,-1.91,-1.55,0.29,35.007000000000005
351.4,564.91,420.23,-1.91,-1.55,0.29,37.012
351.4,564.91,420.23,-1.91,-1.55,0.29,46.003
351.4,564.91,420.23,-1.91,-1.55,0.29,56.062
351.4,564.91,420.23,-1.91,-1.55,0.29,66.099
351.4,564.91,420.23,-1.91,-1.55,0.29,76.101
351.4,564.91,420.23,-1.91,-1.55,0.29,87.005
351.4,564.91,420.23,-1.91,-1.55,0.29,96.102
351.4,564.91,420.23,-1.91,-1.55,0.29,106.173
351.4,564.91,420.23,-1.91,-1.55,0.29,116.19
351.4,564.91,420.23,-1.91,-1.55,0.29,126.14800000000001
351.4,564.91,420.23,-1.91,-1.55,0.29,136.00699999999998
351.4,564.91,420.23,-1.91,-1.55,0.29,146.006
351.4,564.91,420.23,-1.91,-1.55,0.29,156.007
351.4,564.91,420.23,-1.91,-1.55,0.29,166.17000000000002
351.4,564.91,420.23,-1.91,-1.55,0.29,176.177
351.4,564.91,420.23,-1.91,-1.55,0.29,186.01000000000002
351.4,564.91,420.23,-1.91,-1.55,0.29,196.162
351.4,564.91,420.23,-1.91,-1.55,0.29,206.172
351.4,564.91,420.23,-1.91,-1.55,0.29,216.17600000000002
351.4,564.91,420.23,-1.91,-1.55,0.29,226.166
351.4,564.91,420.23,-1.91,-1.55,0.29,236.078
351.4,564.91,420.23,-1.91,-1.55,0.29,246.171
351.4,564.91,420.23,-1.91,-1.55,0.29,256.00600000000003
351.4,564.91,420.23,-1.91,-1.55,0.29,266.167
351.4,564.91,420.23,-1.91,-1.55,0.29,276.177
351.4,564.91,420.23,-1.91,-1.55,0.29,286.145
351.4,564.91,420.23,-1.91,-1.55,0.29,298.006
351.4,564.91,420.23,-1.91,-1.55,0.29,306.16900000000004
351.4,564.91,420.23,-1.91,-1.55,0.29,316.17699999999996
351.4,564.91,420.23,-1.91,-1.55,0.29,326.169
351.4,564.91,420.23,-1.91,-1.55,0.29,336.15099999999995
351.4,564.91,420.23,-1.91,-1.55,0.29,346.161
351.4,564.91,420.23,-1.91,-1.55,0.29,356.006
351.4,564.91,420.23,-1.91,-1.55,0.29,366.17100000000005
351.4,564.91,420.23,-1.91,-1.55,0.29,376.17
351.4,564.91,420.23,-1.91,-1.55,0.29,386.14
351.4,564.91,420.23,-1.91,-1.55,0.29,396.02700000000004
351.4,564.91,420.23,-1.91,-1.55,0.29,406.022
351.4,564.91,420.23,-1.91,-1.55,0.29,416.02
351.4,564.91,420.23,-1.91,-1.55,0.29,426.166
351.4,564.91,420.23,-1.91,-1.55,0.29,436.153
351.4,564.91,420.23,-1.91,-1.55,0.29,446.173
351.4,564.91,420.23,-1.91,-1.55,0.29,456.005
351.4,564.91,420.23,-1.91,-1.55,0.29,466.176
351.4,564.91,420.23,-1.91,-1.55,0.29,478.007
351.4,564.91,420.23,-1.91,-1.55,0.29,486.01
351.4,564.91,420.23,-1.91,-1.55,0.29,496.16700000000003
351.4,564.91,420.23,-1.91,-1.55,0.29,506.16700000000003
351.4,564.91,420.23,-1.91,-1.55,0.29,516.18
351.4,564.91,420.23,-1.91,-1.55,0.29,526.171
351.4,564.91,420.23,-1.91,-1.55,0.29,536.005
351.4,564.91,420.23,-1.91,-1.55,0.29,546.027
351.4,564.91,420.23,-1.91,-1.55,0.29,557.009
351.4,564.91,420.23,-1.91,-1.55,0.29,566.005
351.4,564.91,420.23,-1.91,-1.55,0.29,579.005
351.4,564.91,420.23,-1.91,-1.55,0.29,586.003
351.4,564.91,420.23,-1.91,-1.55,0.29,596.0060000000001
351.4,564.91,420.23,-1.91,-1.55,0.29,606.162
351.4,564.91,420.23,-1.91,-1.55,0.29,616.147
351.4,564.91,420.23,-1.91,-1.55,0.29,626.182
351.4,564.91,420.23,-1.91,-1.55,0.29,636.054
351.4,564.91,420.23,-1.91,-1.55,0.29,646.163
351.4,564.91,420.23,-1.91,-1.55,0.29,656.161
351.4,564.91,420.23,-1.91,-1.55,0.29,666.176
351.4,564.91,420.23,-1.91,-1.55,0.29,676.022
351.4,564.91,420.23,-1.91,-1.55,0.29,686.006
351.4,564.91,420.23,-1.91,-1.55,0.29,696.182
351.4,564.91,420.23,-1.91,-1.55,0.29,706.1840000000001
351.4,564.91,420.23,-1.91,-1.55,0.29,716.173
351.4,564.91,420.23,-1.91,-1.55,0.29,726.1769999999999
351.4,564.91,420.23,-1.91,-1.55,0.29,736.007
351.4,564.91,420.23,-1.91,-1.55,0.29,746.169
351.4,564.91,420.23,-1.91,-1.55,0.29,756.162
351.4,564.91,420.23,-1.91,-1.55,0.29,766.174
351.4,564.91,420.23,-1.91,-1.55,0.29,776.036
