F,G,time
"[-92.19, -3.15, -0.66]","[-0.37, -5.76, 0.75]",0.0
"[-92.25, -3.12, -0.67]","[-0.37, -5.76, 0.75]",10.035
"[-92.14, -3.09, -0.7]","[-0.38, -5.74, 0.75]",26.075
"[-92.16, -3.1, -0.72]","[-0.38, -5.75, 0.75]",29.008
"[-92.12, -3.09, -0.7]","[-0.38, -5.74, 0.75]",31.049
"[-92.06, -3.17, -0.75]","[-0.37, -5.74, 0.75]",69.008
"[-92.17, -3.18, -0.8]","[-0.37, -5.74, 0.75]",71.008
"[-92.16, -3.22, -0.82]","[-0.37, -5.74, 0.75]",73.00800000000001
"[-92.12, -3.21, -0.81]","[-0.37, -5.74, 0.75]",75.049
"[-92.14, -3.21, -0.79]","[-0.37, -5.74, 0.75]",79.00500000000001
"[-92.21, -3.23, -0.75]","[-0.37, -5.74, 0.75]",89.00800000000001
"[-92.24, -3.19, -0.67]","[-0.37, -5.74, 0.75]",106.02000000000001
"[-92.25, -3.18, -0.68]","[-0.37, -5.74, 0.75]",109.00999999999999
"[-92.25, -3.17, -0.7]","[-0.37, -5.74, 0.76]",119.05
"[-92.25, -3.1, -0.69]","[-0.37, -5.74, 0.75]",129.002
"[-92.21, -3.07, -0.71]","[-0.37, -5.73, 0.75]",139.00799999999998
"[-92.14, -3.06, -0.71]","[-0.37, -5.73, 0.75]",149.01
"[-92.14, -3.07, -0.74]","[-0.37, -5.73, 0.76]",159.002
"[-92.15, -3.07, -0.76]","[-0.36, -5.73, 0.76]",169.017
"[-92.18, -3.11, -0.77]","[-0.36, -5.72, 0.76]",179.007
"[-92.19, -3.11, -0.79]","[-0.36, -5.72, 0.76]",189.01399999999998
"[-92.18, -3.13, -0.78]","[-0.37, -5.72, 0.76]",199.00799999999998
"[-92.23, -3.15, -0.76]","[-0.37, -5.72, 0.76]",209.01
"[-92.22, -3.13, -0.75]","[-0.36, -5.72, 0.76]",219.013
"[-92.23, -3.17, -0.77]","[-0.37, -5.72, 0.76]",229.009
"[-92.26, -3.15, -0.73]","[-0.37, -5.72, 0.76]",239.02599999999998
"[-92.23, -3.16, -0.75]","[-0.37, -5.72, 0.76]",252.06099999999998
"[-92.21, -3.13, -0.74]","[-0.37, -5.72, 0.76]",259.013
"[-92.23, -3.09, -0.73]","[-0.36, -5.72, 0.76]",269.015
"[-92.2, -3.12, -0.75]","[-0.37, -5.72, 0.75]",279.01300000000003
"[-92.21, -3.08, -0.74]","[-0.36, -5.72, 0.75]",290.067
"[-92.2, -3.11, -0.74]","[-0.36, -5.72, 0.76]",301.051
"[-92.18, -3.12, -0.73]","[-0.37, -5.72, 0.75]",309.789
"[-92.2, -3.13, -0.72]","[-0.36, -5.72, 0.75]",318.87
