F,G,time
"[-92.71, -2.69, -0.23]","[-0.28, -5.57, 0.94]",6.032
"[-92.71, -2.75, -0.29]","[-0.29, -5.57, 0.93]",12.028
"[-92.71, -2.76, -0.36]","[-0.3, -5.56, 0.93]",22.017
"[-92.92, -2.75, -0.45]","[-0.31, -5.54, 0.93]",42.038
"[-92.96, -2.71, -0.46]","[-0.31, -5.54, 0.93]",44.040000000000006
"[-93.1, -2.64, -0.34]","[-0.31, -5.53, 0.93]",66.98400000000001
"[-93.17, -2.59, -0.25]","[-0.3, -5.52, 0.93]",68.036
"[-93.19, -2.56, -0.23]","[-0.31, -5.52, 0.92]",72.032
"[-93.22, -2.6, -0.24]","[-0.31, -5.52, 0.93]",82.035
"[-93.21, -2.58, -0.32]","[-0.31, -5.53, 0.93]",91.977
"[-93.17, -2.65, -0.35]","[-0.31, -5.54, 0.93]",101.987
"[-93.07, -2.69, -0.38]","[-0.31, -5.55, 0.93]",112.024
"[-92.95, -2.75, -0.39]","[-0.31, -5.55, 0.93]",122.02399999999999
"[-92.84, -2.69, -0.36]","[-0.31, -5.55, 0.93]",136.991
"[-92.8, -2.7, -0.33]","[-0.31, -5.55, 0.93]",142.02300000000002
"[-92.82, -2.74, -0.32]","[-0.31, -5.55, 0.93]",152.027
"[-92.89, -2.72, -0.35]","[-0.31, -5.55, 0.93]",162.024
"[-92.94, -2.69, -0.38]","[-0.31, -5.54, 0.93]",172.02
"[-93.02, -2.69, -0.4]","[-0.32, -5.53, 0.93]",182.02599999999998
"[-93.12, -2.68, -0.4]","[-0.32, -5.53, 0.93]",192.024
"[-93.14, -2.67, -0.36]","[-0.33, -5.53, 0.92]",202.02
"[-93.16, -2.65, -0.33]","[-0.32, -5.53, 0.93]",214.136
"[-93.12, -2.66, -0.31]","[-0.32, -5.54, 0.93]",222.019
"[-93.1, -2.71, -0.32]","[-0.32, -5.54, 0.93]",232.044
"[-93.0, -2.71, -0.33]","[-0.32, -5.55, 0.93]",242.024
"[-92.96, -2.74, -0.36]","[-0.33, -5.55, 0.93]",252.019
"[-92.9, -2.73, -0.39]","[-0.33, -5.55, 0.93]",262.038
"[-92.9, -2.74, -0.39]","[-0.33, -5.55, 0.93]",272.019
"[-92.91, -2.76, -0.38]","[-0.33, -5.55, 0.93]",281.98699999999997
"[-92.94, -2.74, -0.35]","[-0.33, -5.55, 0.93]",292.027
"[-93.0, -2.72, -0.33]","[-0.33, -5.55, 0.93]",302.025
"[-93.06, -2.72, -0.31]","[-0.34, -5.54, 0.93]",312.027
"[-93.09, -2.72, -0.32]","[-0.34, -5.54, 0.93]",322.019
"[-93.13, -2.73, -0.33]","[-0.34, -5.54, 0.92]",332.02700000000004
"[-93.1, -2.72, -0.32]","[-0.34, -5.54, 0.92]",342.026
"[-93.1, -2.7, -0.3]","[-0.34, -5.54, 0.93]",352.025
"[-93.04, -2.68, -0.29]","[-0.34, -5.54, 0.93]",362.02
"[-93.0, -2.72, -0.28]","[-0.34, -5.55, 0.93]",372.02000000000004
"[-92.97, -2.73, -0.28]","[-0.34, -5.54, 0.93]",382.019
"[-93.0, -2.75, -0.31]","[-0.34, -5.55, 0.93]",392.019
"[-92.97, -2.77, -0.3]","[-0.34, -5.55, 0.93]",402.018
