X,Y,Z,A,B,C,time
272.08,543.22,419.45,-1.92,-1.55,0.29,9.0
272.09,543.22,419.45,-1.91,-1.55,0.29,16.009
272.09,543.22,419.45,-1.91,-1.55,0.29,26.011
272.09,543.22,419.45,-1.91,-1.55,0.29,36.009
272.09,543.22,419.45,-1.91,-1.55,0.29,49.009
272.09,543.22,419.44,-1.91,-1.55,0.29,57.013
272.09,543.22,419.44,-1.91,-1.55,0.29,66.103
272.09,543.22,419.44,-1.91,-1.55,0.29,76.102
272.09,543.22,419.44,-1.91,-1.55,0.29,86.11099999999999
272.09,543.22,419.44,-1.91,-1.55,0.29,96.096
272.09,543.22,419.44,-1.91,-1.55,0.29,106.10300000000001
272.09,543.22,419.44,-1.91,-1.55,0.29,116.167
272.09,543.22,419.44,-1.91,-1.55,0.29,130.047
272.09,543.22,419.44,-1.91,-1.55,0.29,136.161
272.09,543.22,419.43,-1.91,-1.55,0.29,147.006
272.09,543.22,419.43,-1.91,-1.55,0.29,156.162
272.09,543.22,419.43,-1.91,-1.55,0.29,166.035
272.09,543.22,419.43,-1.91,-1.55,0.29,177.006
272.09,543.22,419.43,-1.91,-1.55,0.29,191.007
272.09,543.22,419.43,-1.91,-1.55,0.29,196.16
272.09,543.22,419.43,-1.91,-1.55,0.29,206.161
272.09,543.22,419.43,-1.91,-1.55,0.29,216.161
272.09,543.22,419.43,-1.91,-1.55,0.29,226.162
272.09,543.22,419.43,-1.91,-1.55,0.29,236.07500000000002
272.09,543.22,419.43,-1.91,-1.55,0.29,246.178
272.09,543.22,419.43,-1.91,-1.55,0.29,256.15700000000004
272.09,543.22,419.43,-1.91,-1.55,0.29,266.167
272.09,543.22,419.43,-1.91,-1.55,0.29,276.166
272.09,543.22,419.43,-1.91,-1.55,0.29,286.027
272.09,543.22,419.43,-1.91,-1.55,0.29,296.17900000000003
272.09,543.22,419.43,-1.91,-1.55,0.29,306.16900000000004
272.09,543.22,419.43,-1.91,-1.55,0.29,316.176
272.09,543.22,419.43,-1.91,-1.55,0.29,330.027
272.09,543.22,419.43,-1.91,-1.55,0.29,336.03
272.09,543.22,419.43,-1.91,-1.55,0.29,346.169
272.09,543.22,419.43,-1.91,-1.55,0.29,356.168
272.09,543.22,419.43,-1.91,-1.55,0.29,366.163
272.09,543.22,419.43,-1.91,-1.55,0.29,376.176
272.09,543.22,419.43,-1.91,-1.55,0.29,386.013
272.09,543.22,419.43,-1.91,-1.55,0.29,396.163
272.09,543.22,419.43,-1.91,-1.55,0.29,406.18100000000004
272.09,543.22,419.43,-1.91,-1.55,0.29,416.159
272.09,543.22,419.43,-1.91,-1.55,0.29,427.152
272.09,543.22,419.43,-1.91,-1.55,0.29,436.015
272.09,543.22,419.43,-1.91,-1.55,0.29,446.164
272.09,543.22,419.43,-1.91,-1.55,0.29,456.179
272.09,543.22,419.43,-1.91,-1.55,0.29,466.037
272.09,543.22,419.43,-1.91,-1.55,0.29,476.153
272.09,543.22,419.43,-1.91,-1.55,0.29,486.014
272.09,543.22,419.43,-1.91,-1.55,0.29,496.042
272.09,543.22,419.43,-1.91,-1.55,0.29,506.065
272.09,543.22,419.43,-1.91,-1.55,0.29,516.168
272.09,543.22,419.43,-1.91,-1.55,0.29,526.163
272.09,543.22,419.43,-1.91,-1.55,0.29,536.008
272.09,543.22,419.43,-1.91,-1.55,0.29,546.165
272.09,543.22,419.43,-1.91,-1.55,0.29,556.1610000000001
272.09,543.22,419.43,-1.91,-1.55,0.29,566.179
272.09,543.22,419.43,-1.91,-1.55,0.29,576.159
272.09,543.22,419.43,-1.91,-1.55,0.29,586.024
272.09,543.22,419.43,-1.91,-1.55,0.29,596.16
272.09,543.22,419.43,-1.91,-1.55,0.29,609.0100000000001
272.09,543.22,419.43,-1.91,-1.55,0.29,616.18
272.09,543.22,419.44,-1.91,-1.55,0.29,626.162
272.09,543.22,419.44,-1.91,-1.55,0.29,636.009
272.09,543.22,419.44,-1.91,-1.55,0.29,646.173
272.09,543.22,419.44,-1.91,-1.55,0.29,656.163
272.09,543.22,419.44,-1.91,-1.55,0.29,666.168
272.09,543.22,419.44,-1.91,-1.55,0.29,676.169
272.09,543.22,419.44,-1.91,-1.55,0.29,686.019
272.09,543.22,419.44,-1.91,-1.55,0.29,696.163
272.09,543.22,419.44,-1.91,-1.55,0.29,706.172
272.09,543.22,419.44,-1.91,-1.55,0.29,716.176
272.09,543.22,419.44,-1.91,-1.55,0.29,727.02
272.09,543.22,419.44,-1.91,-1.55,0.29,736.0100000000001
272.09,543.22,419.44,-1.91,-1.55,0.29,746.147
272.09,543.22,419.44,-1.91,-1.55,0.29,756.174
272.09,543.22,419.44,-1.91,-1.55,0.29,766.043
272.09,543.22,419.44,-1.91,-1.55,0.29,776.153
272.09,543.22,419.44,-1.91,-1.55,0.29,786.0070000000001
272.09,543.22,419.44,-1.91,-1.55,0.29,796.037
272.09,543.22,419.44,-1.91,-1.55,0.29,806.173
272.09,543.22,419.44,-1.91,-1.55,0.29,816.1859999999999
272.09,543.22,419.44,-1.91,-1.55,0.29,827.191
272.09,543.22,419.44,-1.91,-1.55,0.29,836.005
272.09,543.22,419.44,-1.91,-1.55,0.29,846.19
272.09,543.22,419.44,-1.91,-1.55,0.29,856.185
272.09,543.22,419.44,-1.91,-1.55,0.29,866.1750000000001
272.09,543.22,419.44,-1.91,-1.55,0.29,876.177
272.09,543.22,419.44,-1.91,-1.55,0.29,888.17
272.09,543.22,419.44,-1.91,-1.55,0.29,896.1750000000001
272.09,543.22,419.44,-1.91,-1.55,0.29,907.004
272.09,543.22,419.44,-1.91,-1.55,0.29,916.188
272.09,543.22,419.44,-1.91,-1.55,0.29,926.173
272.09,543.22,419.44,-1.91,-1.55,0.29,936.002
272.09,543.22,419.44,-1.91,-1.55,0.29,946.022
272.09,543.22,419.44,-1.91,-1.55,0.29,956.038
272.09,543.22,419.44,-1.91,-1.55,0.29,966.0360000000001
272.09,543.22,419.44,-1.91,-1.55,0.29,976.035
272.09,543.22,419.44,-1.91,-1.55,0.29,986.0179999999999
272.09,543.22,419.44,-1.91,-1.55,0.29,996.0360000000001
272.09,543.22,419.44,-1.91,-1.55,0.29,1006.036
272.09,543.22,419.44,-1.91,-1.55,0.29,1016.0
272.09,543.22,419.44,-1.91,-1.55,0.29,1036.019
272.09,543.22,419.44,-1.91,-1.55,0.29,1036.019
272.09,543.22,419.44,-1.91,-1.55,0.29,1051.0049999999999
272.09,543.22,419.44,-1.91,-1.55,0.29,1060.004
272.09,543.22,419.44,-1.91,-1.55,0.29,1067.003
272.09,543.22,419.44,-1.91,-1.55,0.29,1076.036
272.09,543.22,419.44,-1.91,-1.55,0.29,1086.0030000000002
272.09,543.22,419.44,-1.91,-1.55,0.29,1096.036
272.09,543.22,419.44,-1.91,-1.55,0.29,1106.035
272.09,543.22,419.44,-1.91,-1.55,0.29,1116.035
272.09,543.22,419.44,-1.91,-1.55,0.29,1126.02
272.09,543.22,419.44,-1.91,-1.55,0.29,1136.0049999999999
272.09,543.22,419.44,-1.91,-1.55,0.29,1146.185
