F,G,time
"[-89.28, -0.8, -0.65]","[-0.26, -5.74, 1.44]",6.095
"[-89.42, -0.74, -0.55]","[-0.27, -5.73, 1.44]",12.984
"[-89.54, -0.67, -0.52]","[-0.27, -5.73, 1.45]",23.141
"[-89.71, -0.63, -0.56]","[-0.28, -5.72, 1.45]",32.967999999999996
"[-89.82, -0.65, -0.65]","[-0.28, -5.72, 1.45]",43.077
"[-89.91, -0.68, -0.7]","[-0.29, -5.72, 1.45]",52.08
"[-89.87, -0.77, -0.73]","[-0.29, -5.71, 1.45]",62.972
"[-89.84, -0.82, -0.72]","[-0.29, -5.71, 1.45]",73.976
"[-89.73, -0.89, -0.75]","[-0.28, -5.69, 1.45]",83.135
"[-89.54, -1.02, -0.9]","[-0.26, -5.69, 1.45]",107.329
"[-89.51, -1.0, -0.91]","[-0.26, -5.69, 1.45]",109.417
"[-89.54, -0.97, -0.91]","[-0.26, -5.69, 1.45]",112.035
"[-89.51, -0.89, -0.92]","[-0.26, -5.7, 1.45]",122.044
"[-89.63, -0.8, -0.75]","[-0.26, -5.7, 1.45]",146.037
"[-89.65, -0.8, -0.74]","[-0.26, -5.7, 1.45]",148.127
"[-89.67, -0.78, -0.67]","[-0.27, -5.7, 1.45]",153.032
"[-89.8, -0.76, -0.63]","[-0.27, -5.7, 1.45]",172.731
"[-89.81, -0.72, -0.62]","[-0.27, -5.7, 1.45]",178.038
"[-89.83, -0.73, -0.66]","[-0.27, -5.7, 1.45]",183.038
"[-89.82, -0.8, -0.74]","[-0.27, -5.7, 1.45]",200.172
"[-89.84, -0.76, -0.75]","[-0.27, -5.7, 1.45]",203.05100000000002
"[-89.79, -0.86, -0.78]","[-0.27, -5.69, 1.45]",213.04000000000002
"[-89.75, -0.93, -0.8]","[-0.26, -5.68, 1.45]",223.177
"[-89.7, -0.97, -0.82]","[-0.26, -5.68, 1.45]",232.363
"[-89.74, -1.0, -0.83]","[-0.26, -5.68, 1.45]",242.368
"[-89.75, -0.98, -0.83]","[-0.27, -5.67, 1.44]",252.208
"[-89.8, -0.98, -0.87]","[-0.26, -5.67, 1.44]",263.218
"[-89.85, -0.93, -0.86]","[-0.26, -5.68, 1.45]",272.21
"[-89.92, -0.86, -0.81]","[-0.26, -5.68, 1.45]",282.222
"[-89.9, -0.86, -0.77]","[-0.27, -5.68, 1.45]",293.317
"[-89.9, -0.81, -0.7]","[-0.26, -5.68, 1.45]",302.465
"[-89.91, -0.82, -0.68]","[-0.26, -5.68, 1.45]",312.40000000000003
"[-89.87, -0.78, -0.66]","[-0.26, -5.68, 1.45]",323.475
"[-89.82, -0.78, -0.68]","[-0.26, -5.68, 1.45]",333.316
"[-89.81, -0.82, -0.71]","[-0.26, -5.69, 1.45]",342.454
"[-89.78, -0.87, -0.75]","[-0.26, -5.68, 1.45]",352.463
"[-89.81, -0.9, -0.78]","[-0.26, -5.68, 1.45]",362.584
"[-89.82, -0.93, -0.8]","[-0.26, -5.68, 1.45]",372.476
"[-89.82, -0.98, -0.81]","[-0.26, -5.67, 1.45]",383.32300000000004
"[-89.83, -0.97, -0.8]","[-0.26, -5.67, 1.45]",392.664
"[-89.85, -0.97, -0.82]","[-0.26, -5.67, 1.45]",402.946
"[-89.87, -0.94, -0.84]","[-0.26, -5.67, 1.45]",412.351
"[-89.88, -0.9, -0.83]","[-0.26, -5.68, 1.45]",422.368
"[-89.85, -0.86, -0.8]","[-0.26, -5.67, 1.45]",432.437
"[-89.84, -0.85, -0.77]","[-0.26, -5.68, 1.45]",443.336
"[-89.81, -0.83, -0.72]","[-0.26, -5.68, 1.44]",456.316
"[-89.82, -0.82, -0.71]","[-0.25, -5.68, 1.44]",463.324
"[-89.85, -0.86, -0.73]","[-0.25, -5.68, 1.44]",472.32
"[-89.86, -0.83, -0.75]","[-0.25, -5.67, 1.44]",482.733
"[-89.91, -0.87, -0.8]","[-0.25, -5.67, 1.44]",492.896
"[-89.91, -0.93, -0.84]","[-0.26, -5.67, 1.44]",503.892
"[-89.95, -0.95, -0.84]","[-0.26, -5.67, 1.44]",512.892
"[-89.94, -0.95, -0.81]","[-0.26, -5.67, 1.44]",522.889
"[-89.96, -0.98, -0.82]","[-0.26, -5.66, 1.44]",532.898
"[-89.96, -1.0, -0.81]","[-0.26, -5.67, 1.44]",542.898
"[-89.96, -1.0, -0.8]","[-0.26, -5.67, 1.44]",552.8960000000001
"[-89.92, -0.96, -0.77]","[-0.25, -5.66, 1.44]",563.288
"[-89.93, -0.91, -0.76]","[-0.26, -5.67, 1.44]",572.89
"[-89.92, -0.9, -0.76]","[-0.25, -5.67, 1.44]",583.326
"[-89.89, -0.87, -0.72]","[-0.25, -5.67, 1.44]",592.899
"[-89.91, -0.87, -0.72]","[-0.25, -5.67, 1.44]",602.916
"[-89.92, -0.87, -0.72]","[-0.26, -5.67, 1.44]",613.029
"[-89.92, -0.9, -0.73]","[-0.26, -5.68, 1.44]",623.115
"[-89.93, -0.9, -0.75]","[-0.26, -5.67, 1.44]",632.903
"[-89.91, -0.92, -0.77]","[-0.26, -5.67, 1.44]",642.912
"[-89.91, -0.94, -0.79]","[-0.26, -5.67, 1.44]",652.8960000000001
"[-89.91, -0.93, -0.81]","[-0.26, -5.67, 1.44]",662.927
"[-89.9, -0.95, -0.81]","[-0.26, -5.67, 1.44]",672.8969999999999
"[-89.86, -0.95, -0.8]","[-0.26, -5.67, 1.44]",683.0310000000001
"[-89.85, -0.95, -0.79]","[-0.26, -5.67, 1.44]",693.312
"[-89.86, -0.9, -0.77]","[-0.26, -5.67, 1.44]",702.896
"[-89.86, -0.87, -0.75]","[-0.25, -5.67, 1.44]",712.897
"[-89.84, -0.87, -0.77]","[-0.26, -5.68, 1.44]",722.894
