X,Y,Z,A,B,C,time
-35.13,638.18,419.14,-1.93,-1.55,0.31,9.03
-35.13,638.18,419.14,-1.93,-1.55,0.31,9.03
-35.13,638.18,419.14,-1.93,-1.55,0.31,33.024
-35.13,638.18,419.14,-1.93,-1.55,0.31,35.028999999999996
-35.13,638.18,419.14,-1.93,-1.55,0.31,37.03
-35.13,638.18,419.14,-1.93,-1.55,0.31,67.038
-35.13,638.18,419.14,-1.93,-1.55,0.31,69.04299999999999
-35.13,638.18,419.14,-1.93,-1.55,0.31,71.037
-35.13,638.18,419.14,-1.93,-1.55,0.31,74.00099999999999
-35.13,638.18,419.14,-1.94,-1.55,0.31,107.999
-35.13,638.18,419.14,-1.94,-1.55,0.31,110.00200000000001
-35.13,638.18,419.14,-1.94,-1.55,0.31,112.005
-35.13,638.18,419.14,-1.94,-1.55,0.31,113.99900000000001
-35.13,638.18,419.14,-1.94,-1.55,0.31,128.035
-35.13,638.18,419.14,-1.94,-1.55,0.31,134.001
-35.13,638.18,419.14,-1.94,-1.55,0.31,156.001
-35.13,638.18,419.14,-1.94,-1.55,0.31,161.036
-35.13,638.18,419.14,-1.94,-1.55,0.31,164.055
-35.13,638.18,419.13,-1.94,-1.55,0.31,200.005
-35.13,638.18,419.13,-1.94,-1.55,0.31,201.004
-35.13,638.18,419.13,-1.94,-1.55,0.31,204.003
-35.13,638.18,419.13,-1.94,-1.55,0.31,205.0
-35.13,638.18,419.13,-1.94,-1.55,0.31,215.001
-35.13,638.18,419.13,-1.94,-1.55,0.31,224.0
-35.13,638.18,419.13,-1.94,-1.55,0.31,235.014
-35.13,638.18,419.13,-1.94,-1.55,0.31,245.014
-35.13,638.18,419.13,-1.94,-1.55,0.31,254.00099999999998
-35.13,638.18,419.13,-1.94,-1.55,0.31,265.001
-35.13,638.18,419.13,-1.94,-1.55,0.31,275.003
-35.13,638.18,419.13,-1.94,-1.55,0.31,284.008
-35.13,638.18,419.13,-1.94,-1.55,0.31,294.00100000000003
-35.13,638.18,419.13,-1.94,-1.55,0.31,304.006
-35.13,638.18,419.13,-1.94,-1.55,0.31,314.001
-35.13,638.18,419.13,-1.94,-1.55,0.31,325.002
-35.13,638.18,419.13,-1.94,-1.55,0.31,335.001
-35.13,638.18,419.13,-1.94,-1.55,0.31,344.0
-35.13,638.18,419.13,-1.94,-1.55,0.31,355.018
-35.13,638.18,419.13,-1.94,-1.55,0.31,374.035
-35.13,638.18,419.13,-1.94,-1.55,0.31,374.035
-35.13,638.18,419.13,-1.94,-1.55,0.31,384.001
-35.13,638.18,419.13,-1.94,-1.55,0.31,395.001
-35.13,638.18,419.13,-1.94,-1.55,0.31,404.03299999999996
-35.13,638.18,419.13,-1.94,-1.55,0.31,414.0
-35.13,638.18,419.13,-1.94,-1.55,0.31,438.016
-35.13,638.18,419.13,-1.94,-1.55,0.31,438.016
-35.13,638.18,419.13,-1.94,-1.55,0.31,445.0
-35.13,638.18,419.13,-1.94,-1.55,0.31,456.99899999999997
