F,G,time
"[-92.68, -3.41, -1.33]","[-0.53, -5.66, 0.7]",9.998999999999999
"[-92.65, -3.39, -1.38]","[-0.53, -5.66, 0.7]",16.006
"[-92.47, -3.37, -1.51]","[-0.55, -5.67, 0.69]",43.013999999999996
"[-92.47, -3.33, -1.49]","[-0.55, -5.67, 0.69]",44.055
"[-92.45, -3.35, -1.49]","[-0.55, -5.67, 0.69]",46.013999999999996
"[-92.4, -3.44, -1.35]","[-0.54, -5.67, 0.69]",91.67
"[-92.54, -3.39, -1.45]","[-0.54, -5.66, 0.69]",93.668
"[-92.57, -3.36, -1.46]","[-0.54, -5.66, 0.69]",95.663
"[-92.58, -3.36, -1.46]","[-0.54, -5.66, 0.69]",97.66199999999999
"[-92.59, -3.39, -1.47]","[-0.54, -5.66, 0.69]",104.69000000000001
"[-92.63, -3.33, -1.46]","[-0.54, -5.66, 0.69]",106.697
"[-92.62, -3.36, -1.43]","[-0.54, -5.66, 0.69]",114.694
"[-92.65, -3.38, -1.42]","[-0.54, -5.66, 0.69]",126.661
"[-92.64, -3.39, -1.41]","[-0.54, -5.66, 0.7]",135.659
"[-92.55, -3.42, -1.38]","[-0.54, -5.66, 0.7]",146.661
"[-92.51, -3.4, -1.37]","[-0.54, -5.66, 0.69]",155.694
"[-92.47, -3.4, -1.41]","[-0.55, -5.67, 0.69]",165.693
"[-92.41, -3.41, -1.45]","[-0.55, -5.67, 0.69]",175.69299999999998
"[-92.42, -3.38, -1.46]","[-0.55, -5.67, 0.69]",186.713
"[-92.43, -3.44, -1.46]","[-0.55, -5.67, 0.7]",195.712
"[-92.48, -3.4, -1.41]","[-0.55, -5.67, 0.69]",205.713
"[-92.49, -3.41, -1.34]","[-0.55, -5.66, 0.7]",215.714
"[-92.56, -3.43, -1.35]","[-0.55, -5.66, 0.7]",225.713
"[-92.56, -3.4, -1.4]","[-0.55, -5.66, 0.7]",235.69899999999998
"[-92.55, -3.38, -1.45]","[-0.55, -5.66, 0.69]",245.701
"[-92.56, -3.39, -1.47]","[-0.55, -5.66, 0.69]",254.7
