F,G,time
"[-93.37, -4.0, -0.62]","[-0.76, -5.59, 0.67]",5.997
"[-93.35, -4.05, -0.59]","[-0.76, -5.59, 0.67]",10.011000000000001
"[-93.22, -3.99, -0.61]","[-0.75, -5.6, 0.67]",20.004
"[-93.05, -3.98, -0.67]","[-0.74, -5.62, 0.68]",30.003999999999998
"[-92.9, -3.92, -0.74]","[-0.74, -5.62, 0.68]",40.008
"[-92.7, -3.88, -0.79]","[-0.75, -5.62, 0.67]",50.007999999999996
"[-92.59, -3.88, -0.81]","[-0.75, -5.62, 0.67]",60.023
"[-92.76, -3.89, -0.72]","[-0.75, -5.6, 0.67]",89.01599999999999
"[-92.82, -3.88, -0.72]","[-0.75, -5.59, 0.67]",93.042
"[-92.91, -3.9, -0.72]","[-0.75, -5.59, 0.68]",96.016
"[-92.98, -3.89, -0.7]","[-0.75, -5.59, 0.68]",100.009
"[-93.31, -3.92, -0.65]","[-0.75, -5.58, 0.68]",131.169
"[-93.28, -3.91, -0.65]","[-0.75, -5.58, 0.68]",133.01399999999998
"[-93.31, -3.93, -0.65]","[-0.75, -5.58, 0.68]",135.08800000000002
"[-93.28, -3.92, -0.66]","[-0.74, -5.58, 0.68]",158.007
"[-92.98, -3.9, -0.73]","[-0.74, -5.6, 0.68]",160.01299999999998
"[-92.95, -3.93, -0.75]","[-0.74, -5.6, 0.68]",162.007
"[-92.83, -3.85, -0.77]","[-0.74, -5.61, 0.68]",170.006
"[-92.73, -3.88, -0.79]","[-0.74, -5.61, 0.68]",180.005
"[-92.69, -3.83, -0.81]","[-0.74, -5.61, 0.68]",193.162
"[-92.71, -3.85, -0.8]","[-0.74, -5.61, 0.68]",201.00799999999998
"[-92.81, -3.84, -0.78]","[-0.74, -5.6, 0.68]",210.04600000000002
"[-92.91, -3.86, -0.74]","[-0.74, -5.59, 0.68]",220.006
"[-93.06, -3.92, -0.72]","[-0.75, -5.58, 0.69]",230.006
"[-93.17, -3.86, -0.67]","[-0.74, -5.57, 0.69]",241.019
"[-93.23, -3.91, -0.66]","[-0.74, -5.57, 0.69]",250.006
"[-93.21, -3.91, -0.69]","[-0.74, -5.57, 0.69]",261.00600000000003
"[-93.16, -3.92, -0.73]","[-0.74, -5.58, 0.69]",270.017
"[-93.06, -3.89, -0.76]","[-0.74, -5.59, 0.69]",279.988
"[-92.93, -3.87, -0.77]","[-0.73, -5.6, 0.69]",289.991
"[-92.84, -3.85, -0.77]","[-0.73, -5.6, 0.69]",300.00100000000003
"[-92.78, -3.87, -0.79]","[-0.73, -5.61, 0.69]",309.979
"[-92.75, -3.84, -0.79]","[-0.73, -5.61, 0.69]",319.97900000000004
"[-92.77, -3.84, -0.76]","[-0.73, -5.6, 0.69]",329.98100000000005
"[-92.92, -3.85, -0.75]","[-0.74, -5.6, 0.69]",339.978
"[-93.01, -3.89, -0.72]","[-0.74, -5.59, 0.69]",350.014
"[-93.11, -3.91, -0.7]","[-0.74, -5.58, 0.69]",359.978
