F,G,time
"[-92.69, -3.61, -0.42]","[-0.61, -5.63, 0.67]",0.0
"[-92.61, -3.58, -0.43]","[-0.61, -5.63, 0.67]",10.003
"[-92.56, -3.54, -0.47]","[-0.6, -5.62, 0.67]",18.005
"[-92.36, -3.56, -0.55]","[-0.6, -5.61, 0.68]",48.010999999999996
"[-92.35, -3.57, -0.55]","[-0.6, -5.61, 0.68]",50.007999999999996
"[-92.35, -3.57, -0.53]","[-0.61, -5.61, 0.67]",52.015
"[-92.57, -3.72, -0.56]","[-0.61, -5.6, 0.67]",85.006
"[-92.57, -3.75, -0.56]","[-0.61, -5.6, 0.67]",87.01100000000001
"[-92.56, -3.73, -0.54]","[-0.61, -5.6, 0.67]",89.012
"[-92.61, -3.74, -0.55]","[-0.61, -5.6, 0.67]",91.00999999999999
"[-92.67, -3.69, -0.5]","[-0.62, -5.61, 0.67]",124.007
"[-92.69, -3.66, -0.48]","[-0.61, -5.61, 0.67]",126.003
"[-92.66, -3.66, -0.47]","[-0.61, -5.61, 0.67]",127.01899999999999
"[-92.66, -3.65, -0.49]","[-0.61, -5.61, 0.67]",130.008
"[-92.46, -3.54, -0.56]","[-0.61, -5.61, 0.67]",167.00400000000002
"[-92.48, -3.52, -0.56]","[-0.61, -5.6, 0.67]",169.07
"[-92.47, -3.56, -0.57]","[-0.61, -5.6, 0.67]",171.02
"[-92.41, -3.54, -0.57]","[-0.61, -5.6, 0.67]",172.07
"[-92.43, -3.53, -0.57]","[-0.61, -5.6, 0.68]",178.07
"[-92.55, -3.66, -0.55]","[-0.61, -5.6, 0.68]",225.007
"[-92.62, -3.68, -0.54]","[-0.61, -5.6, 0.68]",226.02
"[-92.67, -3.7, -0.54]","[-0.61, -5.6, 0.68]",228.01
"[-92.6, -3.72, -0.54]","[-0.61, -5.6, 0.68]",230.044
"[-92.62, -3.69, -0.54]","[-0.61, -5.6, 0.68]",232.006
"[-92.62, -3.67, -0.52]","[-0.61, -5.6, 0.68]",238.06
"[-92.66, -3.64, -0.52]","[-0.61, -5.61, 0.68]",249.005
"[-92.64, -3.66, -0.51]","[-0.61, -5.6, 0.68]",258.06
"[-92.59, -3.59, -0.53]","[-0.62, -5.61, 0.67]",268.06
"[-92.58, -3.57, -0.53]","[-0.61, -5.6, 0.68]",279.005
"[-92.53, -3.59, -0.55]","[-0.62, -5.6, 0.67]",288.063
"[-92.49, -3.56, -0.55]","[-0.62, -5.6, 0.67]",298.06300000000005
"[-92.5, -3.58, -0.56]","[-0.61, -5.6, 0.67]",308.043
"[-92.54, -3.6, -0.55]","[-0.61, -5.6, 0.68]",318.044
"[-92.55, -3.62, -0.54]","[-0.61, -5.6, 0.68]",328.005
"[-92.58, -3.66, -0.55]","[-0.61, -5.6, 0.68]",339.009
"[-92.65, -3.65, -0.53]","[-0.61, -5.6, 0.68]",348.043
"[-92.65, -3.61, -0.52]","[-0.61, -5.6, 0.68]",358.046
"[-92.66, -3.64, -0.5]","[-0.61, -5.6, 0.68]",368.039
"[-92.64, -3.62, -0.5]","[-0.61, -5.6, 0.68]",378.038
"[-92.61, -3.62, -0.53]","[-0.61, -5.61, 0.68]",388.043
"[-92.56, -3.63, -0.53]","[-0.61, -5.61, 0.67]",401.046
"[-92.58, -3.61, -0.53]","[-0.61, -5.6, 0.67]",408.04
"[-92.53, -3.59, -0.53]","[-0.61, -5.6, 0.67]",418.045
"[-92.52, -3.6, -0.52]","[-0.61, -5.6, 0.67]",428.043
"[-92.54, -3.57, -0.53]","[-0.61, -5.6, 0.68]",438.046
"[-92.57, -3.61, -0.54]","[-0.61, -5.6, 0.68]",448.043
