F,G,time
"[-92.7, -2.44, -0.14]","[-0.18, -5.69, 0.96]",10.035
"[-92.66, -2.59, -0.11]","[-0.18, -5.68, 0.96]",10.035
"[-92.55, -2.72, -0.12]","[-0.18, -5.68, 0.96]",15.026
"[-92.51, -2.74, -0.16]","[-0.19, -5.69, 0.95]",25.078
"[-92.46, -2.74, -0.2]","[-0.19, -5.69, 0.95]",35.062000000000005
"[-92.4, -2.6, -0.23]","[-0.18, -5.68, 0.95]",56.057
"[-92.43, -2.58, -0.22]","[-0.18, -5.68, 0.95]",57.073
"[-92.51, -2.43, -0.26]","[-0.18, -5.67, 0.96]",79.019
"[-92.61, -2.31, -0.25]","[-0.18, -5.67, 0.96]",81.001
"[-92.66, -2.26, -0.27]","[-0.18, -5.67, 0.95]",85.066
"[-92.7, -2.19, -0.24]","[-0.19, -5.66, 0.95]",95.057
"[-92.76, -2.21, -0.21]","[-0.19, -5.66, 0.96]",106.001
"[-92.77, -2.26, -0.25]","[-0.19, -5.67, 0.96]",115.047
"[-92.71, -2.39, -0.26]","[-0.19, -5.67, 0.96]",125.059
"[-92.65, -2.47, -0.25]","[-0.18, -5.67, 0.96]",137.065
"[-92.59, -2.54, -0.2]","[-0.19, -5.67, 0.96]",145.05599999999998
"[-92.54, -2.59, -0.18]","[-0.19, -5.67, 0.96]",155.047
"[-92.44, -2.6, -0.22]","[-0.19, -5.67, 0.96]",173.059
"[-92.42, -2.62, -0.22]","[-0.19, -5.66, 0.96]",177.049
"[-92.45, -2.59, -0.26]","[-0.18, -5.66, 0.96]",186.035
"[-92.53, -2.53, -0.26]","[-0.18, -5.66, 0.96]",196.063
"[-92.57, -2.42, -0.28]","[-0.19, -5.66, 0.95]",205.058
"[-92.65, -2.35, -0.27]","[-0.19, -5.65, 0.95]",215.047
"[-92.71, -2.31, -0.25]","[-0.18, -5.65, 0.96]",225.049
"[-92.72, -2.31, -0.23]","[-0.18, -5.65, 0.96]",235.047
"[-92.72, -2.31, -0.22]","[-0.18, -5.65, 0.96]",245.054
"[-92.71, -2.33, -0.23]","[-0.17, -5.66, 0.96]",255.05
"[-92.63, -2.4, -0.25]","[-0.18, -5.67, 0.96]",267.04699999999997
"[-92.58, -2.46, -0.25]","[-0.18, -5.67, 0.96]",275.04699999999997
"[-92.52, -2.47, -0.23]","[-0.17, -5.67, 0.96]",285.057
"[-92.51, -2.53, -0.21]","[-0.17, -5.67, 0.96]",295.048
"[-92.53, -2.54, -0.22]","[-0.17, -5.67, 0.96]",305.056
"[-92.57, -2.52, -0.21]","[-0.17, -5.66, 0.96]",315.04900000000004
"[-92.61, -2.49, -0.2]","[-0.18, -5.66, 0.95]",325.05899999999997
"[-92.66, -2.43, -0.21]","[-0.18, -5.66, 0.95]",335.06
"[-92.68, -2.41, -0.23]","[-0.19, -5.65, 0.95]",347.06100000000004
"[-92.72, -2.4, -0.24]","[-0.19, -5.65, 0.95]",356.037
"[-92.75, -2.37, -0.23]","[-0.18, -5.65, 0.95]",366.047
"[-92.75, -2.36, -0.22]","[-0.19, -5.66, 0.95]",376.06899999999996
"[-92.64, -2.38, -0.18]","[-0.19, -5.66, 0.95]",385.05699999999996
"[-92.61, -2.4, -0.21]","[-0.19, -5.66, 0.95]",395.055
"[-92.59, -2.45, -0.23]","[-0.19, -5.66, 0.96]",408.056
"[-92.58, -2.47, -0.24]","[-0.18, -5.66, 0.96]",415.00399999999996
"[-92.56, -2.48, -0.23]","[-0.18, -5.66, 0.96]",425.002
"[-92.55, -2.48, -0.22]","[-0.18, -5.66, 0.96]",443.036
"[-92.57, -2.5, -0.21]","[-0.18, -5.66, 0.96]",446.015
"[-92.58, -2.48, -0.21]","[-0.18, -5.66, 0.96]",459.037
"[-92.64, -2.44, -0.21]","[-0.19, -5.66, 0.96]",465.096
"[-92.67, -2.43, -0.21]","[-0.18, -5.65, 0.96]",475.084
"[-92.66, -2.4, -0.21]","[-0.18, -5.65, 0.96]",485.102
"[-92.68, -2.41, -0.22]","[-0.19, -5.65, 0.96]",500.08399999999995
"[-92.64, -2.39, -0.24]","[-0.19, -5.66, 0.96]",505.05
"[-92.62, -2.4, -0.23]","[-0.19, -5.66, 0.96]",515.089
"[-92.63, -2.45, -0.22]","[-0.18, -5.66, 0.96]",525.084
"[-92.58, -2.47, -0.21]","[-0.18, -5.66, 0.96]",535.085
"[-92.56, -2.49, -0.21]","[-0.18, -5.66, 0.96]",545.0469999999999
"[-92.56, -2.45, -0.22]","[-0.18, -5.66, 0.96]",555.0469999999999
"[-92.6, -2.48, -0.22]","[-0.18, -5.66, 0.96]",565.048
"[-92.64, -2.45, -0.21]","[-0.18, -5.66, 0.96]",575.087
"[-92.65, -2.46, -0.2]","[-0.18, -5.66, 0.96]",585.0840000000001
"[-92.65, -2.45, -0.21]","[-0.18, -5.66, 0.96]",595.105
"[-92.68, -2.43, -0.22]","[-0.18, -5.66, 0.95]",605.084
"[-92.68, -2.39, -0.22]","[-0.19, -5.66, 0.95]",615.0830000000001
"[-92.66, -2.4, -0.2]","[-0.19, -5.65, 0.95]",628.108
"[-92.66, -2.41, -0.22]","[-0.19, -5.66, 0.95]",635.112
"[-92.62, -2.43, -0.21]","[-0.19, -5.66, 0.95]",645.0740000000001
"[-92.66, -2.45, -0.2]","[-0.19, -5.66, 0.96]",655.111
"[-92.6, -2.45, -0.19]","[-0.19, -5.66, 0.96]",665.111
"[-92.62, -2.45, -0.2]","[-0.19, -5.66, 0.96]",675.099
"[-92.62, -2.45, -0.19]","[-0.18, -5.66, 0.96]",686.091
"[-92.62, -2.44, -0.22]","[-0.18, -5.66, 0.96]",695.079
"[-92.61, -2.45, -0.22]","[-0.18, -5.66, 0.96]",705.09
"[-92.65, -2.44, -0.23]","[-0.18, -5.66, 0.96]",715.096
"[-92.62, -2.44, -0.23]","[-0.19, -5.66, 0.96]",725.096
"[-92.6, -2.39, -0.24]","[-0.19, -5.66, 0.96]",735.0989999999999
"[-92.64, -2.41, -0.24]","[-0.19, -5.66, 0.96]",746.0550000000001
"[-92.63, -2.41, -0.22]","[-0.19, -5.66, 0.96]",755.0989999999999
"[-92.6, -2.43, -0.23]","[-0.19, -5.66, 0.96]",765.096
"[-92.59, -2.43, -0.24]","[-0.19, -5.66, 0.96]",775.096
"[-92.6, -2.44, -0.24]","[-0.19, -5.66, 0.96]",785.0500000000001
"[-92.59, -2.47, -0.23]","[-0.19, -5.66, 0.96]",796.0540000000001
"[-92.59, -2.44, -0.25]","[-0.18, -5.66, 0.96]",806.0509999999999
"[-92.56, -2.45, -0.23]","[-0.19, -5.66, 0.96]",815.107
"[-92.6, -2.48, -0.23]","[-0.18, -5.66, 0.96]",825.1039999999999
"[-92.61, -2.44, -0.24]","[-0.18, -5.66, 0.96]",836.061
"[-92.64, -2.47, -0.24]","[-0.19, -5.66, 0.96]",845.051
"[-92.6, -2.44, -0.24]","[-0.19, -5.66, 0.96]",855.109
"[-92.61, -2.44, -0.24]","[-0.19, -5.66, 0.96]",866.136
"[-92.62, -2.42, -0.24]","[-0.19, -5.66, 0.96]",876.05
"[-92.61, -2.44, -0.26]","[-0.19, -5.66, 0.96]",885.09
"[-92.59, -2.43, -0.25]","[-0.19, -5.66, 0.96]",895.053
"[-92.61, -2.45, -0.23]","[-0.19, -5.66, 0.96]",908.059
"[-92.61, -2.45, -0.22]","[-0.19, -5.66, 0.96]",915.092
"[-92.61, -2.48, -0.23]","[-0.19, -5.66, 0.96]",925.0899999999999
"[-92.62, -2.45, -0.26]","[-0.18, -5.66, 0.96]",935.091
"[-92.64, -2.45, -0.24]","[-0.19, -5.66, 0.96]",945.052
"[-92.61, -2.44, -0.24]","[-0.18, -5.66, 0.96]",955.091
"[-92.61, -2.43, -0.23]","[-0.19, -5.66, 0.96]",965.091
"[-92.63, -2.43, -0.25]","[-0.19, -5.66, 0.96]",975.0889999999999
"[-92.64, -2.45, -0.25]","[-0.19, -5.66, 0.96]",985.086
"[-92.63, -2.43, -0.25]","[-0.19, -5.66, 0.96]",996.052
"[-92.6, -2.43, -0.25]","[-0.19, -5.66, 0.96]",1005.09
"[-92.61, -2.44, -0.25]","[-0.19, -5.66, 0.96]",1015.052
"[-92.6, -2.46, -0.25]","[-0.19, -5.66, 0.96]",1025.0900000000001
"[-92.58, -2.47, -0.24]","[-0.19, -5.66, 0.96]",1035.085
"[-92.62, -2.44, -0.25]","[-0.19, -5.66, 0.96]",1046.056
"[-92.64, -2.47, -0.25]","[-0.18, -5.66, 0.96]",1055.094
"[-92.62, -2.45, -0.26]","[-0.19, -5.66, 0.96]",1065.063
"[-92.63, -2.48, -0.24]","[-0.19, -5.65, 0.96]",1075.085
