F,G,time
"[-92.44, -3.64, -0.49]","[-0.63, -5.73, 0.71]",6.991
"[-92.22, -3.65, -0.46]","[-0.63, -5.72, 0.71]",30.995
"[-92.25, -3.63, -0.44]","[-0.63, -5.71, 0.71]",32.999
"[-92.19, -3.62, -0.41]","[-0.63, -5.72, 0.71]",34.999
"[-92.19, -3.7, -0.36]","[-0.63, -5.71, 0.71]",41.994
"[-92.3, -3.65, -0.37]","[-0.63, -5.71, 0.71]",52.0
"[-92.4, -3.62, -0.42]","[-0.63, -5.7, 0.71]",62.082
"[-92.57, -3.63, -0.44]","[-0.64, -5.7, 0.71]",76.999
"[-92.63, -3.64, -0.44]","[-0.64, -5.69, 0.71]",81.995
"[-92.67, -3.7, -0.3]","[-0.63, -5.7, 0.71]",111.031
"[-92.62, -3.71, -0.29]","[-0.63, -5.7, 0.71]",114.0
"[-92.64, -3.72, -0.29]","[-0.63, -5.7, 0.71]",115.011
"[-92.46, -3.64, -0.41]","[-0.63, -5.7, 0.71]",149.151
"[-92.38, -3.62, -0.48]","[-0.62, -5.71, 0.71]",151.149
"[-92.33, -3.59, -0.48]","[-0.63, -5.71, 0.71]",152.14
"[-92.34, -3.63, -0.48]","[-0.62, -5.71, 0.71]",155.166
"[-92.31, -3.6, -0.49]","[-0.63, -5.71, 0.71]",161.998
"[-92.32, -3.63, -0.45]","[-0.63, -5.71, 0.71]",172.143
"[-92.52, -3.66, -0.35]","[-0.63, -5.69, 0.71]",201.013
"[-92.53, -3.66, -0.33]","[-0.63, -5.69, 0.71]",203.153
"[-92.55, -3.64, -0.35]","[-0.63, -5.69, 0.71]",205.147
"[-92.57, -3.65, -0.38]","[-0.63, -5.69, 0.71]",212.143
"[-92.64, -3.66, -0.41]","[-0.63, -5.69, 0.71]",222.141
"[-92.65, -3.67, -0.41]","[-0.63, -5.69, 0.71]",232.138
"[-92.58, -3.69, -0.39]","[-0.62, -5.69, 0.71]",242.137
"[-92.55, -3.68, -0.39]","[-0.62, -5.69, 0.71]",252.14199999999997
"[-92.48, -3.66, -0.4]","[-0.62, -5.7, 0.71]",262.13399999999996
"[-92.41, -3.66, -0.41]","[-0.62, -5.7, 0.71]",272.14500000000004
"[-92.39, -3.65, -0.43]","[-0.62, -5.7, 0.71]",282.134
"[-92.39, -3.62, -0.46]","[-0.62, -5.7, 0.7]",295.137
"[-92.41, -3.57, -0.46]","[-0.63, -5.7, 0.7]",302.12899999999996
"[-92.4, -3.62, -0.41]","[-0.63, -5.7, 0.71]",311.99100000000004
"[-92.49, -3.63, -0.33]","[-0.63, -5.7, 0.71]",322.14300000000003
"[-92.53, -3.65, -0.31]","[-0.63, -5.69, 0.7]",332.142
"[-92.55, -3.67, -0.3]","[-0.63, -5.69, 0.71]",342.148
"[-92.57, -3.65, -0.32]","[-0.63, -5.69, 0.71]",352.147
"[-92.58, -3.67, -0.34]","[-0.62, -5.69, 0.71]",362.152
"[-92.57, -3.64, -0.36]","[-0.62, -5.7, 0.71]",372.14799999999997
"[-92.5, -3.66, -0.36]","[-0.61, -5.7, 0.71]",382.147
"[-92.5, -3.63, -0.36]","[-0.61, -5.69, 0.71]",392.14500000000004
"[-92.45, -3.65, -0.37]","[-0.61, -5.69, 0.71]",402.134
"[-92.42, -3.62, -0.36]","[-0.61, -5.69, 0.71]",412.15000000000003
"[-92.43, -3.63, -0.39]","[-0.61, -5.7, 0.71]",422.142
"[-92.46, -3.61, -0.38]","[-0.61, -5.7, 0.71]",432.14599999999996
"[-92.44, -3.62, -0.37]","[-0.62, -5.7, 0.71]",442.14799999999997
"[-92.54, -3.6, -0.36]","[-0.62, -5.7, 0.71]",452.031
"[-92.57, -3.63, -0.33]","[-0.61, -5.69, 0.71]",462.048
"[-92.56, -3.63, -0.32]","[-0.62, -5.69, 0.71]",472.202
"[-92.53, -3.66, -0.32]","[-0.61, -5.69, 0.71]",482.08
"[-92.5, -3.62, -0.32]","[-0.61, -5.7, 0.71]",492.197
"[-92.49, -3.63, -0.35]","[-0.61, -5.7, 0.71]",502.19
"[-92.48, -3.6, -0.37]","[-0.61, -5.7, 0.71]",512.211
"[-92.48, -3.61, -0.39]","[-0.61, -5.7, 0.71]",522.1949999999999
"[-92.46, -3.63, -0.4]","[-0.6, -5.7, 0.71]",532.2
"[-92.43, -3.62, -0.37]","[-0.6, -5.69, 0.71]",542.201
"[-92.47, -3.62, -0.37]","[-0.61, -5.7, 0.71]",552.197
"[-92.5, -3.61, -0.36]","[-0.6, -5.69, 0.71]",562.196
"[-92.49, -3.61, -0.36]","[-0.6, -5.69, 0.71]",575.185
"[-92.51, -3.59, -0.35]","[-0.61, -5.69, 0.71]",582.197
"[-92.54, -3.61, -0.36]","[-0.61, -5.69, 0.71]",592.1990000000001
"[-92.55, -3.62, -0.35]","[-0.6, -5.69, 0.71]",602.198
"[-92.5, -3.63, -0.33]","[-0.6, -5.69, 0.71]",612.198
"[-92.48, -3.62, -0.35]","[-0.6, -5.7, 0.71]",623.048
"[-92.48, -3.62, -0.37]","[-0.6, -5.7, 0.71]",632.197
"[-92.46, -3.66, -0.4]","[-0.6, -5.7, 0.71]",642.2
"[-92.49, -3.6, -0.38]","[-0.6, -5.7, 0.71]",652.205
"[-92.46, -3.62, -0.37]","[-0.6, -5.69, 0.71]",662.2139999999999
"[-92.48, -3.62, -0.35]","[-0.6, -5.69, 0.71]",672.199
"[-92.5, -3.63, -0.35]","[-0.6, -5.69, 0.71]",682.203
"[-92.52, -3.63, -0.35]","[-0.6, -5.69, 0.71]",692.216
"[-92.53, -3.62, -0.35]","[-0.6, -5.69, 0.71]",702.197
"[-92.51, -3.62, -0.35]","[-0.6, -5.7, 0.71]",712.201
"[-92.51, -3.6, -0.35]","[-0.6, -5.7, 0.71]",722.194
"[-92.49, -3.59, -0.34]","[-0.6, -5.7, 0.71]",732.1959999999999
"[-92.53, -3.61, -0.33]","[-0.6, -5.7, 0.71]",742.198
