F,G,time
"[-92.8, -3.9, -0.81]","[-0.79, -5.5, 0.68]",8.001
"[-92.78, -3.92, -0.7]","[-0.78, -5.49, 0.68]",12.055
"[-92.91, -3.97, -0.7]","[-0.78, -5.48, 0.68]",22.056
"[-93.03, -3.93, -0.73]","[-0.77, -5.47, 0.68]",32.064
"[-93.24, -3.91, -0.76]","[-0.76, -5.47, 0.68]",42.007000000000005
"[-93.35, -3.96, -0.75]","[-0.76, -5.46, 0.69]",52.054
"[-93.42, -3.92, -0.73]","[-0.77, -5.47, 0.69]",62.010999999999996
"[-93.41, -3.94, -0.69]","[-0.76, -5.47, 0.69]",72.051
"[-93.35, -3.91, -0.62]","[-0.77, -5.47, 0.69]",82.04
"[-93.18, -3.94, -0.62]","[-0.76, -5.48, 0.69]",92.002
"[-93.07, -3.93, -0.71]","[-0.76, -5.49, 0.69]",102.008
"[-92.93, -3.9, -0.8]","[-0.76, -5.49, 0.69]",112.001
"[-92.89, -3.89, -0.83]","[-0.77, -5.49, 0.68]",122.056
"[-92.83, -3.89, -0.82]","[-0.77, -5.49, 0.69]",132.056
"[-92.92, -3.9, -0.8]","[-0.77, -5.49, 0.69]",142.06
"[-93.01, -3.89, -0.78]","[-0.76, -5.48, 0.69]",152.054
"[-93.27, -3.92, -0.68]","[-0.75, -5.46, 0.69]",179.90900000000002
"[-93.34, -3.9, -0.69]","[-0.76, -5.46, 0.69]",181.919
"[-93.34, -3.89, -0.68]","[-0.76, -5.46, 0.69]",183.865
"[-93.37, -3.9, -0.71]","[-0.75, -5.46, 0.69]",191.915
"[-93.15, -3.9, -0.76]","[-0.76, -5.48, 0.69]",223.918
"[-93.1, -3.91, -0.75]","[-0.76, -5.48, 0.69]",225.909
"[-93.09, -3.89, -0.76]","[-0.76, -5.48, 0.69]",227.91
"[-93.02, -3.91, -0.75]","[-0.76, -5.48, 0.69]",231.91
"[-92.97, -3.87, -0.79]","[-0.76, -5.48, 0.69]",266.861
"[-92.99, -3.88, -0.81]","[-0.76, -5.48, 0.69]",269.863
"[-92.99, -3.89, -0.79]","[-0.76, -5.47, 0.69]",271.86100000000005
"[-93.02, -3.88, -0.81]","[-0.76, -5.47, 0.69]",273.86100000000005
"[-93.22, -3.87, -0.69]","[-0.76, -5.45, 0.69]",300.89300000000003
"[-93.31, -3.91, -0.72]","[-0.76, -5.46, 0.69]",302.859
"[-93.31, -3.91, -0.69]","[-0.75, -5.46, 0.69]",303.859
"[-93.28, -3.87, -0.69]","[-0.75, -5.46, 0.69]",332.898
"[-93.27, -3.88, -0.71]","[-0.75, -5.46, 0.69]",334.897
"[-93.26, -3.89, -0.71]","[-0.75, -5.46, 0.69]",336.895
"[-93.2, -3.92, -0.74]","[-0.75, -5.46, 0.69]",364.862
