F,G,time
"[-93.05, -2.34, -0.35]","[0.01, -5.47, 0.88]",0.0
"[-92.99, -2.36, -0.31]","[0.02, -5.48, 0.88]",17.0
"[-92.97, -2.35, -0.32]","[0.02, -5.48, 0.88]",19.0
"[-92.9, -2.39, -0.41]","[0.02, -5.49, 0.88]",57.001000000000005
"[-92.86, -2.41, -0.42]","[0.01, -5.49, 0.88]",59.032000000000004
"[-92.83, -2.37, -0.39]","[0.01, -5.49, 0.88]",61.039
"[-92.86, -2.4, -0.41]","[0.01, -5.49, 0.88]",63.0
"[-92.83, -2.39, -0.37]","[0.02, -5.49, 0.88]",68.03399999999999
"[-92.87, -2.38, -0.36]","[0.02, -5.49, 0.88]",78.033
"[-92.88, -2.39, -0.34]","[0.02, -5.48, 0.88]",88.036
"[-92.93, -2.38, -0.36]","[0.01, -5.48, 0.88]",98.012
"[-92.94, -2.38, -0.36]","[0.0, -5.48, 0.88]",108.03500000000001
"[-92.95, -2.39, -0.36]","[0.0, -5.48, 0.87]",118.03800000000001
"[-92.99, -2.37, -0.34]","[-0.0, -5.48, 0.87]",129.03500000000003
"[-92.96, -2.36, -0.34]","[0.0, -5.49, 0.87]",138.042
"[-92.94, -2.41, -0.34]","[0.01, -5.49, 0.87]",148.033
"[-92.96, -2.41, -0.34]","[0.01, -5.49, 0.88]",158.001
"[-92.93, -2.37, -0.34]","[0.01, -5.49, 0.87]",168.0
"[-92.96, -2.39, -0.34]","[0.01, -5.48, 0.87]",178.012
"[-92.96, -2.39, -0.32]","[0.01, -5.48, 0.87]",188.036
"[-93.02, -2.41, -0.32]","[0.01, -5.48, 0.87]",198.03799999999998
"[-93.02, -2.38, -0.3]","[0.01, -5.48, 0.88]",212.01700000000002
"[-93.01, -2.35, -0.29]","[0.01, -5.47, 0.87]",219.01000000000002
"[-93.05, -2.36, -0.29]","[0.01, -5.47, 0.87]",230.004
"[-93.06, -2.37, -0.28]","[0.0, -5.47, 0.87]",238.036
"[-93.04, -2.37, -0.28]","[0.0, -5.48, 0.87]",248.043
"[-93.0, -2.34, -0.28]","[0.0, -5.47, 0.87]",258.002
"[-93.01, -2.36, -0.29]","[0.01, -5.47, 0.87]",268.036
"[-93.02, -2.38, -0.31]","[0.0, -5.47, 0.87]",279.003
"[-93.03, -2.35, -0.31]","[0.01, -5.48, 0.87]",288.036
"[-93.05, -2.36, -0.28]","[0.01, -5.47, 0.87]",301.05
"[-93.02, -2.41, -0.27]","[0.01, -5.47, 0.88]",308.045
"[-93.01, -2.39, -0.27]","[0.02, -5.47, 0.87]",318.081
"[-93.05, -2.35, -0.28]","[0.01, -5.47, 0.88]",329.081
"[-93.04, -2.4, -0.3]","[0.01, -5.47, 0.88]",338.082
"[-93.04, -2.38, -0.31]","[0.01, -5.47, 0.87]",348.08099999999996
"[-93.06, -2.39, -0.28]","[0.0, -5.47, 0.87]",359.04900000000004
"[-93.0, -2.34, -0.27]","[0.01, -5.47, 0.87]",368.05100000000004
"[-92.99, -2.38, -0.27]","[-0.0, -5.47, 0.87]",379.058
"[-93.01, -2.39, -0.28]","[0.01, -5.47, 0.87]",388.077
"[-92.97, -2.39, -0.29]","[0.0, -5.47, 0.87]",398.081
"[-93.02, -2.39, -0.29]","[0.0, -5.47, 0.87]",408.081
"[-93.03, -2.37, -0.3]","[0.01, -5.47, 0.87]",418.082
"[-93.04, -2.39, -0.28]","[0.0, -5.47, 0.87]",429.104
"[-93.03, -2.38, -0.27]","[0.01, -5.47, 0.87]",438.063
"[-93.06, -2.38, -0.27]","[0.01, -5.47, 0.87]",448.064
"[-93.12, -2.37, -0.29]","[0.0, -5.47, 0.87]",458.081
"[-93.07, -2.39, -0.29]","[0.01, -5.47, 0.87]",468.078
"[-93.06, -2.38, -0.29]","[-0.01, -5.47, 0.87]",487.04900000000004
"[-93.05, -2.37, -0.29]","[-0.0, -5.47, 0.87]",488.08099999999996
"[-93.06, -2.39, -0.29]","[-0.0, -5.47, 0.87]",498.07099999999997
"[-93.03, -2.37, -0.29]","[-0.0, -5.47, 0.87]",508.08
"[-93.06, -2.4, -0.29]","[0.0, -5.47, 0.87]",518.048
"[-93.03, -2.37, -0.29]","[-0.0, -5.47, 0.87]",529.0749999999999
"[-93.03, -2.39, -0.3]","[0.0, -5.47, 0.87]",539.0859999999999
"[-93.03, -2.41, -0.29]","[0.0, -5.47, 0.87]",548.078
"[-93.06, -2.4, -0.29]","[0.0, -5.47, 0.87]",558.081
"[-93.08, -2.4, -0.27]","[0.01, -5.47, 0.87]",568.08
"[-93.08, -2.37, -0.29]","[-0.0, -5.47, 0.87]",581.0809999999999
"[-93.06, -2.4, -0.28]","[0.0, -5.47, 0.87]",589.0490000000001
"[-93.05, -2.37, -0.29]","[-0.0, -5.47, 0.87]",598.0830000000001
"[-93.01, -2.37, -0.28]","[-0.01, -5.47, 0.87]",608.082
"[-93.04, -2.37, -0.29]","[0.0, -5.47, 0.87]",618.048
"[-93.03, -2.39, -0.28]","[-0.01, -5.47, 0.87]",629.09
"[-93.07, -2.35, -0.28]","[-0.01, -5.47, 0.87]",638.081
"[-93.09, -2.38, -0.29]","[-0.0, -5.47, 0.87]",649.049
"[-93.01, -2.36, -0.28]","[-0.0, -5.47, 0.87]",658.082
"[-93.03, -2.37, -0.28]","[0.01, -5.47, 0.87]",668.057
"[-93.08, -2.38, -0.28]","[0.0, -5.47, 0.88]",678.065
"[-93.03, -2.4, -0.28]","[0.0, -5.47, 0.87]",688.082
"[-93.02, -2.38, -0.29]","[0.0, -5.47, 0.87]",699.058
"[-93.03, -2.4, -0.3]","[-0.0, -5.47, 0.87]",708.078
"[-93.07, -2.4, -0.29]","[-0.0, -5.47, 0.87]",718.0830000000001
"[-93.03, -2.37, -0.29]","[-0.01, -5.47, 0.87]",730.0640000000001
"[-93.05, -2.36, -0.28]","[-0.0, -5.47, 0.87]",738.082
