F,G,time
"[-92.69, -1.58, -0.07]","[-0.05, -5.76, 1.06]",9.996
"[-92.66, -1.62, -0.06]","[-0.05, -5.76, 1.06]",12.019
"[-92.48, -1.66, -0.13]","[-0.06, -5.76, 1.05]",22.001
"[-92.34, -1.69, -0.24]","[-0.06, -5.75, 1.05]",36.002
"[-92.28, -1.72, -0.25]","[-0.05, -5.75, 1.05]",42.007000000000005
"[-92.27, -1.76, -0.18]","[-0.05, -5.74, 1.06]",52.096000000000004
"[-92.32, -1.69, -0.12]","[-0.04, -5.74, 1.06]",64.021
"[-92.46, -1.65, -0.05]","[-0.03, -5.73, 1.06]",72.021
"[-92.63, -1.61, 0.01]","[-0.03, -5.73, 1.06]",82.006
"[-92.78, -1.58, 0.03]","[-0.02, -5.73, 1.06]",92.012
"[-92.9, -1.57, 0.06]","[-0.02, -5.73, 1.06]",102.088
"[-92.95, -1.57, 0.08]","[-0.02, -5.73, 1.06]",112.021
"[-92.97, -1.53, 0.08]","[-0.03, -5.73, 1.05]",122.00999999999999
"[-92.9, -1.51, 0.02]","[-0.04, -5.73, 1.05]",132.01
"[-92.8, -1.59, -0.03]","[-0.04, -5.74, 1.05]",143.01
"[-92.71, -1.63, -0.09]","[-0.05, -5.73, 1.05]",153.018
"[-92.59, -1.63, -0.15]","[-0.05, -5.74, 1.05]",172.007
"[-92.51, -1.68, -0.15]","[-0.05, -5.73, 1.05]",173.137
"[-92.44, -1.74, -0.14]","[-0.06, -5.73, 1.05]",182.008
"[-92.45, -1.68, -0.16]","[-0.05, -5.73, 1.05]",195.019
"[-92.53, -1.68, -0.13]","[-0.05, -5.73, 1.05]",202.00799999999998
"[-92.58, -1.67, -0.08]","[-0.03, -5.73, 1.05]",212.012
"[-92.66, -1.64, -0.01]","[-0.03, -5.72, 1.05]",222.011
"[-92.75, -1.55, 0.03]","[-0.03, -5.72, 1.05]",232.011
"[-92.81, -1.56, 0.07]","[-0.02, -5.72, 1.05]",242.01
"[-92.84, -1.56, 0.09]","[-0.03, -5.72, 1.05]",251.17499999999998
"[-92.86, -1.52, 0.05]","[-0.03, -5.72, 1.05]",263.02500000000003
"[-92.77, -1.56, 0.02]","[-0.04, -5.73, 1.05]",272.01
"[-92.73, -1.59, -0.03]","[-0.04, -5.73, 1.05]",282.009
"[-92.66, -1.61, -0.06]","[-0.04, -5.73, 1.05]",292.122
"[-92.59, -1.6, -0.09]","[-0.05, -5.73, 1.05]",302.111
"[-92.57, -1.65, -0.11]","[-0.05, -5.73, 1.05]",312.008
"[-92.58, -1.66, -0.11]","[-0.05, -5.73, 1.05]",322.00800000000004
"[-92.55, -1.7, -0.08]","[-0.05, -5.73, 1.05]",332.11899999999997
"[-92.58, -1.66, -0.08]","[-0.04, -5.73, 1.05]",342.02900000000005
"[-92.67, -1.62, -0.06]","[-0.04, -5.72, 1.05]",352.024
"[-92.73, -1.6, -0.01]","[-0.04, -5.72, 1.05]",362.011
"[-92.8, -1.56, 0.02]","[-0.04, -5.72, 1.05]",372.08200000000005
"[-92.82, -1.56, 0.04]","[-0.04, -5.72, 1.05]",382.173
"[-92.81, -1.54, 0.03]","[-0.04, -5.72, 1.05]",392.11600000000004
"[-92.79, -1.58, 0.02]","[-0.05, -5.72, 1.05]",402.1
"[-92.75, -1.59, -0.0]","[-0.05, -5.73, 1.04]",412.043
"[-92.68, -1.58, -0.04]","[-0.05, -5.73, 1.04]",422.154
"[-92.64, -1.63, -0.04]","[-0.05, -5.72, 1.04]",432.01
"[-92.65, -1.65, -0.06]","[-0.05, -5.72, 1.04]",442.168
"[-92.6, -1.64, -0.06]","[-0.05, -5.72, 1.04]",452.111
"[-92.64, -1.62, -0.05]","[-0.05, -5.72, 1.04]",463.008
"[-92.62, -1.65, -0.02]","[-0.04, -5.72, 1.04]",474.023
"[-92.71, -1.63, -0.03]","[-0.04, -5.72, 1.04]",482.009
"[-92.72, -1.62, 0.01]","[-0.04, -5.72, 1.04]",492.102
"[-92.77, -1.61, 0.03]","[-0.04, -5.72, 1.04]",502.17699999999996
"[-92.77, -1.6, 0.02]","[-0.04, -5.72, 1.04]",516.008
"[-92.78, -1.58, 0.02]","[-0.04, -5.72, 1.04]",522.1519999999999
"[-92.75, -1.57, 0.01]","[-0.05, -5.72, 1.04]",532.1519999999999
"[-92.71, -1.6, -0.0]","[-0.05, -5.72, 1.04]",542.153
"[-92.72, -1.62, -0.04]","[-0.05, -5.72, 1.04]",552.1030000000001
"[-92.64, -1.63, -0.03]","[-0.05, -5.72, 1.04]",562.001
"[-92.65, -1.67, -0.02]","[-0.05, -5.72, 1.04]",572.1899999999999
"[-92.61, -1.7, -0.02]","[-0.05, -5.72, 1.04]",582.0079999999999
"[-92.63, -1.65, -0.02]","[-0.05, -5.72, 1.04]",592.004
"[-92.65, -1.65, -0.0]","[-0.05, -5.72, 1.04]",602.0029999999999
"[-92.7, -1.61, -0.01]","[-0.04, -5.72, 1.04]",612.032
"[-92.72, -1.62, -0.0]","[-0.04, -5.72, 1.04]",622.03
"[-92.76, -1.61, 0.0]","[-0.04, -5.72, 1.04]",631.9979999999999
"[-92.76, -1.59, 0.02]","[-0.05, -5.72, 1.04]",650.0089999999999
