F,G,time
"[-92.76, -1.67, -0.05]","[0.01, -5.71, 1.02]",0.0
"[-92.77, -1.69, -0.04]","[0.01, -5.71, 1.02]",0.0
"[-92.83, -1.67, 0.01]","[0.01, -5.71, 1.02]",0.0
"[-92.94, -1.69, 0.07]","[0.02, -5.71, 1.03]",9.0
"[-92.98, -1.79, 0.09]","[0.02, -5.71, 1.03]",25.003
"[-92.97, -1.75, 0.06]","[0.01, -5.71, 1.03]",31.009999999999998
"[-92.84, -1.81, 0.03]","[-0.01, -5.71, 1.02]",49.007000000000005
"[-92.77, -1.81, -0.02]","[-0.03, -5.7, 1.02]",51.088
"[-92.59, -1.82, -0.16]","[-0.05, -5.7, 1.01]",72.093
"[-92.55, -1.79, -0.16]","[-0.06, -5.7, 1.01]",76.00800000000001
"[-92.55, -1.78, -0.18]","[-0.06, -5.7, 1.01]",76.00800000000001
"[-92.55, -1.75, -0.22]","[-0.05, -5.71, 1.01]",87.057
"[-92.51, -1.77, -0.18]","[-0.06, -5.7, 1.01]",97.003
"[-92.59, -1.74, -0.11]","[-0.04, -5.7, 1.01]",107.006
"[-92.69, -1.75, -0.04]","[-0.03, -5.7, 1.02]",117.111
"[-92.76, -1.74, 0.01]","[-0.02, -5.7, 1.02]",127.113
"[-92.86, -1.76, 0.05]","[-0.0, -5.7, 1.02]",137.104
"[-92.89, -1.76, 0.06]","[0.0, -5.7, 1.03]",147.10999999999999
"[-92.89, -1.72, 0.06]","[0.0, -5.7, 1.03]",157.01100000000002
"[-92.89, -1.71, 0.03]","[-0.0, -5.71, 1.03]",167.113
"[-92.83, -1.78, -0.0]","[-0.01, -5.71, 1.02]",177.11599999999999
"[-92.73, -1.78, -0.02]","[-0.02, -5.71, 1.02]",187.114
"[-92.69, -1.74, -0.06]","[-0.03, -5.7, 1.02]",197.013
"[-92.63, -1.76, -0.09]","[-0.04, -5.7, 1.01]",207.10600000000002
"[-92.66, -1.76, -0.12]","[-0.04, -5.7, 1.01]",217.10999999999999
"[-92.65, -1.74, -0.11]","[-0.04, -5.7, 1.01]",227.123
"[-92.61, -1.75, -0.08]","[-0.03, -5.71, 1.01]",237.12
"[-92.69, -1.73, -0.03]","[-0.03, -5.7, 1.01]",247.12
"[-92.82, -1.72, 0.03]","[-0.01, -5.71, 1.02]",257.104
"[-92.78, -1.73, 0.08]","[-0.01, -5.7, 1.02]",267.12399999999997
"[-92.88, -1.71, 0.08]","[-0.0, -5.7, 1.02]",277.118
"[-92.86, -1.76, 0.09]","[0.0, -5.71, 1.02]",287.125
"[-92.89, -1.73, 0.06]","[-0.01, -5.7, 1.02]",297.108
"[-92.82, -1.72, 0.02]","[-0.01, -5.71, 1.02]",309.159
"[-92.79, -1.76, -0.01]","[-0.02, -5.71, 1.02]",316.154
"[-92.75, -1.77, -0.03]","[-0.03, -5.7, 1.01]",326.15
"[-92.73, -1.78, -0.06]","[-0.04, -5.7, 1.01]",337.11999999999995
"[-92.69, -1.76, -0.08]","[-0.05, -5.7, 1.01]",347.12399999999997
"[-92.67, -1.75, -0.09]","[-0.04, -5.7, 1.01]",357.106
"[-92.7, -1.77, -0.05]","[-0.04, -5.7, 1.01]",367.124
"[-92.74, -1.76, -0.05]","[-0.04, -5.7, 1.01]",377.10900000000004
"[-92.76, -1.74, -0.01]","[-0.03, -5.71, 1.02]",387.122
"[-92.78, -1.74, 0.02]","[-0.02, -5.7, 1.02]",397.11999999999995
"[-92.8, -1.79, 0.08]","[-0.02, -5.7, 1.02]",407.111
"[-92.82, -1.75, 0.07]","[-0.02, -5.7, 1.02]",417.118
"[-92.8, -1.73, 0.06]","[-0.02, -5.7, 1.02]",427.123
"[-92.76, -1.73, 0.04]","[-0.02, -5.7, 1.02]",437.103
"[-92.75, -1.77, 0.03]","[-0.03, -5.7, 1.02]",447.125
"[-92.68, -1.74, 0.01]","[-0.04, -5.7, 1.01]",457.112
"[-92.71, -1.75, -0.0]","[-0.04, -5.7, 1.01]",467.121
"[-92.7, -1.71, -0.01]","[-0.04, -5.7, 1.01]",480.009
"[-92.72, -1.72, -0.01]","[-0.04, -5.7, 1.01]",486.153
"[-92.71, -1.75, 0.0]","[-0.03, -5.7, 1.01]",497.01099999999997
"[-92.77, -1.72, 0.01]","[-0.03, -5.7, 1.01]",507.004
"[-92.78, -1.73, 0.03]","[-0.02, -5.7, 1.02]",517.148
"[-92.8, -1.74, 0.06]","[-0.02, -5.7, 1.02]",527.153
"[-92.8, -1.74, 0.07]","[-0.01, -5.7, 1.02]",537.136
"[-92.85, -1.75, 0.06]","[-0.01, -5.7, 1.02]",547.15
"[-92.78, -1.71, 0.05]","[-0.01, -5.7, 1.02]",556.0310000000001
"[-92.8, -1.73, 0.03]","[-0.02, -5.7, 1.02]",567.1500000000001
"[-92.75, -1.71, 0.02]","[-0.03, -5.69, 1.02]",577.149
