F,G,time
"[-92.07, -3.59, -1.42]","[-0.59, -5.75, 0.66]",6.0
"[-92.07, -3.57, -1.37]","[-0.58, -5.75, 0.67]",6.0
"[-92.1, -3.57, -1.36]","[-0.59, -5.75, 0.66]",9.001
"[-92.14, -3.55, -1.31]","[-0.58, -5.75, 0.67]",14.012
"[-92.38, -3.39, -1.35]","[-0.59, -5.74, 0.67]",48.01
"[-92.51, -3.32, -1.42]","[-0.59, -5.74, 0.67]",50.018
"[-92.5, -3.33, -1.42]","[-0.59, -5.74, 0.68]",52.01
"[-92.52, -3.3, -1.43]","[-0.59, -5.74, 0.68]",55.022
"[-92.49, -3.28, -1.37]","[-0.58, -5.74, 0.68]",64.67
"[-92.45, -3.32, -1.29]","[-0.57, -5.74, 0.68]",74.017
"[-92.37, -3.36, -1.26]","[-0.56, -5.73, 0.68]",88.009
"[-92.3, -3.39, -1.29]","[-0.56, -5.73, 0.68]",94.098
"[-92.27, -3.4, -1.34]","[-0.55, -5.72, 0.68]",104.01100000000001
"[-92.26, -3.47, -1.38]","[-0.55, -5.73, 0.68]",114.15
"[-92.26, -3.45, -1.4]","[-0.55, -5.73, 0.68]",124.041
"[-92.31, -3.47, -1.43]","[-0.55, -5.72, 0.68]",134.153
"[-92.35, -3.48, -1.42]","[-0.55, -5.73, 0.68]",144.15200000000002
"[-92.39, -3.48, -1.35]","[-0.55, -5.72, 0.68]",154.007
"[-92.43, -3.41, -1.29]","[-0.55, -5.72, 0.68]",164.043
"[-92.46, -3.35, -1.28]","[-0.55, -5.72, 0.68]",174.148
"[-92.43, -3.27, -1.31]","[-0.55, -5.73, 0.68]",184.155
"[-92.4, -3.27, -1.34]","[-0.55, -5.73, 0.68]",194.15099999999998
"[-92.38, -3.28, -1.37]","[-0.54, -5.72, 0.69]",204.02100000000002
"[-92.35, -3.3, -1.37]","[-0.54, -5.72, 0.69]",214.24
"[-92.3, -3.34, -1.33]","[-0.54, -5.72, 0.69]",224.393
"[-92.32, -3.37, -1.32]","[-0.53, -5.71, 0.69]",234.39499999999998
"[-92.31, -3.39, -1.35]","[-0.54, -5.71, 0.69]",244.395
"[-92.34, -3.42, -1.42]","[-0.53, -5.71, 0.69]",254.39299999999997
"[-92.41, -3.37, -1.44]","[-0.54, -5.71, 0.69]",264.395
"[-92.41, -3.41, -1.44]","[-0.54, -5.71, 0.69]",274.401
"[-92.45, -3.37, -1.39]","[-0.53, -5.71, 0.69]",285.245
"[-92.41, -3.35, -1.36]","[-0.54, -5.71, 0.69]",294.392
"[-92.4, -3.33, -1.36]","[-0.54, -5.71, 0.69]",304.332
"[-92.38, -3.28, -1.36]","[-0.54, -5.71, 0.69]",314.32500000000005
"[-92.37, -3.28, -1.36]","[-0.54, -5.71, 0.69]",324.396
"[-92.35, -3.28, -1.37]","[-0.54, -5.71, 0.69]",334.31300000000005
"[-92.31, -3.32, -1.38]","[-0.54, -5.71, 0.69]",344.399
"[-92.35, -3.31, -1.37]","[-0.53, -5.71, 0.69]",354.416
"[-92.37, -3.35, -1.36]","[-0.53, -5.71, 0.69]",367.413
"[-92.4, -3.37, -1.36]","[-0.53, -5.7, 0.69]",374.30400000000003
"[-92.39, -3.4, -1.36]","[-0.53, -5.7, 0.69]",384.32500000000005
"[-92.4, -3.37, -1.33]","[-0.53, -5.7, 0.69]",394.304
"[-92.45, -3.38, -1.36]","[-0.53, -5.71, 0.69]",404.312
"[-92.4, -3.37, -1.38]","[-0.53, -5.71, 0.69]",414.312
"[-92.38, -3.35, -1.38]","[-0.54, -5.71, 0.68]",424.351
"[-92.38, -3.36, -1.37]","[-0.53, -5.71, 0.68]",434.261
"[-92.34, -3.31, -1.33]","[-0.54, -5.71, 0.68]",444.394
"[-92.36, -3.32, -1.33]","[-0.53, -5.71, 0.69]",454.318
"[-92.37, -3.29, -1.33]","[-0.54, -5.71, 0.69]",464.245
"[-92.37, -3.29, -1.37]","[-0.54, -5.71, 0.69]",474.30899999999997
"[-92.41, -3.33, -1.37]","[-0.53, -5.71, 0.69]",484.361
"[-92.4, -3.32, -1.37]","[-0.54, -5.71, 0.69]",494.31199999999995
"[-92.42, -3.35, -1.36]","[-0.53, -5.71, 0.69]",504.32
"[-92.44, -3.38, -1.35]","[-0.53, -5.71, 0.69]",518.239
"[-92.4, -3.37, -1.35]","[-0.52, -5.71, 0.69]",524.318
"[-92.4, -3.37, -1.36]","[-0.52, -5.71, 0.69]",534.3059999999999
"[-92.4, -3.35, -1.36]","[-0.52, -5.71, 0.69]",544.327
"[-92.37, -3.36, -1.36]","[-0.52, -5.71, 0.69]",554.24
"[-92.36, -3.34, -1.34]","[-0.53, -5.71, 0.69]",564.314
"[-92.4, -3.36, -1.34]","[-0.53, -5.71, 0.69]",574.394
"[-92.4, -3.32, -1.32]","[-0.53, -5.71, 0.69]",584.322
"[-92.34, -3.3, -1.32]","[-0.53, -5.71, 0.69]",594.303
"[-92.38, -3.34, -1.34]","[-0.53, -5.71, 0.69]",605.247
"[-92.43, -3.33, -1.35]","[-0.53, -5.71, 0.69]",614.304
"[-92.41, -3.32, -1.34]","[-0.53, -5.71, 0.69]",624.318
"[-92.41, -3.35, -1.33]","[-0.52, -5.71, 0.69]",634.303
"[-92.39, -3.37, -1.35]","[-0.52, -5.71, 0.69]",644.312
"[-92.4, -3.34, -1.35]","[-0.52, -5.71, 0.69]",657.432
"[-92.35, -3.35, -1.35]","[-0.52, -5.71, 0.69]",664.338
"[-92.35, -3.38, -1.34]","[-0.52, -5.71, 0.69]",674.304
"[-92.36, -3.34, -1.34]","[-0.53, -5.71, 0.69]",684.311
"[-92.38, -3.32, -1.34]","[-0.53, -5.71, 0.69]",694.338
"[-92.41, -3.35, -1.36]","[-0.52, -5.71, 0.69]",704.24
"[-92.4, -3.3, -1.33]","[-0.53, -5.71, 0.69]",714.3530000000001
"[-92.43, -3.32, -1.34]","[-0.53, -5.71, 0.69]",724.3199999999999
"[-92.4, -3.34, -1.32]","[-0.53, -5.71, 0.69]",734.3009999999999
"[-92.41, -3.31, -1.32]","[-0.53, -5.71, 0.69]",744.3100000000001
"[-92.36, -3.34, -1.33]","[-0.52, -5.71, 0.69]",754.2410000000001
"[-92.38, -3.36, -1.36]","[-0.52, -5.71, 0.69]",765.242
"[-92.4, -3.38, -1.35]","[-0.52, -5.71, 0.69]",774.245
"[-92.41, -3.33, -1.34]","[-0.52, -5.71, 0.69]",784.4069999999999
"[-92.39, -3.35, -1.34]","[-0.52, -5.71, 0.69]",794.409
"[-92.35, -3.34, -1.33]","[-0.52, -5.7, 0.69]",804.243
"[-92.35, -3.35, -1.34]","[-0.52, -5.71, 0.69]",814.272
"[-92.4, -3.32, -1.34]","[-0.52, -5.71, 0.69]",824.429
"[-92.38, -3.3, -1.34]","[-0.52, -5.71, 0.69]",834.419
"[-92.41, -3.3, -1.32]","[-0.52, -5.7, 0.69]",844.433
"[-92.4, -3.32, -1.33]","[-0.51, -5.71, 0.69]",854.307
"[-92.4, -3.32, -1.33]","[-0.51, -5.71, 0.69]",866.2729999999999
"[-92.39, -3.31, -1.34]","[-0.51, -5.71, 0.69]",874.3149999999999
"[-92.39, -3.33, -1.33]","[-0.51, -5.7, 0.69]",884.3330000000001
"[-92.36, -3.31, -1.32]","[-0.51, -5.7, 0.69]",894.3910000000001
"[-92.38, -3.31, -1.33]","[-0.51, -5.7, 0.69]",904.351
"[-92.36, -3.31, -1.33]","[-0.51, -5.7, 0.69]",914.317
"[-92.4, -3.31, -1.33]","[-0.51, -5.7, 0.69]",924.344
"[-92.38, -3.3, -1.32]","[-0.51, -5.7, 0.69]",937.277
"[-92.36, -3.29, -1.32]","[-0.51, -5.7, 0.69]",944.35
"[-92.42, -3.29, -1.31]","[-0.51, -5.7, 0.69]",954.2929999999999
"[-92.4, -3.29, -1.32]","[-0.51, -5.71, 0.69]",964.388
"[-92.39, -3.28, -1.34]","[-0.51, -5.7, 0.69]",974.4150000000001
"[-92.35, -3.26, -1.31]","[-0.5, -5.7, 0.69]",984.374
"[-92.42, -3.28, -1.33]","[-0.5, -5.7, 0.69]",994.336
"[-92.37, -3.3, -1.34]","[-0.5, -5.7, 0.69]",1004.421
"[-92.41, -3.3, -1.33]","[-0.5, -5.7, 0.69]",1014.321
"[-92.38, -3.28, -1.32]","[-0.5, -5.7, 0.69]",1024.351
"[-92.4, -3.26, -1.34]","[-0.49, -5.7, 0.69]",1034.331
"[-92.38, -3.29, -1.36]","[-0.49, -5.7, 0.69]",1044.334
"[-92.44, -3.3, -1.36]","[-0.49, -5.7, 0.69]",1054.398
"[-92.43, -3.27, -1.35]","[-0.49, -5.7, 0.69]",1064.239
"[-92.41, -3.25, -1.34]","[-0.49, -5.7, 0.69]",1074.314
"[-92.38, -3.27, -1.36]","[-0.49, -5.69, 0.69]",1084.252
"[-92.38, -3.26, -1.35]","[-0.5, -5.69, 0.69]",1094.4910000000002
"[-92.4, -3.26, -1.37]","[-0.49, -5.69, 0.69]",1103.4850000000001
"[-92.4, -3.25, -1.37]","[-0.49, -5.69, 0.69]",1113.519
"[-92.41, -3.28, -1.37]","[-0.49, -5.69, 0.69]",1124.486
"[-92.41, -3.28, -1.37]","[-0.49, -5.69, 0.69]",1134.52
"[-92.38, -3.27, -1.37]","[-0.49, -5.69, 0.69]",1144.4959999999999
"[-92.4, -3.25, -1.35]","[-0.49, -5.69, 0.69]",1154.4950000000001
"[-92.42, -3.26, -1.36]","[-0.49, -5.69, 0.69]",1164.489
"[-92.41, -3.26, -1.36]","[-0.49, -5.69, 0.7]",1174.549
"[-92.39, -3.27, -1.35]","[-0.49, -5.69, 0.69]",1184.6689999999999
"[-92.39, -3.26, -1.36]","[-0.49, -5.69, 0.69]",1194.5140000000001
"[-92.42, -3.24, -1.36]","[-0.49, -5.69, 0.69]",1204.4969999999998
"[-92.4, -3.29, -1.37]","[-0.49, -5.69, 0.69]",1214.489
"[-92.43, -3.27, -1.36]","[-0.49, -5.69, 0.69]",1227.5510000000002
"[-92.41, -3.25, -1.36]","[-0.49, -5.69, 0.69]",1234.543
"[-92.42, -3.29, -1.37]","[-0.49, -5.69, 0.69]",1244.672
"[-92.39, -3.27, -1.37]","[-0.49, -5.69, 0.69]",1254.5980000000002
"[-92.42, -3.26, -1.37]","[-0.49, -5.69, 0.69]",1264.585
"[-92.39, -3.25, -1.36]","[-0.49, -5.69, 0.69]",1274.5089999999998
"[-92.43, -3.28, -1.37]","[-0.49, -5.69, 0.7]",1284.621
"[-92.44, -3.27, -1.36]","[-0.49, -5.69, 0.7]",1294.491
"[-92.44, -3.29, -1.37]","[-0.49, -5.69, 0.7]",1312.484
"[-92.39, -3.24, -1.36]","[-0.49, -5.68, 0.7]",1314.597
"[-92.43, -3.23, -1.36]","[-0.49, -5.68, 0.69]",1324.564
"[-92.47, -3.23, -1.38]","[-0.48, -5.68, 0.7]",1334.52
"[-92.44, -3.26, -1.37]","[-0.49, -5.68, 0.7]",1343.483
"[-92.42, -3.27, -1.37]","[-0.48, -5.68, 0.7]",1354.4830000000002
"[-92.4, -3.24, -1.35]","[-0.48, -5.68, 0.7]",1364.516
"[-92.42, -3.26, -1.37]","[-0.48, -5.68, 0.7]",1374.4840000000002
"[-92.43, -3.27, -1.38]","[-0.48, -5.68, 0.7]",1384.554
"[-92.48, -3.24, -1.38]","[-0.48, -5.68, 0.7]",1394.4840000000002
"[-92.46, -3.24, -1.36]","[-0.48, -5.68, 0.7]",1404.574
"[-92.46, -3.23, -1.37]","[-0.48, -5.68, 0.7]",1414.523
"[-92.45, -3.25, -1.37]","[-0.48, -5.68, 0.7]",1424.603
"[-92.45, -3.26, -1.38]","[-0.48, -5.68, 0.7]",1434.603
"[-92.49, -3.25, -1.37]","[-0.48, -5.68, 0.7]",1444.5829999999999
"[-92.49, -3.26, -1.36]","[-0.48, -5.68, 0.7]",1454.563
"[-92.47, -3.24, -1.35]","[-0.48, -5.67, 0.7]",1464.4969999999998
