F,G,time
"[-92.73, -2.38, -0.43]","[0.07, -5.63, 0.95]",5.001
"[-92.83, -2.38, -0.39]","[0.07, -5.62, 0.95]",12.059999999999999
"[-92.98, -2.32, -0.47]","[0.08, -5.61, 0.95]",24.009
"[-93.06, -2.26, -0.53]","[0.08, -5.61, 0.95]",32.065999999999995
"[-93.07, -2.15, -0.57]","[0.07, -5.61, 0.95]",42.013000000000005
"[-92.96, -2.05, -0.59]","[0.07, -5.61, 0.95]",52.087
"[-92.87, -2.01, -0.59]","[0.07, -5.62, 0.95]",65.093
"[-92.76, -1.94, -0.57]","[0.07, -5.62, 0.95]",72.02699999999999
"[-92.65, -2.07, -0.59]","[0.07, -5.61, 0.95]",100.148
"[-92.68, -2.05, -0.61]","[0.07, -5.62, 0.95]",102.142
"[-92.64, -2.05, -0.61]","[0.07, -5.61, 0.95]",104.01299999999999
"[-92.95, -2.3, -0.57]","[0.07, -5.6, 0.95]",133.152
"[-92.92, -2.28, -0.58]","[0.07, -5.59, 0.95]",147.155
"[-92.96, -2.28, -0.51]","[0.07, -5.59, 0.95]",149.155
"[-93.0, -2.28, -0.5]","[0.07, -5.59, 0.95]",151.157
"[-93.01, -2.28, -0.49]","[0.08, -5.59, 0.95]",153.144
"[-92.95, -2.25, -0.46]","[0.07, -5.59, 0.95]",184.149
"[-92.84, -2.08, -0.56]","[0.07, -5.61, 0.95]",186.15699999999998
"[-92.82, -2.07, -0.59]","[0.07, -5.61, 0.95]",188.035
"[-92.81, -2.07, -0.59]","[0.07, -5.61, 0.95]",216.155
"[-92.72, -2.04, -0.6]","[0.07, -5.62, 0.95]",218.159
"[-92.72, -2.05, -0.59]","[0.07, -5.62, 0.95]",220.158
"[-92.73, -2.04, -0.57]","[0.07, -5.62, 0.95]",222.145
"[-92.87, -2.19, -0.49]","[0.07, -5.61, 0.95]",251.152
"[-92.9, -2.19, -0.51]","[0.07, -5.61, 0.95]",253.146
"[-92.9, -2.21, -0.52]","[0.07, -5.61, 0.94]",255.05499999999998
"[-92.93, -2.22, -0.54]","[0.06, -5.61, 0.95]",262.15500000000003
"[-92.89, -2.21, -0.54]","[0.06, -5.61, 0.94]",293.043
"[-92.85, -2.17, -0.52]","[0.06, -5.61, 0.94]",295.043
"[-92.88, -2.21, -0.52]","[0.06, -5.61, 0.94]",296.04200000000003
"[-92.82, -2.17, -0.51]","[0.06, -5.61, 0.94]",302.004
"[-92.79, -2.13, -0.52]","[0.06, -5.61, 0.94]",312.173
"[-92.78, -2.11, -0.53]","[0.06, -5.61, 0.94]",322.171
"[-92.79, -2.12, -0.56]","[0.06, -5.61, 0.94]",332.199
"[-92.8, -2.1, -0.59]","[0.06, -5.61, 0.94]",342.176
"[-92.85, -2.11, -0.58]","[0.06, -5.61, 0.94]",355.006
"[-92.87, -2.13, -0.55]","[0.06, -5.61, 0.95]",362.15999999999997
"[-92.86, -2.12, -0.52]","[0.07, -5.61, 0.94]",372.15700000000004
"[-92.9, -2.19, -0.5]","[0.07, -5.61, 0.95]",382.16299999999995
"[-92.87, -2.19, -0.5]","[0.07, -5.61, 0.95]",393.155
"[-92.9, -2.17, -0.51]","[0.07, -5.61, 0.94]",402.16
"[-92.82, -2.19, -0.52]","[0.06, -5.61, 0.94]",412.14099999999996
"[-92.81, -2.16, -0.53]","[0.06, -5.62, 0.94]",422.157
"[-92.76, -2.13, -0.52]","[0.06, -5.61, 0.94]",432.159
"[-92.78, -2.13, -0.53]","[0.06, -5.62, 0.94]",442.16
"[-92.81, -2.11, -0.52]","[0.06, -5.62, 0.94]",452.158
"[-92.8, -2.12, -0.52]","[0.06, -5.61, 0.95]",462.16
"[-92.83, -2.11, -0.52]","[0.06, -5.61, 0.94]",472.16
"[-92.87, -2.12, -0.52]","[0.07, -5.61, 0.95]",482.15200000000004
"[-92.92, -2.14, -0.53]","[0.07, -5.61, 0.95]",494.042
"[-92.9, -2.16, -0.53]","[0.07, -5.61, 0.95]",502.158
"[-92.88, -2.15, -0.51]","[0.07, -5.61, 0.95]",512.005
"[-92.83, -2.15, -0.5]","[0.07, -5.61, 0.95]",522.006
"[-92.83, -2.13, -0.51]","[0.07, -5.61, 0.95]",532.1550000000001
"[-92.81, -2.12, -0.5]","[0.07, -5.61, 0.95]",542.0169999999999
"[-92.82, -2.11, -0.52]","[0.07, -5.62, 0.95]",552.162
"[-92.81, -2.11, -0.53]","[0.07, -5.61, 0.95]",562.159
"[-92.81, -2.09, -0.54]","[0.07, -5.61, 0.94]",572.0020000000001
"[-92.87, -2.12, -0.53]","[0.07, -5.61, 0.94]",582.1610000000001
"[-92.86, -2.11, -0.51]","[0.07, -5.61, 0.94]",593.159
"[-92.86, -2.11, -0.51]","[0.07, -5.61, 0.95]",602.048
"[-92.88, -2.13, -0.51]","[0.07, -5.61, 0.95]",612.082
"[-92.89, -2.11, -0.53]","[0.08, -5.61, 0.95]",622.004
"[-92.84, -2.14, -0.52]","[0.07, -5.61, 0.95]",635.165
"[-92.85, -2.13, -0.53]","[0.07, -5.61, 0.95]",642.164
"[-92.84, -2.12, -0.52]","[0.07, -5.61, 0.95]",652.162
"[-92.84, -2.12, -0.51]","[0.07, -5.61, 0.95]",662.166
"[-92.8, -2.12, -0.51]","[0.07, -5.61, 0.95]",672.003
"[-92.81, -2.13, -0.51]","[0.07, -5.61, 0.95]",682.16
"[-92.85, -2.13, -0.52]","[0.07, -5.61, 0.95]",693.018
"[-92.85, -2.12, -0.53]","[0.07, -5.61, 0.95]",702.1650000000001
"[-92.9, -2.12, -0.54]","[0.07, -5.61, 0.95]",712.0419999999999
"[-92.87, -2.14, -0.54]","[0.07, -5.61, 0.95]",722.004
"[-92.86, -2.13, -0.54]","[0.07, -5.61, 0.95]",732.1569999999999
"[-92.87, -2.13, -0.53]","[0.07, -5.61, 0.95]",742.159
"[-92.85, -2.14, -0.52]","[0.07, -5.61, 0.95]",752.178
"[-92.86, -2.13, -0.53]","[0.07, -5.61, 0.95]",762.156
"[-92.85, -2.15, -0.51]","[0.07, -5.61, 0.95]",772.0409999999999
"[-92.81, -2.13, -0.52]","[0.07, -5.61, 0.94]",782.043
"[-92.83, -2.11, -0.53]","[0.07, -5.61, 0.94]",793.175
"[-92.84, -2.1, -0.52]","[0.07, -5.61, 0.94]",802.181
"[-92.84, -2.13, -0.53]","[0.07, -5.61, 0.95]",812.038
"[-92.88, -2.11, -0.52]","[0.07, -5.61, 0.94]",822.021
"[-92.88, -2.11, -0.51]","[0.07, -5.61, 0.94]",832.1769999999999
"[-92.85, -2.12, -0.51]","[0.07, -5.61, 0.95]",842.1769999999999
"[-92.88, -2.12, -0.5]","[0.07, -5.61, 0.94]",852.1750000000001
"[-92.84, -2.13, -0.53]","[0.07, -5.61, 0.94]",862.173
"[-92.84, -2.13, -0.52]","[0.07, -5.61, 0.94]",872.0290000000001
"[-92.81, -2.13, -0.51]","[0.07, -5.61, 0.94]",882.181
"[-92.84, -2.12, -0.51]","[0.07, -5.61, 0.94]",893.193
"[-92.86, -2.12, -0.5]","[0.07, -5.61, 0.94]",902.177
"[-92.86, -2.14, -0.51]","[0.07, -5.61, 0.94]",912.0350000000001
"[-92.86, -2.13, -0.52]","[0.07, -5.61, 0.94]",925.1740000000001
"[-92.83, -2.12, -0.52]","[0.07, -5.61, 0.94]",932.175
"[-92.88, -2.13, -0.53]","[0.07, -5.61, 0.95]",942.177
"[-92.85, -2.14, -0.51]","[0.07, -5.61, 0.94]",952.173
"[-92.89, -2.18, -0.52]","[0.07, -5.61, 0.94]",962.1809999999999
"[-92.86, -2.12, -0.53]","[0.07, -5.61, 0.94]",972.0020000000001
"[-92.84, -2.13, -0.54]","[0.07, -5.61, 0.94]",983.149
"[-92.84, -2.11, -0.52]","[0.07, -5.61, 0.94]",993.159
"[-92.85, -2.14, -0.52]","[0.07, -5.61, 0.94]",1002.1709999999999
"[-92.86, -2.14, -0.54]","[0.07, -5.61, 0.94]",1012.0389999999999
"[-92.87, -2.14, -0.53]","[0.07, -5.61, 0.94]",1022.0400000000001
"[-92.88, -2.13, -0.52]","[0.07, -5.61, 0.94]",1032.02
"[-92.86, -2.12, -0.53]","[0.06, -5.61, 0.94]",1042.162
"[-92.87, -2.12, -0.53]","[0.06, -5.61, 0.94]",1052.158
"[-92.87, -2.13, -0.54]","[0.06, -5.61, 0.94]",1062.162
"[-92.87, -2.13, -0.53]","[0.06, -5.61, 0.94]",1072.025
