F,G,time
"[-91.68, -3.43, -0.05]","[-0.6, -5.75, 0.82]",5.004
"[-91.68, -3.43, -0.06]","[-0.6, -5.75, 0.83]",9.0
"[-91.77, -3.45, -0.05]","[-0.6, -5.75, 0.83]",18.01
"[-91.9, -3.55, -0.03]","[-0.61, -5.74, 0.83]",28.009
"[-91.94, -3.6, 0.01]","[-0.61, -5.73, 0.83]",39.0
"[-92.06, -3.63, -0.02]","[-0.61, -5.72, 0.83]",48.009
"[-92.1, -3.67, -0.05]","[-0.61, -5.73, 0.83]",58.125
"[-92.13, -3.67, -0.1]","[-0.6, -5.73, 0.83]",68.123
"[-92.12, -3.68, -0.17]","[-0.6, -5.73, 0.83]",78.124
"[-91.85, -3.65, -0.16]","[-0.59, -5.73, 0.83]",106.004
"[-91.87, -3.65, -0.16]","[-0.59, -5.73, 0.83]",109.169
"[-91.87, -3.65, -0.17]","[-0.59, -5.73, 0.83]",111.171
"[-91.82, -3.59, -0.16]","[-0.59, -5.73, 0.83]",119.022
"[-91.83, -3.45, -0.18]","[-0.59, -5.73, 0.83]",150.178
"[-91.86, -3.45, -0.17]","[-0.59, -5.73, 0.83]",152.17600000000002
"[-91.83, -3.5, -0.18]","[-0.59, -5.73, 0.83]",154.183
"[-91.9, -3.48, -0.17]","[-0.59, -5.73, 0.83]",159.058
"[-91.91, -3.51, -0.13]","[-0.6, -5.72, 0.83]",168.193
"[-92.01, -3.58, -0.09]","[-0.6, -5.71, 0.83]",193.178
"[-92.05, -3.57, -0.08]","[-0.6, -5.71, 0.83]",195.039
"[-92.08, -3.62, -0.11]","[-0.6, -5.71, 0.83]",198.179
"[-92.03, -3.66, -0.21]","[-0.59, -5.72, 0.84]",227.18
"[-91.99, -3.64, -0.2]","[-0.59, -5.72, 0.84]",229.185
"[-92.0, -3.63, -0.19]","[-0.59, -5.71, 0.83]",231.17399999999998
"[-91.95, -3.61, -0.19]","[-0.59, -5.71, 0.83]",238.173
"[-91.87, -3.52, -0.17]","[-0.58, -5.72, 0.83]",269.168
"[-91.9, -3.53, -0.17]","[-0.58, -5.72, 0.83]",271.175
"[-91.9, -3.51, -0.16]","[-0.58, -5.72, 0.83]",295.01300000000003
"[-92.0, -3.48, -0.12]","[-0.58, -5.71, 0.83]",297.171
"[-92.04, -3.47, -0.1]","[-0.59, -5.71, 0.83]",304.00500000000005
"[-92.03, -3.5, -0.11]","[-0.59, -5.71, 0.83]",305.03799999999995
"[-92.03, -3.49, -0.1]","[-0.59, -5.71, 0.84]",308.164
"[-92.11, -3.52, -0.11]","[-0.59, -5.71, 0.83]",318.193
"[-92.08, -3.52, -0.08]","[-0.59, -5.71, 0.83]",329.017
"[-92.1, -3.57, -0.09]","[-0.59, -5.71, 0.83]",339.156
"[-92.07, -3.56, -0.12]","[-0.59, -5.71, 0.83]",348.17199999999997
"[-92.03, -3.6, -0.17]","[-0.58, -5.71, 0.84]",358.04200000000003
"[-92.01, -3.58, -0.17]","[-0.58, -5.71, 0.84]",368.00500000000005
"[-91.97, -3.57, -0.19]","[-0.58, -5.71, 0.84]",378.17699999999996
"[-91.95, -3.54, -0.18]","[-0.58, -5.71, 0.84]",389.04
"[-91.94, -3.53, -0.16]","[-0.58, -5.71, 0.84]",399.178
"[-91.95, -3.5, -0.13]","[-0.58, -5.71, 0.84]",408.163
"[-91.96, -3.53, -0.15]","[-0.58, -5.71, 0.83]",418.036
"[-92.0, -3.49, -0.12]","[-0.58, -5.71, 0.84]",429.05
"[-92.03, -3.49, -0.11]","[-0.58, -5.71, 0.84]",438.17
"[-92.02, -3.5, -0.12]","[-0.58, -5.71, 0.84]",449.06
"[-92.05, -3.49, -0.1]","[-0.59, -5.71, 0.84]",459.05899999999997
"[-92.06, -3.5, -0.09]","[-0.58, -5.7, 0.84]",468.177
"[-92.03, -3.54, -0.13]","[-0.58, -5.7, 0.84]",478.169
"[-92.03, -3.55, -0.15]","[-0.58, -5.7, 0.84]",488.16700000000003
"[-92.01, -3.56, -0.16]","[-0.57, -5.7, 0.84]",498.17699999999996
"[-92.0, -3.58, -0.18]","[-0.57, -5.7, 0.84]",509.028
"[-92.0, -3.56, -0.18]","[-0.57, -5.7, 0.84]",519.079
"[-91.99, -3.56, -0.17]","[-0.58, -5.71, 0.84]",529.072
"[-91.98, -3.56, -0.16]","[-0.58, -5.7, 0.84]",538.16
"[-92.0, -3.53, -0.11]","[-0.58, -5.7, 0.83]",548.164
"[-92.04, -3.56, -0.12]","[-0.58, -5.7, 0.84]",558.169
"[-92.09, -3.56, -0.09]","[-0.58, -5.7, 0.84]",571.174
"[-92.06, -3.53, -0.09]","[-0.58, -5.7, 0.84]",579.175
"[-92.09, -3.56, -0.1]","[-0.59, -5.7, 0.84]",589.155
"[-92.07, -3.57, -0.09]","[-0.59, -5.7, 0.84]",599.023
"[-92.06, -3.56, -0.1]","[-0.59, -5.7, 0.84]",608.005
"[-92.05, -3.54, -0.09]","[-0.58, -5.7, 0.83]",618.193
"[-92.07, -3.56, -0.12]","[-0.58, -5.7, 0.84]",629.008
"[-92.02, -3.57, -0.12]","[-0.58, -5.7, 0.84]",639.0799999999999
"[-92.04, -3.57, -0.14]","[-0.58, -5.7, 0.84]",649.025
"[-92.04, -3.53, -0.12]","[-0.58, -5.7, 0.84]",658.182
"[-92.04, -3.55, -0.12]","[-0.58, -5.7, 0.83]",668.164
"[-92.07, -3.55, -0.11]","[-0.58, -5.7, 0.84]",678.192
"[-92.08, -3.55, -0.1]","[-0.58, -5.7, 0.84]",689.0079999999999
"[-92.08, -3.56, -0.11]","[-0.58, -5.7, 0.84]",699.076
"[-92.07, -3.55, -0.09]","[-0.58, -5.7, 0.83]",708.164
"[-92.08, -3.54, -0.08]","[-0.58, -5.7, 0.83]",718.173
"[-92.06, -3.55, -0.1]","[-0.58, -5.7, 0.84]",728.187
"[-92.07, -3.53, -0.11]","[-0.58, -5.7, 0.84]",738.173
"[-92.05, -3.53, -0.11]","[-0.58, -5.7, 0.84]",749.112
"[-92.02, -3.56, -0.11]","[-0.58, -5.7, 0.84]",759.174
"[-92.02, -3.55, -0.13]","[-0.58, -5.7, 0.84]",768.009
"[-92.05, -3.54, -0.12]","[-0.58, -5.7, 0.84]",778.193
"[-92.07, -3.55, -0.13]","[-0.58, -5.7, 0.84]",788.184
"[-92.03, -3.56, -0.13]","[-0.58, -5.7, 0.84]",798.0350000000001
"[-92.02, -3.55, -0.13]","[-0.58, -5.7, 0.84]",809.0079999999999
"[-92.07, -3.52, -0.11]","[-0.58, -5.7, 0.84]",820.032
"[-92.08, -3.53, -0.12]","[-0.58, -5.7, 0.84]",828.183
"[-92.06, -3.5, -0.12]","[-0.58, -5.7, 0.84]",838.188
"[-92.05, -3.54, -0.13]","[-0.58, -5.7, 0.84]",848.169
