F,G,time
"[-53.41, -0.58, 0.39]","[-0.13, -1.76, -0.71]",10.001
"[-53.11, -0.64, 0.51]","[-0.13, -1.69, -0.74]",10.001
"[-52.72, -0.48, 0.67]","[-0.11, -1.62, -0.75]",20.018
"[-52.22, -0.43, 0.89]","[-0.08, -1.55, -0.76]",29.977
"[-51.82, -0.34, 1.07]","[-0.06, -1.47, -0.77]",40.023999999999994
"[-51.51, -0.24, 1.17]","[-0.05, -1.4, -0.79]",51.977000000000004
"[-51.14, -0.13, 1.31]","[-0.04, -1.33, -0.81]",60.024
"[-50.75, -0.05, 1.52]","[-0.04, -1.25, -0.83]",70.028
"[-50.3, -0.02, 1.72]","[-0.04, -1.18, -0.86]",80.02
"[-49.98, -0.05, 1.9]","[-0.04, -1.11, -0.89]",90.02499999999999
"[-49.34, -0.05, 2.19]","[-0.04, -0.97, -0.94]",111.026
"[-49.21, -0.06, 2.27]","[-0.04, -0.95, -0.94]",112.978
"[-48.59, 0.02, 2.6]","[-0.03, -0.82, -0.97]",138.972
"[-48.26, 0.0, 2.75]","[-0.03, -0.75, -0.99]",140.025
"[-48.18, 0.04, 2.79]","[-0.03, -0.74, -0.99]",142.027
"[-47.97, 0.03, 2.91]","[-0.03, -0.68, -1.0]",150.018
"[-47.58, 0.03, 3.14]","[-0.02, -0.61, -1.02]",160.025
"[-47.25, 0.08, 3.33]","[-0.01, -0.54, -1.04]",169.972
"[-46.93, 0.08, 3.51]","[-0.01, -0.46, -1.06]",182.014
"[-46.7, 0.05, 3.66]","[-0.01, -0.4, -1.08]",190.136
"[-46.37, 0.05, 3.81]","[-0.02, -0.33, -1.1]",200.14499999999998
"[-46.06, 0.07, 3.99]","[-0.02, -0.27, -1.12]",211.011
"[-45.77, 0.01, 4.22]","[-0.03, -0.19, -1.14]",220.141
"[-45.49, -0.02, 4.38]","[-0.03, -0.13, -1.16]",229.024
"[-45.22, -0.01, 4.56]","[-0.03, -0.06, -1.17]",240.13799999999998
"[-44.9, 0.01, 4.74]","[-0.03, -0.0, -1.18]",250.151
"[-44.64, 0.01, 4.91]","[-0.03, 0.06, -1.19]",259.13399999999996
"[-44.36, 0.01, 5.09]","[-0.02, 0.13, -1.2]",270.149
"[-44.05, -0.03, 5.24]","[-0.01, 0.19, -1.18]",280.146
"[-43.72, 0.07, 5.38]","[0.01, 0.23, -1.14]",290.15000000000003
"[-43.45, 0.08, 5.48]","[0.05, 0.28, -1.12]",300.14099999999996
"[-43.21, -0.03, 5.65]","[0.07, 0.33, -1.12]",310.151
"[-43.0, -0.16, 5.84]","[0.07, 0.38, -1.14]",320.14500000000004
"[-42.74, -0.24, 6.03]","[0.06, 0.43, -1.18]",332.135
"[-42.53, -0.29, 6.17]","[0.03, 0.49, -1.23]",340.139
"[-42.33, -0.39, 6.28]","[-0.01, 0.56, -1.29]",350.14
"[-42.07, -0.42, 6.38]","[-0.05, 0.63, -1.35]",360.135
"[-41.9, -0.4, 6.49]","[-0.07, 0.7, -1.39]",370.141
"[-41.67, -0.35, 6.64]","[-0.1, 0.77, -1.42]",381.00800000000004
"[-41.44, -0.22, 6.84]","[-0.13, 0.83, -1.45]",390.144
"[-41.23, -0.13, 7.04]","[-0.15, 0.89, -1.47]",399.968
"[-41.08, -0.1, 7.15]","[-0.17, 0.94, -1.5]",410.166
"[-40.88, -0.1, 7.28]","[-0.19, 1.0, -1.55]",420.134
"[-40.69, -0.15, 7.39]","[-0.21, 1.06, -1.61]",430.98900000000003
"[-40.52, -0.21, 7.53]","[-0.23, 1.11, -1.68]",440.14300000000003
"[-40.36, -0.24, 7.7]","[-0.26, 1.16, -1.72]",450.005
"[-40.11, -0.12, 7.87]","[-0.27, 1.22, -1.74]",460.68399999999997
"[-39.9, -0.02, 7.98]","[-0.27, 1.27, -1.76]",470.66
"[-39.74, 0.09, 8.09]","[-0.27, 1.32, -1.77]",480.677
"[-39.61, 0.22, 8.19]","[-0.26, 1.36, -1.77]",490.661
"[-39.31, 0.29, 8.35]","[-0.25, 1.4, -1.77]",500.66600000000005
"[-39.16, 0.35, 8.44]","[-0.25, 1.45, -1.78]",510.631
"[-38.95, 0.37, 8.52]","[-0.23, 1.48, -1.79]",520.683
"[-38.73, 0.42, 8.61]","[-0.21, 1.5, -1.81]",530.6809999999999
"[-38.5, 0.44, 8.72]","[-0.18, 1.53, -1.82]",540.683
"[-38.26, 0.49, 8.8]","[-0.17, 1.56, -1.83]",550.688
"[-38.12, 0.53, 8.87]","[-0.17, 1.6, -1.83]",560.705
"[-37.92, 0.63, 8.92]","[-0.17, 1.65, -1.83]",570.705
"[-37.75, 0.63, 9.03]","[-0.18, 1.69, -1.84]",580.69
"[-37.48, 0.72, 9.17]","[-0.17, 1.73, -1.84]",590.672
"[-37.35, 0.84, 9.27]","[-0.16, 1.74, -1.85]",600.7130000000001
"[-37.31, 0.93, 9.37]","[-0.18, 1.69, -1.85]",612.636
"[-36.71, 0.79, 9.36]","[-0.17, 1.72, -1.88]",620.6310000000001
"[-36.27, 0.65, 9.15]","[-0.18, 1.72, -1.92]",630.707
"[-36.9, 0.84, 8.87]","[-0.21, 1.62, -1.94]",640.709
"[-36.65, 0.92, 8.77]","[-0.21, 1.61, -1.96]",649.789
"[-35.9, 0.96, 8.63]","[-0.22, 1.63, -1.98]",660.687
"[-35.88, 1.1, 8.37]","[-0.21, 1.62, -1.99]",670.712
"[-35.87, 1.28, 8.26]","[-0.21, 1.61, -1.99]",679.677
"[-35.68, 1.44, 8.29]","[-0.21, 1.63, -2.0]",690.665
"[-35.49, 1.55, 8.31]","[-0.2, 1.66, -2.02]",700.683
