F,G,time
"[-92.87, -1.86, -0.51]","[0.16, -5.6, 0.99]",9.982
"[-92.84, -1.84, -0.51]","[0.16, -5.6, 0.99]",9.982
"[-92.84, -1.84, -0.52]","[0.16, -5.6, 0.98]",9.982
"[-92.81, -1.89, -0.57]","[0.16, -5.6, 0.98]",19.006999999999998
"[-92.8, -2.0, -0.67]","[0.15, -5.61, 0.98]",60.0
"[-92.83, -2.05, -0.56]","[0.16, -5.61, 0.98]",65.057
"[-92.85, -2.05, -0.51]","[0.16, -5.6, 0.98]",67.0
"[-92.83, -2.03, -0.51]","[0.16, -5.6, 0.98]",68.997
"[-92.85, -2.03, -0.5]","[0.16, -5.6, 0.98]",71.05799999999999
"[-92.88, -2.03, -0.51]","[0.16, -5.6, 0.98]",78.05499999999999
"[-92.9, -1.89, -0.65]","[0.14, -5.6, 0.98]",110.99499999999999
"[-92.92, -1.88, -0.65]","[0.14, -5.6, 0.98]",113.047
"[-92.89, -1.88, -0.65]","[0.14, -5.6, 0.98]",115.048
"[-92.88, -1.88, -0.64]","[0.14, -5.6, 0.98]",118.032
"[-92.82, -1.89, -0.58]","[0.15, -5.6, 0.98]",143.142
"[-92.83, -1.91, -0.57]","[0.15, -5.6, 0.98]",145.147
"[-92.84, -1.93, -0.56]","[0.15, -5.6, 0.98]",147.991
"[-92.84, -1.96, -0.55]","[0.15, -5.6, 0.98]",158.031
"[-92.9, -2.02, -0.63]","[0.16, -5.6, 0.98]",186.131
"[-92.93, -2.01, -0.62]","[0.16, -5.6, 0.98]",188.031
"[-92.89, -2.03, -0.62]","[0.16, -5.6, 0.98]",190.13
"[-92.91, -2.04, -0.61]","[0.15, -5.6, 0.98]",199.137
"[-92.9, -2.01, -0.6]","[0.15, -5.6, 0.98]",207.991
"[-92.89, -1.98, -0.55]","[0.15, -5.6, 0.98]",218.037
"[-92.89, -1.95, -0.53]","[0.14, -5.59, 0.98]",228.052
"[-92.9, -1.96, -0.55]","[0.15, -5.59, 0.98]",238.037
"[-92.86, -1.94, -0.58]","[0.14, -5.59, 0.98]",248.054
"[-92.88, -1.96, -0.6]","[0.14, -5.59, 0.98]",258.032
"[-92.92, -1.94, -0.63]","[0.14, -5.59, 0.98]",267.989
"[-92.9, -1.95, -0.61]","[0.14, -5.59, 0.98]",278.988
"[-92.87, -1.96, -0.58]","[0.15, -5.6, 0.98]",288.053
"[-92.87, -2.01, -0.55]","[0.15, -5.59, 0.98]",299.14099999999996
"[-92.92, -2.02, -0.55]","[0.15, -5.6, 0.98]",308.037
"[-92.91, -2.03, -0.57]","[0.15, -5.6, 0.98]",318.032
"[-92.9, -1.99, -0.57]","[0.15, -5.6, 0.98]",331.16
"[-92.93, -2.01, -0.6]","[0.15, -5.6, 0.98]",338.04200000000003
"[-92.91, -1.99, -0.61]","[0.14, -5.6, 0.98]",348.037
"[-92.85, -1.96, -0.59]","[0.14, -5.6, 0.98]",358.98999999999995
"[-92.86, -1.96, -0.56]","[0.14, -5.59, 0.98]",368.033
"[-92.89, -1.98, -0.55]","[0.14, -5.59, 0.98]",378.03700000000003
"[-92.88, -1.95, -0.56]","[0.15, -5.59, 0.98]",387.991
"[-92.9, -1.98, -0.58]","[0.14, -5.59, 0.98]",399.12399999999997
"[-92.9, -1.99, -0.6]","[0.15, -5.59, 0.98]",408.03299999999996
"[-92.93, -1.96, -0.62]","[0.15, -5.59, 0.98]",418.031
"[-92.97, -1.98, -0.62]","[0.15, -5.59, 0.98]",429.03200000000004
"[-92.91, -1.98, -0.57]","[0.16, -5.59, 0.98]",438.03
"[-92.9, -1.99, -0.55]","[0.15, -5.59, 0.98]",448.03700000000003
"[-92.91, -1.99, -0.58]","[0.15, -5.59, 0.98]",458.043
"[-92.9, -1.96, -0.58]","[0.15, -5.59, 0.98]",468.03099999999995
"[-92.91, -1.97, -0.6]","[0.14, -5.59, 0.98]",478.03299999999996
"[-92.91, -1.98, -0.6]","[0.15, -5.59, 0.98]",488.031
"[-92.91, -1.96, -0.6]","[0.14, -5.59, 0.98]",499.131
"[-92.9, -1.97, -0.59]","[0.15, -5.59, 0.98]",512.025
"[-92.9, -1.97, -0.59]","[0.15, -5.6, 0.98]",518.989
"[-92.89, -1.95, -0.6]","[0.15, -5.59, 0.98]",527.989
"[-92.89, -1.97, -0.59]","[0.16, -5.6, 0.98]",538.0319999999999
