F,G,time
"[-92.46, -3.22, -1.23]","[-0.55, -5.67, 0.71]",0.9790000000000001
"[-92.64, -3.21, -1.25]","[-0.56, -5.67, 0.71]",6.002999999999999
"[-92.89, -3.23, -1.31]","[-0.56, -5.67, 0.71]",14.009
"[-93.03, -3.33, -1.36]","[-0.56, -5.66, 0.71]",23.854
"[-93.02, -3.38, -1.32]","[-0.55, -5.66, 0.72]",32.702000000000005
"[-92.92, -3.49, -1.31]","[-0.53, -5.66, 0.72]",43.765
"[-92.76, -3.49, -1.3]","[-0.53, -5.67, 0.72]",54.117
"[-92.67, -3.47, -1.34]","[-0.53, -5.67, 0.71]",63.751000000000005
"[-92.46, -3.43, -1.39]","[-0.53, -5.68, 0.71]",73.807
"[-92.37, -3.41, -1.42]","[-0.53, -5.68, 0.71]",83.698
"[-92.38, -3.32, -1.41]","[-0.53, -5.68, 0.71]",93.5
"[-92.43, -3.31, -1.4]","[-0.53, -5.68, 0.71]",103.875
"[-92.75, -3.26, -1.29]","[-0.56, -5.66, 0.71]",128.17100000000002
"[-92.77, -3.24, -1.28]","[-0.56, -5.66, 0.71]",129.698
"[-92.8, -3.28, -1.27]","[-0.56, -5.65, 0.71]",134.858
"[-92.89, -3.3, -1.26]","[-0.56, -5.65, 0.71]",143.85500000000002
"[-92.9, -3.35, -1.31]","[-0.55, -5.65, 0.72]",166.845
"[-92.78, -3.36, -1.35]","[-0.53, -5.65, 0.72]",169.714
"[-92.73, -3.36, -1.37]","[-0.53, -5.65, 0.72]",173.85600000000002
"[-92.59, -3.39, -1.42]","[-0.52, -5.66, 0.72]",184.725
"[-92.47, -3.35, -1.44]","[-0.52, -5.66, 0.71]",197.70399999999998
"[-92.46, -3.38, -1.44]","[-0.52, -5.67, 0.72]",204.01500000000001
"[-92.42, -3.35, -1.41]","[-0.52, -5.66, 0.72]",214.008
"[-92.49, -3.35, -1.4]","[-0.53, -5.66, 0.72]",223.908
"[-92.6, -3.33, -1.41]","[-0.53, -5.66, 0.72]",235.00199999999998
"[-92.66, -3.29, -1.38]","[-0.54, -5.65, 0.72]",243.985
"[-92.77, -3.28, -1.39]","[-0.54, -5.65, 0.72]",254.04
"[-92.79, -3.28, -1.39]","[-0.54, -5.65, 0.72]",263.478
"[-92.76, -3.25, -1.35]","[-0.53, -5.65, 0.72]",275.783
"[-92.71, -3.28, -1.36]","[-0.53, -5.65, 0.72]",283.782
"[-92.65, -3.29, -1.37]","[-0.52, -5.65, 0.72]",303.745
"[-92.53, -3.29, -1.4]","[-0.52, -5.65, 0.72]",305.774
"[-92.53, -3.28, -1.42]","[-0.51, -5.66, 0.72]",313.743
"[-92.51, -3.3, -1.42]","[-0.51, -5.66, 0.72]",323.752
"[-92.52, -3.33, -1.43]","[-0.51, -5.65, 0.72]",333.774
"[-92.58, -3.34, -1.4]","[-0.52, -5.65, 0.72]",343.77200000000005
"[-92.64, -3.35, -1.37]","[-0.52, -5.65, 0.72]",353.802
"[-92.68, -3.32, -1.34]","[-0.53, -5.64, 0.72]",363.865
"[-92.74, -3.32, -1.35]","[-0.52, -5.64, 0.72]",373.789
"[-92.79, -3.26, -1.35]","[-0.52, -5.64, 0.72]",383.741
"[-92.73, -3.24, -1.33]","[-0.51, -5.64, 0.72]",392.876
"[-92.7, -3.25, -1.37]","[-0.51, -5.64, 0.72]",403.77200000000005
"[-92.66, -3.25, -1.38]","[-0.5, -5.64, 0.72]",413.774
"[-92.63, -3.23, -1.38]","[-0.5, -5.64, 0.72]",423.755
"[-92.6, -3.25, -1.37]","[-0.5, -5.64, 0.72]",434.77500000000003
"[-92.65, -3.29, -1.38]","[-0.49, -5.64, 0.72]",443.741
"[-92.69, -3.29, -1.38]","[-0.49, -5.64, 0.72]",453.76
"[-92.71, -3.28, -1.37]","[-0.49, -5.63, 0.72]",472.93600000000004
"[-92.76, -3.24, -1.35]","[-0.49, -5.63, 0.72]",473.775
"[-92.82, -3.25, -1.35]","[-0.49, -5.62, 0.72]",483.755
"[-92.8, -3.23, -1.32]","[-0.49, -5.62, 0.72]",493.928
"[-92.78, -3.24, -1.31]","[-0.49, -5.62, 0.72]",503.86600000000004
"[-92.76, -3.22, -1.33]","[-0.49, -5.63, 0.72]",513.886
"[-92.73, -3.21, -1.36]","[-0.48, -5.63, 0.72]",524.025
"[-92.71, -3.21, -1.37]","[-0.48, -5.63, 0.72]",534.867
"[-92.67, -3.2, -1.37]","[-0.48, -5.63, 0.72]",543.99
"[-92.67, -3.23, -1.38]","[-0.48, -5.63, 0.72]",557.13
"[-92.72, -3.22, -1.38]","[-0.47, -5.63, 0.72]",563.1850000000001
"[-92.73, -3.23, -1.35]","[-0.47, -5.62, 0.72]",574.041
"[-92.72, -3.22, -1.33]","[-0.47, -5.62, 0.72]",584.013
"[-92.76, -3.23, -1.35]","[-0.47, -5.62, 0.72]",594.009
"[-92.79, -3.21, -1.34]","[-0.47, -5.62, 0.72]",603.862
"[-92.77, -3.2, -1.35]","[-0.47, -5.62, 0.72]",613.875
"[-92.71, -3.21, -1.35]","[-0.47, -5.62, 0.72]",622.91
"[-92.71, -3.18, -1.37]","[-0.47, -5.62, 0.72]",633.876
"[-92.68, -3.17, -1.37]","[-0.47, -5.62, 0.72]",643.8770000000001
"[-92.64, -3.18, -1.37]","[-0.46, -5.62, 0.72]",654.006
"[-92.69, -3.18, -1.36]","[-0.46, -5.62, 0.72]",663.88
"[-92.7, -3.17, -1.38]","[-0.46, -5.62, 0.72]",673.946
"[-92.7, -3.18, -1.37]","[-0.46, -5.62, 0.72]",684.013
"[-92.72, -3.21, -1.37]","[-0.46, -5.62, 0.72]",693.991
"[-92.73, -3.2, -1.36]","[-0.46, -5.62, 0.72]",704.072
"[-92.73, -3.19, -1.35]","[-0.46, -5.62, 0.72]",714.12
"[-92.72, -3.18, -1.35]","[-0.46, -5.62, 0.72]",724.0450000000001
"[-92.7, -3.17, -1.36]","[-0.46, -5.62, 0.72]",735.0060000000001
"[-92.69, -3.17, -1.36]","[-0.46, -5.62, 0.72]",744.0949999999999
"[-92.69, -3.17, -1.36]","[-0.46, -5.62, 0.72]",753.892
"[-92.68, -3.18, -1.36]","[-0.46, -5.62, 0.72]",765.03
"[-92.68, -3.17, -1.37]","[-0.46, -5.62, 0.72]",774.007
"[-92.71, -3.19, -1.36]","[-0.46, -5.62, 0.72]",783.976
