F,G,time
"[-90.14, -9.94, 20.28]","[0.81, 0.1, 2.34]",10.001
"[-90.06, -10.67, 21.0]","[0.88, 0.23, 2.42]",34.001000000000005
"[-90.08, -10.77, 21.03]","[0.89, 0.24, 2.43]",36.02
"[-90.06, -10.78, 21.07]","[0.89, 0.25, 2.43]",38.004000000000005
"[-90.09, -10.78, 21.11]","[0.89, 0.25, 2.44]",39.025999999999996
"[-90.03, -10.72, 21.24]","[0.9, 0.28, 2.47]",47.034
"[-89.93, -11.16, 21.51]","[0.96, 0.39, 2.59]",77.97999999999999
"[-89.9, -11.23, 21.58]","[0.96, 0.4, 2.61]",80.04899999999999
"[-89.91, -11.22, 21.59]","[0.97, 0.41, 2.61]",82.05
"[-89.86, -11.29, 21.74]","[0.98, 0.43, 2.63]",87.05
"[-89.87, -11.37, 21.93]","[0.99, 0.46, 2.66]",97.107
"[-89.82, -11.72, 22.42]","[1.0, 0.58, 2.7]",124.279
"[-89.8, -11.74, 22.44]","[1.01, 0.59, 2.7]",126.28600000000002
"[-89.8, -11.75, 22.47]","[1.01, 0.6, 2.7]",128.299
"[-89.79, -11.83, 22.56]","[1.03, 0.63, 2.71]",137.101
"[-89.72, -12.05, 23.12]","[1.04, 0.76, 2.75]",168.275
"[-89.69, -12.05, 23.18]","[1.04, 0.77, 2.75]",173.103
"[-89.64, -12.1, 23.28]","[1.04, 0.8, 2.76]",175.148
"[-89.7, -12.1, 23.33]","[1.05, 0.81, 2.76]",203.103
"[-89.62, -12.27, 23.72]","[1.08, 0.92, 2.81]",205.16400000000002
"[-89.62, -12.25, 23.76]","[1.08, 0.92, 2.81]",207.104
"[-89.59, -12.28, 23.77]","[1.08, 0.93, 2.82]",209.106
"[-89.54, -12.3, 23.89]","[1.08, 0.96, 2.83]",217.106
"[-89.56, -12.36, 24.04]","[1.07, 1.0, 2.83]",227.11999999999998
"[-89.54, -12.46, 24.22]","[1.09, 1.05, 2.84]",236.289
"[-89.54, -12.56, 24.43]","[1.1, 1.09, 2.85]",246.287
"[-89.49, -12.65, 24.61]","[1.11, 1.13, 2.87]",257.10699999999997
"[-89.49, -12.67, 24.75]","[1.12, 1.17, 2.88]",266.28400000000005
"[-89.47, -12.73, 24.89]","[1.12, 1.21, 2.9]",276.289
"[-89.43, -12.73, 25.06]","[1.13, 1.25, 2.91]",288.114
"[-89.42, -12.81, 25.2]","[1.14, 1.29, 2.92]",296.137
"[-89.43, -12.86, 25.37]","[1.15, 1.33, 2.93]",307.106
"[-89.41, -12.92, 25.54]","[1.16, 1.37, 2.94]",317.109
"[-89.38, -12.96, 25.73]","[1.16, 1.42, 2.94]",326.277
"[-89.36, -12.99, 25.87]","[1.18, 1.46, 2.95]",336.289
"[-89.37, -13.06, 25.99]","[1.19, 1.5, 2.95]",347.10400000000004
"[-89.34, -13.06, 26.15]","[1.19, 1.54, 2.97]",356.10999999999996
"[-89.31, -13.07, 26.32]","[1.2, 1.58, 2.98]",366.286
"[-89.27, -13.12, 26.48]","[1.2, 1.62, 2.97]",377.139
"[-89.28, -13.16, 26.68]","[1.21, 1.66, 2.98]",387.135
