F,G,time
"[-91.62, -2.56, -0.93]","[-0.29, -5.71, 0.83]",0.0
"[-91.58, -2.59, -0.97]","[-0.29, -5.71, 0.83]",5.993
"[-91.52, -2.6, -0.99]","[-0.28, -5.7, 0.84]",11.963
"[-91.5, -2.64, -1.0]","[-0.28, -5.71, 0.84]",22.293
"[-91.53, -2.65, -0.92]","[-0.29, -5.7, 0.84]",32.107
"[-91.67, -2.64, -0.88]","[-0.29, -5.7, 0.84]",42.035999999999994
"[-91.78, -2.62, -0.82]","[-0.3, -5.7, 0.84]",52.588
"[-91.84, -2.62, -0.84]","[-0.3, -5.7, 0.84]",62.187
"[-91.86, -2.61, -0.79]","[-0.3, -5.69, 0.84]",72.41799999999999
"[-91.91, -2.64, -0.78]","[-0.29, -5.69, 0.84]",83.01
"[-91.85, -2.59, -0.8]","[-0.29, -5.7, 0.84]",92.057
"[-91.76, -2.57, -0.86]","[-0.28, -5.7, 0.84]",102.097
"[-91.74, -2.57, -0.88]","[-0.28, -5.69, 0.84]",112.13
"[-91.64, -2.6, -0.88]","[-0.28, -5.69, 0.84]",122.235
"[-91.63, -2.64, -0.89]","[-0.27, -5.68, 0.85]",147.398
"[-91.63, -2.63, -0.88]","[-0.27, -5.68, 0.85]",149.821
"[-91.66, -2.65, -0.87]","[-0.27, -5.68, 0.85]",152.366
"[-91.7, -2.63, -0.86]","[-0.27, -5.67, 0.85]",162.39100000000002
"[-91.82, -2.58, -0.88]","[-0.27, -5.67, 0.85]",196.23
"[-91.89, -2.57, -0.82]","[-0.27, -5.67, 0.85]",198.373
"[-91.84, -2.58, -0.81]","[-0.27, -5.67, 0.85]",199.912
"[-91.83, -2.57, -0.79]","[-0.27, -5.67, 0.85]",202.89499999999998
"[-91.82, -2.55, -0.78]","[-0.26, -5.67, 0.85]",211.826
"[-91.76, -2.56, -0.79]","[-0.26, -5.67, 0.85]",237.11599999999999
"[-91.7, -2.59, -0.85]","[-0.25, -5.67, 0.85]",238.78199999999998
"[-91.76, -2.54, -0.86]","[-0.25, -5.67, 0.85]",241.93
