F,G,time
"[-93.41, -2.11, 0.42]","[0.07, -5.54, 0.95]",5.012
"[-93.36, -2.16, 0.39]","[0.07, -5.55, 0.96]",5.012
"[-93.33, -2.21, 0.29]","[0.07, -5.55, 0.96]",9.007
"[-93.22, -2.21, 0.19]","[0.05, -5.56, 0.95]",17.017
"[-93.09, -2.21, 0.16]","[0.05, -5.55, 0.94]",27.046
"[-93.02, -2.19, 0.18]","[0.05, -5.55, 0.94]",37.034
"[-92.98, -2.15, 0.2]","[0.05, -5.55, 0.94]",46.981
"[-93.01, -2.11, 0.23]","[0.05, -5.54, 0.94]",57.059
"[-93.03, -2.05, 0.21]","[0.06, -5.53, 0.94]",67.979
"[-93.16, -2.04, 0.2]","[0.06, -5.52, 0.94]",77.075
"[-93.34, -2.02, 0.18]","[0.06, -5.52, 0.94]",87.093
"[-93.41, -1.99, 0.21]","[0.06, -5.51, 0.94]",97.01700000000001
"[-93.46, -2.03, 0.27]","[0.06, -5.51, 0.94]",107.334
"[-93.5, -2.09, 0.3]","[0.06, -5.51, 0.94]",117.202
"[-93.45, -2.13, 0.31]","[0.06, -5.52, 0.94]",127.173
"[-93.36, -2.14, 0.29]","[0.06, -5.52, 0.94]",137.334
"[-93.2, -2.18, 0.19]","[0.05, -5.53, 0.94]",156.161
"[-93.22, -2.18, 0.17]","[0.04, -5.54, 0.94]",158.161
"[-93.13, -2.16, 0.14]","[0.04, -5.54, 0.93]",176.328
"[-93.1, -2.17, 0.15]","[0.04, -5.54, 0.94]",178.334
"[-93.1, -2.15, 0.18]","[0.04, -5.54, 0.93]",187.29000000000002
"[-93.18, -2.08, 0.22]","[0.04, -5.54, 0.93]",197.296
"[-93.24, -2.05, 0.26]","[0.04, -5.53, 0.94]",209.434
"[-93.34, -2.04, 0.29]","[0.05, -5.53, 0.94]",217.308
"[-93.41, -2.05, 0.28]","[0.05, -5.52, 0.94]",227.355
"[-93.43, -2.05, 0.29]","[0.05, -5.52, 0.94]",237.456
"[-93.44, -2.07, 0.31]","[0.05, -5.52, 0.94]",247.298
"[-93.37, -2.08, 0.32]","[0.05, -5.53, 0.94]",257.312
"[-93.27, -2.14, 0.27]","[0.05, -5.53, 0.94]",276.317
"[-93.25, -2.13, 0.27]","[0.05, -5.53, 0.94]",278.45799999999997
"[-93.19, -2.16, 0.23]","[0.05, -5.54, 0.94]",287.29900000000004
"[-93.14, -2.14, 0.2]","[0.05, -5.54, 0.94]",297.328
"[-93.15, -2.13, 0.18]","[0.05, -5.54, 0.94]",307.298
"[-93.19, -2.13, 0.2]","[0.05, -5.54, 0.94]",317.29200000000003
"[-93.22, -2.09, 0.23]","[0.04, -5.53, 0.94]",327.29999999999995
"[-93.25, -2.07, 0.27]","[0.05, -5.53, 0.93]",337.307
"[-93.33, -2.07, 0.27]","[0.05, -5.52, 0.94]",347.298
"[-93.33, -2.09, 0.32]","[0.05, -5.52, 0.94]",357.292
"[-93.37, -2.02, 0.34]","[0.06, -5.52, 0.94]",368.447
"[-93.37, -2.05, 0.33]","[0.06, -5.52, 0.94]",377.293
"[-93.34, -2.09, 0.32]","[0.06, -5.53, 0.94]",387.291
"[-93.3, -2.11, 0.29]","[0.06, -5.53, 0.94]",397.292
"[-93.24, -2.1, 0.27]","[0.06, -5.53, 0.94]",407.292
"[-93.19, -2.07, 0.23]","[0.06, -5.54, 0.94]",417.285
"[-93.19, -2.1, 0.24]","[0.06, -5.54, 0.94]",427.289
"[-93.16, -2.09, 0.22]","[0.06, -5.54, 0.94]",437.291
"[-93.22, -2.08, 0.23]","[0.05, -5.53, 0.94]",447.293
"[-93.24, -2.08, 0.25]","[0.05, -5.53, 0.94]",457.3
"[-93.26, -2.05, 0.28]","[0.06, -5.53, 0.94]",468.45799999999997
"[-93.31, -2.05, 0.3]","[0.06, -5.52, 0.94]",477.28999999999996
"[-93.35, -2.05, 0.32]","[0.06, -5.52, 0.94]",489.45
"[-93.35, -2.06, 0.34]","[0.06, -5.52, 0.94]",497.29
"[-93.36, -2.06, 0.33]","[0.07, -5.53, 0.94]",507.2950000000001
"[-93.32, -2.06, 0.32]","[0.07, -5.53, 0.94]",517.2900000000001
"[-93.28, -2.1, 0.29]","[0.07, -5.53, 0.94]",527.289
"[-93.24, -2.09, 0.27]","[0.07, -5.54, 0.94]",537.2909999999999
"[-93.22, -2.06, 0.26]","[0.07, -5.54, 0.94]",547.2869999999999
"[-93.19, -2.06, 0.26]","[0.06, -5.54, 0.94]",557.2909999999999
"[-93.21, -2.1, 0.29]","[0.06, -5.53, 0.94]",568.3040000000001
"[-93.22, -2.07, 0.28]","[0.06, -5.53, 0.94]",577.2969999999999
"[-93.24, -2.05, 0.3]","[0.06, -5.53, 0.94]",587.289
"[-93.29, -2.04, 0.32]","[0.06, -5.53, 0.94]",597.287
"[-93.33, -2.06, 0.33]","[0.06, -5.53, 0.94]",607.289
"[-93.33, -2.04, 0.34]","[0.06, -5.53, 0.94]",617.4300000000001
"[-93.33, -2.06, 0.34]","[0.06, -5.53, 0.94]",627.289
"[-93.3, -2.06, 0.34]","[0.06, -5.53, 0.94]",637.3069999999999
"[-93.27, -2.06, 0.34]","[0.06, -5.53, 0.94]",647.2869999999999
"[-93.28, -2.07, 0.32]","[0.06, -5.54, 0.94]",657.2900000000001
"[-93.23, -2.07, 0.31]","[0.06, -5.54, 0.94]",671.4350000000001
"[-93.23, -2.08, 0.3]","[0.06, -5.54, 0.94]",677.3000000000001
"[-93.24, -2.05, 0.3]","[0.06, -5.54, 0.94]",687.3489999999999
"[-93.24, -2.09, 0.31]","[0.06, -5.54, 0.94]",697.354
"[-93.27, -2.07, 0.31]","[0.06, -5.53, 0.94]",707.295
"[-93.3, -2.06, 0.31]","[0.06, -5.54, 0.94]",717.4319999999999
"[-93.33, -2.04, 0.33]","[0.05, -5.53, 0.94]",727.3
