F,G,time
"[-92.83, -2.24, -0.58]","[-0.05, -5.65, 0.94]",9.998
"[-92.89, -2.22, -0.6]","[-0.06, -5.65, 0.94]",9.998
"[-92.89, -2.26, -0.57]","[-0.06, -5.65, 0.95]",11.0
"[-92.86, -2.21, -0.51]","[-0.04, -5.66, 0.95]",41.038
"[-92.87, -2.21, -0.52]","[-0.04, -5.65, 0.95]",43.035
"[-92.83, -2.21, -0.52]","[-0.04, -5.66, 0.95]",45.004000000000005
"[-92.79, -2.25, -0.53]","[-0.04, -5.66, 0.95]",49.050000000000004
"[-92.45, -2.29, -0.61]","[-0.04, -5.65, 0.95]",73.03800000000001
"[-92.43, -2.32, -0.63]","[-0.04, -5.65, 0.95]",75.044
"[-92.41, -2.31, -0.65]","[-0.05, -5.65, 0.95]",81.01
"[-92.56, -2.38, -0.65]","[-0.05, -5.64, 0.95]",109.00999999999999
"[-92.57, -2.35, -0.63]","[-0.05, -5.64, 0.95]",110.004
"[-92.57, -2.37, -0.61]","[-0.05, -5.64, 0.94]",112.02
"[-92.7, -2.32, -0.6]","[-0.05, -5.64, 0.94]",119.004
"[-92.97, -2.26, -0.44]","[-0.06, -5.63, 0.94]",151.0
"[-92.94, -2.26, -0.47]","[-0.06, -5.63, 0.94]",152.999
"[-92.97, -2.28, -0.47]","[-0.06, -5.63, 0.94]",155.036
"[-92.93, -2.26, -0.49]","[-0.07, -5.63, 0.94]",158.037
"[-92.72, -2.29, -0.58]","[-0.07, -5.64, 0.94]",183.0
"[-92.72, -2.33, -0.57]","[-0.07, -5.65, 0.94]",185.0
"[-92.66, -2.3, -0.58]","[-0.07, -5.64, 0.94]",189.015
"[-92.53, -2.34, -0.56]","[-0.06, -5.64, 0.94]",199.08200000000002
"[-92.5, -2.37, -0.56]","[-0.06, -5.64, 0.95]",208.10500000000002
"[-92.47, -2.36, -0.6]","[-0.06, -5.64, 0.95]",219.129
"[-92.53, -2.37, -0.6]","[-0.06, -5.64, 0.95]",229.056
"[-92.62, -2.37, -0.59]","[-0.07, -5.63, 0.94]",239.097
"[-92.74, -2.31, -0.57]","[-0.06, -5.63, 0.94]",249.087
"[-92.83, -2.33, -0.54]","[-0.07, -5.63, 0.95]",259.089
"[-92.86, -2.33, -0.51]","[-0.06, -5.63, 0.95]",269.093
"[-92.86, -2.32, -0.5]","[-0.07, -5.63, 0.95]",279.09299999999996
"[-92.85, -2.29, -0.5]","[-0.07, -5.63, 0.95]",289.053
"[-92.76, -2.27, -0.53]","[-0.07, -5.64, 0.95]",299.05199999999996
"[-92.68, -2.34, -0.56]","[-0.07, -5.64, 0.95]",309.053
"[-92.61, -2.32, -0.6]","[-0.06, -5.64, 0.95]",319.092
"[-92.58, -2.36, -0.61]","[-0.06, -5.64, 0.95]",329.055
"[-92.55, -2.35, -0.63]","[-0.06, -5.64, 0.95]",339.053
"[-92.56, -2.36, -0.6]","[-0.06, -5.64, 0.95]",349.091
"[-92.65, -2.35, -0.57]","[-0.07, -5.64, 0.95]",359.053
"[-92.71, -2.36, -0.54]","[-0.06, -5.63, 0.95]",369.053
"[-92.74, -2.34, -0.53]","[-0.07, -5.63, 0.95]",379.053
"[-92.79, -2.29, -0.55]","[-0.07, -5.63, 0.94]",392.057
"[-92.82, -2.31, -0.56]","[-0.07, -5.63, 0.94]",399.053
"[-92.79, -2.3, -0.54]","[-0.07, -5.63, 0.94]",409.091
"[-92.75, -2.3, -0.55]","[-0.07, -5.63, 0.94]",419.097
"[-92.7, -2.3, -0.53]","[-0.07, -5.63, 0.94]",429.093
"[-92.64, -2.32, -0.54]","[-0.07, -5.63, 0.94]",439.093
"[-92.64, -2.32, -0.56]","[-0.07, -5.64, 0.95]",449.20500000000004
"[-92.62, -2.31, -0.57]","[-0.07, -5.64, 0.95]",459.063
"[-92.64, -2.34, -0.57]","[-0.07, -5.64, 0.95]",469.06
"[-92.67, -2.36, -0.55]","[-0.07, -5.63, 0.95]",479.057
"[-92.74, -2.35, -0.53]","[-0.07, -5.63, 0.95]",489.087
"[-92.75, -2.34, -0.5]","[-0.07, -5.63, 0.95]",499.053
"[-92.78, -2.32, -0.5]","[-0.08, -5.63, 0.95]",509.21400000000006
"[-92.76, -2.32, -0.5]","[-0.07, -5.63, 0.95]",519.0709999999999
"[-92.76, -2.29, -0.53]","[-0.08, -5.63, 0.94]",529.0500000000001
"[-92.71, -2.33, -0.52]","[-0.08, -5.63, 0.94]",539.221
"[-92.7, -2.28, -0.53]","[-0.08, -5.64, 0.94]",549.212
"[-92.65, -2.31, -0.52]","[-0.08, -5.64, 0.95]",559.0730000000001
"[-92.63, -2.32, -0.52]","[-0.07, -5.64, 0.95]",569.052
"[-92.64, -2.36, -0.53]","[-0.07, -5.64, 0.95]",579.055
"[-92.66, -2.34, -0.53]","[-0.07, -5.64, 0.95]",589.068
"[-92.68, -2.34, -0.53]","[-0.07, -5.64, 0.95]",599.221
"[-92.7, -2.36, -0.52]","[-0.07, -5.63, 0.95]",609.2030000000001
"[-92.72, -2.35, -0.51]","[-0.07, -5.63, 0.95]",619.226
"[-92.73, -2.36, -0.5]","[-0.08, -5.63, 0.95]",629.0519999999999
"[-92.72, -2.34, -0.52]","[-0.08, -5.63, 0.95]",639.064
"[-92.74, -2.3, -0.52]","[-0.08, -5.63, 0.95]",649.216
"[-92.7, -2.3, -0.53]","[-0.08, -5.64, 0.95]",659.067
"[-92.66, -2.32, -0.53]","[-0.08, -5.64, 0.94]",669.227
"[-92.65, -2.31, -0.53]","[-0.08, -5.64, 0.95]",679.052
"[-92.67, -2.33, -0.54]","[-0.08, -5.64, 0.95]",692.093
"[-92.67, -2.31, -0.54]","[-0.08, -5.64, 0.95]",699.1650000000001
"[-92.71, -2.34, -0.54]","[-0.08, -5.64, 0.95]",709.0459999999999
"[-92.7, -2.35, -0.52]","[-0.08, -5.63, 0.95]",719.068
"[-92.77, -2.35, -0.53]","[-0.08, -5.63, 0.95]",729.05
"[-92.73, -2.36, -0.52]","[-0.08, -5.63, 0.95]",739.052
"[-92.74, -2.35, -0.52]","[-0.08, -5.63, 0.95]",749.202
"[-92.7, -2.35, -0.51]","[-0.08, -5.63, 0.95]",759.0519999999999
"[-92.71, -2.3, -0.52]","[-0.08, -5.64, 0.94]",769.193
"[-92.67, -2.29, -0.52]","[-0.08, -5.64, 0.94]",779.0859999999999
"[-92.68, -2.31, -0.52]","[-0.08, -5.64, 0.94]",789.082
"[-92.67, -2.33, -0.51]","[-0.08, -5.64, 0.94]",799.219
"[-92.66, -2.33, -0.52]","[-0.08, -5.64, 0.95]",809.087
"[-92.67, -2.33, -0.52]","[-0.08, -5.64, 0.94]",819.0509999999999
"[-92.7, -2.36, -0.53]","[-0.08, -5.64, 0.95]",829.11
"[-92.73, -2.32, -0.53]","[-0.08, -5.64, 0.95]",839.2389999999999
"[-92.72, -2.36, -0.52]","[-0.08, -5.64, 0.95]",849.058
"[-92.71, -2.34, -0.52]","[-0.08, -5.64, 0.95]",859.242
"[-92.71, -2.33, -0.52]","[-0.08, -5.64, 0.95]",869.211
"[-92.7, -2.36, -0.51]","[-0.08, -5.64, 0.95]",879.1139999999999
"[-92.67, -2.33, -0.54]","[-0.08, -5.64, 0.95]",889.229
"[-92.68, -2.33, -0.53]","[-0.08, -5.64, 0.94]",899.062
"[-92.67, -2.35, -0.52]","[-0.09, -5.64, 0.94]",909.0500000000001
