F,G,time
"[-93.23, -15.68, 19.97]","[1.19, -0.42, 4.46]",10.049000000000001
"[-93.26, -15.77, 19.94]","[1.19, -0.41, 4.48]",10.049000000000001
"[-93.33, -16.15, 20.06]","[1.18, -0.36, 4.56]",17.102
"[-93.52, -16.29, 20.36]","[1.19, -0.34, 4.61]",19.052
"[-93.5, -16.29, 20.4]","[1.2, -0.34, 4.62]",21.05
"[-93.74, -16.54, 20.77]","[1.22, -0.33, 4.66]",33.126000000000005
"[-94.05, -16.83, 21.02]","[1.24, -0.3, 4.7]",41.107
"[-94.29, -17.22, 21.08]","[1.24, -0.26, 4.75]",55.120000000000005
"[-94.36, -17.29, 21.09]","[1.24, -0.25, 4.78]",62.07
"[-94.38, -17.5, 21.19]","[1.25, -0.21, 4.84]",71.11399999999999
"[-94.54, -17.59, 21.4]","[1.26, -0.18, 4.89]",81.114
"[-94.66, -17.72, 21.57]","[1.26, -0.15, 4.92]",90.10600000000001
"[-94.93, -18.02, 21.79]","[1.27, -0.12, 4.96]",101.108
"[-95.06, -18.29, 21.99]","[1.28, -0.09, 4.98]",112.065
"[-95.16, -18.47, 22.11]","[1.29, -0.07, 5.01]",121.067
"[-95.31, -18.64, 22.27]","[1.3, -0.05, 5.05]",131.154
"[-95.46, -18.8, 22.4]","[1.31, -0.01, 5.1]",141.155
"[-95.62, -18.94, 22.5]","[1.32, 0.02, 5.14]",151.10899999999998
"[-95.76, -19.07, 22.66]","[1.33, 0.05, 5.18]",161.06599999999997
"[-95.84, -19.2, 22.84]","[1.34, 0.07, 5.22]",171.17499999999998
"[-95.93, -19.38, 23.03]","[1.36, 0.1, 5.26]",181.188
"[-96.1, -19.54, 23.16]","[1.37, 0.13, 5.29]",190.204
"[-96.25, -19.73, 23.28]","[1.38, 0.15, 5.33]",201.201
"[-96.34, -19.9, 23.42]","[1.39, 0.18, 5.36]",211.117
"[-96.45, -20.01, 23.57]","[1.4, 0.21, 5.4]",221.204
"[-96.55, -20.15, 23.76]","[1.41, 0.24, 5.44]",231.207
"[-96.67, -20.26, 23.85]","[1.43, 0.26, 5.48]",240.143
"[-96.82, -20.47, 24.02]","[1.44, 0.29, 5.51]",251.20399999999998
"[-96.95, -20.61, 24.16]","[1.44, 0.31, 5.55]",261.06
"[-97.05, -20.71, 24.31]","[1.45, 0.34, 5.58]",271.127
"[-97.16, -20.98, 24.49]","[1.47, 0.37, 5.62]",281.18399999999997
"[-97.25, -21.02, 24.56]","[1.47, 0.4, 5.65]",290.19800000000004
"[-97.37, -21.17, 24.72]","[1.49, 0.43, 5.69]",301.196
"[-97.43, -21.34, 24.87]","[1.5, 0.45, 5.72]",312.075
"[-97.55, -21.44, 24.99]","[1.51, 0.48, 5.76]",320.17699999999996
"[-97.64, -21.67, 25.15]","[1.52, 0.51, 5.79]",331.181
"[-97.7, -21.71, 25.23]","[1.53, 0.53, 5.83]",340.171
"[-97.8, -21.98, 25.41]","[1.54, 0.56, 5.87]",351.17900000000003
"[-97.79, -22.04, 25.52]","[1.55, 0.59, 5.9]",361.089
"[-97.86, -22.26, 25.67]","[1.56, 0.62, 5.93]",371.211
"[-97.9, -22.39, 25.75]","[1.57, 0.65, 5.97]",381.213
"[-97.93, -22.52, 25.83]","[1.58, 0.67, 6.0]",390.169
"[-97.92, -22.68, 25.96]","[1.59, 0.69, 6.03]",400.208
"[-97.97, -22.81, 26.07]","[1.6, 0.71, 6.05]",410.058
"[-98.03, -22.94, 26.18]","[1.6, 0.73, 6.08]",420.186
"[-98.05, -23.09, 26.28]","[1.62, 0.76, 6.11]",430.202
"[-98.06, -23.23, 26.37]","[1.63, 0.78, 6.15]",440.193
"[-98.08, -23.38, 26.48]","[1.64, 0.81, 6.19]",450.167
"[-98.12, -23.53, 26.58]","[1.65, 0.83, 6.23]",460.11800000000005
"[-98.13, -23.66, 26.65]","[1.66, 0.85, 6.25]",470.18399999999997
"[-98.16, -23.79, 26.73]","[1.67, 0.88, 6.29]",480.12100000000004
"[-98.19, -23.95, 26.84]","[1.67, 0.9, 6.32]",490.20599999999996
"[-98.18, -24.05, 26.94]","[1.69, 0.92, 6.36]",500.205
"[-98.21, -24.21, 27.06]","[1.7, 0.94, 6.39]",511.099
"[-98.23, -24.34, 27.13]","[1.7, 0.97, 6.42]",520.182
"[-98.24, -24.45, 27.18]","[1.71, 0.98, 6.45]",530.092
"[-98.23, -24.59, 27.27]","[1.71, 1.0, 6.48]",540.2040000000001
"[-98.28, -24.71, 27.36]","[1.72, 1.01, 6.51]",550.205
"[-98.3, -24.8, 27.43]","[1.73, 1.02, 6.53]",561.065
"[-98.31, -24.9, 27.48]","[1.73, 1.04, 6.55]",570.191
"[-98.34, -24.99, 27.52]","[1.74, 1.04, 6.56]",580.127
"[-98.36, -25.04, 27.54]","[1.74, 1.05, 6.58]",592.072
"[-98.38, -25.13, 27.57]","[1.74, 1.06, 6.6]",600.207
"[-98.41, -25.16, 27.6]","[1.74, 1.07, 6.61]",611.057
"[-98.54, -25.2, 27.65]","[1.73, 1.06, 6.62]",620.1379999999999
"[-98.85, -25.06, 27.66]","[1.71, 0.94, 6.64]",630.189
"[-98.62, -25.24, 27.52]","[1.72, 0.91, 6.62]",640.0709999999999
"[-97.73, -25.42, 27.62]","[1.74, 0.91, 6.59]",650.096
"[-98.24, -25.35, 27.38]","[1.73, 0.84, 6.58]",661.067
"[-99.04, -25.02, 27.04]","[1.71, 0.83, 6.57]",670.203
"[-99.11, -24.89, 27.02]","[1.72, 0.89, 6.58]",680.212
"[-98.97, -24.77, 27.16]","[1.72, 0.96, 6.58]",690.178
"[-98.88, -24.68, 27.36]","[1.71, 1.03, 6.58]",700.2009999999999
"[-98.81, -24.67, 27.61]","[1.71, 1.11, 6.58]",711.059
"[-98.81, -24.62, 27.82]","[1.73, 1.16, 6.58]",720.176
"[-98.89, -24.71, 28.02]","[1.74, 1.18, 6.57]",730.208
"[-98.99, -24.82, 27.98]","[1.75, 1.19, 6.57]",740.198
