X,Y,Z,A,B,C,time
300.94,593.71,420.35,-1.92,-1.55,0.3,0.0
300.94,593.71,420.35,-1.92,-1.55,0.3,0.0
300.94,593.71,420.35,-1.92,-1.55,0.3,0.0
300.94,593.71,420.35,-1.92,-1.55,0.3,9.0
300.94,593.71,420.35,-1.92,-1.55,0.3,25.003
300.94,593.71,420.35,-1.92,-1.55,0.3,31.009999999999998
300.94,593.71,420.35,-1.92,-1.55,0.3,49.007000000000005
300.94,593.71,420.35,-1.92,-1.55,0.3,51.088
300.94,593.71,420.35,-1.92,-1.55,0.3,72.093
300.94,593.71,420.35,-1.92,-1.55,0.3,76.00800000000001
300.94,593.71,420.35,-1.92,-1.55,0.3,76.00800000000001
300.94,593.71,420.35,-1.92,-1.55,0.3,87.057
300.94,593.71,420.35,-1.92,-1.55,0.3,97.003
300.94,593.71,420.35,-1.92,-1.55,0.3,107.006
300.94,593.71,420.35,-1.92,-1.55,0.3,117.111
300.94,593.71,420.35,-1.92,-1.55,0.3,127.113
300.94,593.71,420.35,-1.92,-1.55,0.3,137.104
300.94,593.71,420.35,-1.92,-1.55,0.3,147.10999999999999
300.94,593.71,420.35,-1.92,-1.55,0.3,157.01100000000002
300.94,593.71,420.35,-1.92,-1.55,0.3,167.113
300.94,593.71,420.35,-1.92,-1.55,0.3,177.11599999999999
300.94,593.71,420.35,-1.92,-1.55,0.3,187.114
300.94,593.71,420.35,-1.92,-1.55,0.3,197.013
300.94,593.71,420.35,-1.92,-1.55,0.3,207.10600000000002
300.94,593.71,420.35,-1.92,-1.55,0.3,217.10999999999999
300.94,593.71,420.35,-1.92,-1.55,0.3,227.123
300.94,593.71,420.35,-1.92,-1.55,0.3,237.12
300.94,593.71,420.35,-1.92,-1.55,0.3,247.12
300.94,593.71,420.35,-1.92,-1.55,0.3,257.104
300.94,593.71,420.35,-1.92,-1.55,0.3,267.12399999999997
300.94,593.71,420.35,-1.92,-1.55,0.3,277.118
300.94,593.71,420.35,-1.92,-1.55,0.3,287.125
300.94,593.71,420.35,-1.92,-1.55,0.3,297.108
300.94,593.71,420.35,-1.92,-1.55,0.3,309.159
300.94,593.71,420.35,-1.92,-1.55,0.3,316.154
300.94,593.71,420.35,-1.92,-1.55,0.3,326.15
300.94,593.71,420.35,-1.92,-1.55,0.3,337.11999999999995
300.94,593.71,420.35,-1.92,-1.55,0.3,347.12399999999997
300.94,593.71,420.35,-1.92,-1.55,0.3,357.106
300.94,593.71,420.35,-1.92,-1.55,0.3,367.124
300.94,593.71,420.35,-1.92,-1.55,0.3,377.10900000000004
300.94,593.71,420.35,-1.92,-1.55,0.3,387.122
300.94,593.71,420.35,-1.92,-1.55,0.3,397.11999999999995
300.94,593.71,420.35,-1.92,-1.55,0.3,407.111
300.94,593.71,420.35,-1.92,-1.55,0.3,417.118
300.94,593.71,420.35,-1.92,-1.55,0.3,427.123
300.94,593.71,420.35,-1.92,-1.55,0.3,437.103
300.94,593.71,420.35,-1.92,-1.55,0.3,447.125
300.94,593.71,420.35,-1.92,-1.55,0.3,457.112
300.94,593.71,420.35,-1.92,-1.55,0.3,467.121
300.94,593.71,420.35,-1.92,-1.55,0.3,480.009
300.94,593.71,420.35,-1.92,-1.55,0.3,486.153
300.94,593.71,420.35,-1.92,-1.55,0.3,497.01099999999997
300.94,593.71,420.35,-1.92,-1.55,0.3,507.004
300.94,593.71,420.35,-1.92,-1.55,0.3,517.148
300.94,593.71,420.35,-1.92,-1.55,0.3,527.153
300.94,593.71,420.35,-1.92,-1.55,0.3,537.136
300.94,593.71,420.35,-1.92,-1.55,0.3,547.15
300.94,593.71,420.35,-1.92,-1.55,0.3,556.0310000000001
300.94,593.71,420.35,-1.92,-1.55,0.3,567.1500000000001
300.94,593.71,420.35,-1.92,-1.55,0.3,577.149
300.94,593.71,420.35,-1.92,-1.55,0.3,590.0020000000001
300.94,593.71,420.35,-1.92,-1.55,0.3,597.149
300.94,593.71,420.35,-1.92,-1.55,0.3,607.0020000000001
300.94,593.71,420.35,-1.92,-1.55,0.3,617.134
300.94,593.71,420.35,-1.92,-1.55,0.3,626.201
300.94,593.71,420.35,-1.92,-1.55,0.3,637.131
300.94,593.71,420.35,-1.92,-1.55,0.3,646.1940000000001
300.94,593.71,420.35,-1.92,-1.55,0.3,656.033
300.94,593.71,420.35,-1.92,-1.55,0.3,667.15
300.94,593.71,420.35,-1.92,-1.55,0.3,676.178
300.94,593.71,420.35,-1.92,-1.55,0.3,686.187
300.94,593.71,420.35,-1.92,-1.55,0.3,696.1899999999999
300.94,593.71,420.35,-1.92,-1.55,0.3,706.0020000000001
300.94,593.71,420.35,-1.92,-1.55,0.3,716.175
300.94,593.71,420.35,-1.92,-1.55,0.3,726.179
300.94,593.71,420.35,-1.92,-1.55,0.3,736.179
300.94,593.71,420.35,-1.92,-1.55,0.3,746.186
300.94,593.71,420.35,-1.92,-1.55,0.3,756.005
300.94,593.71,420.35,-1.92,-1.55,0.3,766.171
300.94,593.71,420.35,-1.92,-1.55,0.3,776.174
300.94,593.71,420.35,-1.92,-1.55,0.3,786.1740000000001
300.94,593.71,420.35,-1.92,-1.55,0.3,796.0390000000001
300.94,593.71,420.35,-1.92,-1.55,0.3,806.076
300.94,593.71,420.35,-1.92,-1.55,0.3,816.2620000000001
300.94,593.71,420.35,-1.92,-1.55,0.3,826.339
300.94,593.71,420.35,-1.92,-1.55,0.3,836.335
300.94,593.71,420.35,-1.92,-1.55,0.3,846.3380000000001
300.94,593.71,420.35,-1.92,-1.55,0.3,856.146
300.94,593.71,420.35,-1.92,-1.55,0.3,866.336
300.94,593.71,420.35,-1.92,-1.55,0.3,878.334
300.94,593.71,420.35,-1.92,-1.55,0.3,886.3330000000001
300.94,593.71,420.35,-1.92,-1.55,0.3,896.3389999999999
300.94,593.71,420.35,-1.92,-1.55,0.3,906.1510000000001
300.94,593.71,420.35,-1.92,-1.55,0.3,916.334
300.94,593.71,420.35,-1.92,-1.55,0.3,926.338
300.94,593.71,420.35,-1.92,-1.55,0.3,936.333
300.94,593.71,420.35,-1.92,-1.55,0.3,946.502
300.94,593.71,420.35,-1.92,-1.55,0.3,956.384
300.94,593.71,420.35,-1.92,-1.55,0.3,966.383
300.94,593.71,420.35,-1.92,-1.55,0.3,976.496
300.94,593.71,420.35,-1.92,-1.55,0.3,986.389
300.94,593.71,420.35,-1.92,-1.55,0.3,996.384
300.94,593.71,420.35,-1.92,-1.55,0.3,1005.6480000000001
300.94,593.71,420.35,-1.92,-1.55,0.3,1016.6500000000001
300.94,593.71,420.35,-1.92,-1.55,0.3,1025.8339999999998
300.94,593.71,420.35,-1.92,-1.55,0.3,1036.649
300.94,593.71,420.35,-1.92,-1.55,0.3,1045.8220000000001
300.94,593.71,420.35,-1.92,-1.55,0.3,1055.6490000000001
300.94,593.71,420.35,-1.92,-1.55,0.3,1066.657
300.94,593.71,420.35,-1.92,-1.55,0.3,1075.818
300.94,593.71,420.35,-1.92,-1.55,0.3,1085.8220000000001
300.94,593.71,420.35,-1.92,-1.55,0.3,1096.057
300.94,593.71,420.35,-1.92,-1.55,0.3,1105.874
300.94,593.71,420.35,-1.92,-1.55,0.3,1116.057
300.94,593.71,420.35,-1.92,-1.55,0.3,1126.0600000000002
300.94,593.71,420.35,-1.92,-1.55,0.3,1136.047
300.94,593.71,420.35,-1.92,-1.55,0.3,1147.0549999999998
300.94,593.71,420.35,-1.92,-1.55,0.3,1158.876
300.94,593.71,420.35,-1.92,-1.55,0.3,1166.0569999999998
300.94,593.71,420.35,-1.92,-1.55,0.3,1176.058
300.94,593.71,420.35,-1.92,-1.55,0.3,1186.05
300.94,593.71,420.35,-1.92,-1.55,0.3,1196.049
300.94,593.71,420.35,-1.92,-1.55,0.3,1205.8770000000002
300.94,593.71,420.35,-1.92,-1.55,0.3,1216.057
300.94,593.71,420.35,-1.92,-1.55,0.3,1226.052
300.94,593.71,420.35,-1.92,-1.55,0.3,1236.058
300.94,593.71,420.35,-1.92,-1.55,0.3,1246.051
300.94,593.71,420.35,-1.92,-1.55,0.3,1255.896
300.94,593.71,420.35,-1.92,-1.55,0.3,1266.051
300.94,593.71,420.35,-1.92,-1.55,0.3,1276.056
300.94,593.71,420.35,-1.92,-1.55,0.3,1286.057
300.94,593.71,420.35,-1.92,-1.55,0.3,1296.06
300.94,593.71,420.35,-1.92,-1.55,0.3,1307.876
300.94,593.71,420.35,-1.92,-1.55,0.3,1316.057
300.94,593.71,420.35,-1.92,-1.55,0.3,1326.057
300.94,593.71,420.35,-1.92,-1.55,0.3,1336.057
300.94,593.71,420.35,-1.92,-1.55,0.3,1346.055
300.94,593.71,420.35,-1.92,-1.55,0.3,1356.046
300.94,593.71,420.35,-1.92,-1.55,0.3,1366.061
300.94,593.71,420.35,-1.92,-1.55,0.3,1376.048
300.94,593.71,420.35,-1.92,-1.55,0.3,1386.057
300.94,593.71,420.35,-1.92,-1.55,0.3,1395.875
300.94,593.71,420.35,-1.92,-1.55,0.3,1405.875
300.94,593.71,420.35,-1.92,-1.55,0.3,1415.908
300.94,593.71,420.35,-1.92,-1.55,0.3,1425.874
300.94,593.71,420.35,-1.92,-1.55,0.3,1437.9109999999998
300.94,593.71,420.35,-1.92,-1.55,0.3,1445.909
300.94,593.71,420.35,-1.92,-1.55,0.3,1455.9089999999999
300.94,593.71,420.35,-1.92,-1.55,0.3,1465.908
300.94,593.71,420.35,-1.92,-1.55,0.3,1475.873
300.94,593.71,420.35,-1.92,-1.55,0.3,1485.9089999999999
300.94,593.71,420.35,-1.92,-1.55,0.3,1495.908
300.94,593.71,420.35,-1.92,-1.55,0.3,1505.913
300.94,593.71,420.35,-1.92,-1.55,0.3,1515.91
300.94,593.71,420.35,-1.92,-1.55,0.3,1525.9089999999999
300.94,593.71,420.35,-1.92,-1.55,0.3,1535.9080000000001
300.94,593.71,420.35,-1.92,-1.55,0.3,1545.896
300.94,593.71,420.35,-1.92,-1.55,0.3,1555.9080000000001
300.94,593.71,420.35,-1.92,-1.55,0.3,1565.9080000000001
300.94,593.71,420.35,-1.92,-1.55,0.3,1575.909
300.94,593.71,420.35,-1.92,-1.55,0.3,1585.912
300.94,593.71,420.35,-1.92,-1.55,0.3,1596.881
300.94,593.71,420.35,-1.92,-1.55,0.3,1605.9479999999999
300.94,593.71,420.35,-1.92,-1.55,0.3,1615.9289999999999
300.94,593.71,420.35,-1.92,-1.55,0.3,1625.9360000000001
300.94,593.71,420.35,-1.92,-1.55,0.3,1635.9779999999998
300.94,593.71,420.35,-1.92,-1.55,0.3,1645.962
300.94,593.71,420.35,-1.92,-1.55,0.3,1655.885
300.94,593.71,420.35,-1.92,-1.55,0.3,1665.983
300.94,593.71,420.35,-1.92,-1.55,0.3,1675.978
300.94,593.71,420.35,-1.92,-1.55,0.3,1686.025
300.94,593.71,420.35,-1.92,-1.55,0.3,1696.033
300.94,593.71,420.35,-1.92,-1.55,0.3,1706.0249999999999
300.94,593.71,420.35,-1.92,-1.55,0.3,1718.899
300.94,593.71,420.35,-1.92,-1.55,0.3,1726.033
300.94,593.71,420.35,-1.92,-1.55,0.3,1736.033
300.94,593.71,420.35,-1.92,-1.55,0.3,1746.03
300.94,593.71,420.35,-1.92,-1.55,0.3,1756.023
300.94,593.71,420.35,-1.92,-1.55,0.3,1766.0320000000002
300.94,593.71,420.35,-1.92,-1.55,0.3,1776.0339999999999
