F,G,time
"[-91.96, -3.01, -0.55]","[-0.41, -5.77, 0.85]",7.001
"[-91.86, -2.96, -0.56]","[-0.4, -5.76, 0.85]",11.046999999999999
"[-91.78, -2.98, -0.59]","[-0.39, -5.76, 0.85]",21.034
"[-91.73, -2.97, -0.61]","[-0.4, -5.76, 0.85]",31.003
"[-91.77, -2.96, -0.63]","[-0.39, -5.76, 0.85]",41.04
"[-91.74, -2.99, -0.62]","[-0.39, -5.75, 0.85]",51.089000000000006
"[-91.79, -3.02, -0.63]","[-0.38, -5.74, 0.85]",61.089999999999996
"[-91.83, -3.02, -0.63]","[-0.38, -5.74, 0.85]",70.965
"[-91.9, -3.06, -0.64]","[-0.37, -5.73, 0.85]",81.062
"[-91.89, -3.06, -0.63]","[-0.37, -5.73, 0.85]",91.012
"[-91.97, -3.08, -0.61]","[-0.38, -5.72, 0.85]",101.131
"[-91.96, -3.08, -0.59]","[-0.37, -5.72, 0.84]",113.968
"[-91.99, -3.06, -0.58]","[-0.37, -5.72, 0.84]",120.964
"[-91.97, -3.01, -0.58]","[-0.37, -5.72, 0.85]",130.67000000000002
"[-91.9, -2.93, -0.57]","[-0.36, -5.72, 0.85]",157.78900000000002
"[-91.93, -2.93, -0.58]","[-0.36, -5.72, 0.85]",160.851
"[-91.91, -2.93, -0.58]","[-0.36, -5.72, 0.85]",161.832
"[-91.93, -2.93, -0.56]","[-0.36, -5.72, 0.85]",202.824
"[-91.98, -2.98, -0.55]","[-0.35, -5.72, 0.85]",204.686
"[-92.0, -2.99, -0.56]","[-0.36, -5.71, 0.85]",206.672
"[-91.96, -3.0, -0.54]","[-0.36, -5.71, 0.85]",208.72
"[-92.01, -3.01, -0.56]","[-0.36, -5.71, 0.85]",210.67600000000002
"[-92.05, -3.04, -0.55]","[-0.36, -5.71, 0.85]",220.686
"[-92.05, -3.05, -0.53]","[-0.36, -5.7, 0.85]",237.798
"[-92.09, -3.05, -0.55]","[-0.36, -5.71, 0.85]",240.82999999999998
"[-92.09, -3.08, -0.57]","[-0.36, -5.71, 0.85]",250.81599999999997
"[-92.07, -3.05, -0.56]","[-0.36, -5.71, 0.84]",260.819
"[-92.02, -3.03, -0.56]","[-0.35, -5.71, 0.84]",270.81
"[-91.97, -2.99, -0.58]","[-0.35, -5.71, 0.84]",280.817
"[-92.0, -2.97, -0.57]","[-0.35, -5.71, 0.85]",290.82000000000005
"[-91.98, -2.92, -0.57]","[-0.35, -5.71, 0.85]",300.816
"[-91.92, -2.93, -0.58]","[-0.34, -5.71, 0.85]",310.821
"[-91.96, -2.92, -0.56]","[-0.34, -5.71, 0.85]",320.818
"[-91.99, -2.93, -0.55]","[-0.34, -5.71, 0.85]",330.823
"[-92.0, -2.92, -0.55]","[-0.34, -5.71, 0.86]",340.82099999999997
"[-91.99, -2.96, -0.54]","[-0.34, -5.7, 0.86]",350.82
"[-92.01, -2.96, -0.54]","[-0.34, -5.7, 0.86]",360.82599999999996
"[-92.0, -2.97, -0.56]","[-0.34, -5.7, 0.86]",370.82
"[-92.03, -2.98, -0.56]","[-0.34, -5.7, 0.86]",380.827
"[-92.0, -2.97, -0.55]","[-0.33, -5.7, 0.86]",393.81300000000005
"[-91.94, -2.98, -0.58]","[-0.34, -5.7, 0.86]",400.81600000000003
"[-91.94, -2.93, -0.58]","[-0.33, -5.7, 0.86]",410.824
"[-91.93, -2.9, -0.57]","[-0.33, -5.7, 0.86]",420.825
"[-91.93, -2.92, -0.57]","[-0.33, -5.7, 0.86]",430.816
"[-91.96, -2.91, -0.56]","[-0.33, -5.7, 0.86]",440.82
"[-91.96, -2.94, -0.55]","[-0.33, -5.7, 0.86]",450.82
"[-92.0, -2.95, -0.53]","[-0.33, -5.69, 0.86]",460.82099999999997
"[-92.03, -2.94, -0.54]","[-0.33, -5.69, 0.86]",470.83000000000004
"[-91.99, -2.94, -0.54]","[-0.33, -5.69, 0.86]",480.81600000000003
"[-92.08, -2.96, -0.54]","[-0.33, -5.69, 0.86]",490.822
"[-92.06, -2.98, -0.54]","[-0.33, -5.69, 0.86]",500.83200000000005
"[-92.06, -2.99, -0.54]","[-0.33, -5.69, 0.86]",510.813
"[-92.05, -2.98, -0.55]","[-0.33, -5.69, 0.86]",520.826
"[-92.02, -2.96, -0.54]","[-0.33, -5.69, 0.86]",530.827
"[-92.03, -2.98, -0.56]","[-0.33, -5.69, 0.86]",540.8389999999999
"[-92.0, -2.99, -0.54]","[-0.33, -5.69, 0.86]",550.8159999999999
"[-92.04, -2.95, -0.52]","[-0.33, -5.69, 0.85]",560.819
