F,G,time
"[-92.17, -2.75, -0.47]","[-0.15, -5.61, 0.89]",0.9990000000000001
"[-92.14, -2.72, -0.53]","[-0.17, -5.6, 0.89]",6.9959999999999996
"[-92.25, -2.7, -0.57]","[-0.17, -5.59, 0.89]",16.002
"[-92.52, -2.71, -0.59]","[-0.18, -5.58, 0.89]",28.005
"[-92.81, -2.75, -0.56]","[-0.18, -5.58, 0.9]",36.022
"[-93.04, -2.74, -0.43]","[-0.18, -5.58, 0.9]",46.022
"[-93.3, -2.72, -0.27]","[-0.19, -5.57, 0.9]",56.038
"[-93.39, -2.73, -0.13]","[-0.18, -5.58, 0.9]",66.043
"[-93.29, -2.75, -0.17]","[-0.19, -5.58, 0.9]",76.041
"[-93.19, -2.79, -0.31]","[-0.19, -5.59, 0.91]",86.037
"[-92.97, -2.82, -0.46]","[-0.2, -5.6, 0.9]",96.038
"[-92.65, -2.83, -0.54]","[-0.2, -5.6, 0.9]",106.04299999999999
"[-92.45, -2.78, -0.59]","[-0.21, -5.6, 0.89]",116.037
"[-92.34, -2.78, -0.53]","[-0.2, -5.59, 0.89]",137.00699999999998
"[-92.32, -2.79, -0.5]","[-0.19, -5.58, 0.89]",139.037
"[-92.39, -2.79, -0.47]","[-0.19, -5.57, 0.89]",146.037
"[-92.63, -2.79, -0.44]","[-0.2, -5.57, 0.9]",172.042
"[-93.09, -2.77, -0.41]","[-0.21, -5.56, 0.9]",174.043
"[-93.12, -2.77, -0.42]","[-0.21, -5.56, 0.9]",176.048
"[-93.3, -2.78, -0.36]","[-0.21, -5.56, 0.9]",186.042
"[-93.36, -2.79, -0.32]","[-0.21, -5.57, 0.9]",196.0
"[-93.12, -2.8, -0.29]","[-0.21, -5.58, 0.9]",213.04500000000002
"[-93.11, -2.83, -0.3]","[-0.21, -5.58, 0.9]",216.142
"[-92.9, -2.8, -0.32]","[-0.21, -5.58, 0.9]",226.14999999999998
"[-92.7, -2.79, -0.39]","[-0.21, -5.59, 0.89]",236.151
"[-92.52, -2.78, -0.5]","[-0.22, -5.59, 0.89]",245.99699999999999
"[-92.46, -2.83, -0.56]","[-0.22, -5.59, 0.89]",255.99899999999997
"[-92.47, -2.83, -0.55]","[-0.21, -5.59, 0.89]",266.032
"[-92.6, -2.82, -0.49]","[-0.21, -5.58, 0.89]",276.032
"[-92.77, -2.84, -0.37]","[-0.21, -5.57, 0.9]",286.03299999999996
"[-92.95, -2.78, -0.3]","[-0.21, -5.56, 0.9]",296.031
