F,G,time
"[-92.13, -2.58, -0.99]","[-0.28, -5.65, 0.87]",10.0
"[-92.09, -2.6, -0.99]","[-0.27, -5.65, 0.87]",13.010000000000002
"[-92.17, -2.59, -0.99]","[-0.27, -5.64, 0.87]",15.010000000000002
"[-92.06, -2.6, -1.07]","[-0.27, -5.66, 0.87]",60.007999999999996
"[-91.86, -2.55, -1.06]","[-0.26, -5.65, 0.86]",62.046
"[-91.87, -2.56, -1.08]","[-0.26, -5.65, 0.86]",64.106
"[-91.85, -2.54, -1.07]","[-0.26, -5.66, 0.86]",66.106
"[-91.81, -2.55, -1.06]","[-0.26, -5.65, 0.86]",80.001
"[-91.78, -2.53, -1.05]","[-0.26, -5.66, 0.86]",85.152
"[-91.83, -2.5, -1.04]","[-0.26, -5.66, 0.86]",87.01599999999999
"[-91.86, -2.5, -1.04]","[-0.26, -5.65, 0.86]",95.016
"[-91.87, -2.52, -1.08]","[-0.26, -5.66, 0.86]",105.035
"[-91.96, -2.5, -1.06]","[-0.26, -5.66, 0.86]",115.012
"[-92.0, -2.52, -1.02]","[-0.26, -5.65, 0.86]",125.18599999999999
"[-92.02, -2.56, -1.02]","[-0.27, -5.65, 0.86]",135.01
"[-92.03, -2.56, -1.02]","[-0.26, -5.65, 0.86]",145.00199999999998
"[-91.99, -2.58, -1.04]","[-0.26, -5.65, 0.86]",164.00500000000002
"[-91.95, -2.59, -1.06]","[-0.26, -5.65, 0.86]",165.002
"[-91.95, -2.56, -1.08]","[-0.26, -5.65, 0.86]",175.041
"[-91.95, -2.55, -1.11]","[-0.26, -5.65, 0.86]",185.001
"[-91.93, -2.54, -1.11]","[-0.25, -5.65, 0.86]",195.02
"[-91.86, -2.53, -1.09]","[-0.25, -5.65, 0.86]",205.01
"[-91.89, -2.54, -1.05]","[-0.26, -5.65, 0.86]",215.004
"[-91.92, -2.55, -1.05]","[-0.26, -5.65, 0.86]",225.018
"[-91.93, -2.53, -1.02]","[-0.26, -5.65, 0.86]",235.004
"[-91.97, -2.53, -1.02]","[-0.26, -5.65, 0.86]",246.01700000000002
"[-92.01, -2.53, -1.0]","[-0.26, -5.65, 0.86]",255.00400000000002
"[-92.03, -2.54, -1.02]","[-0.26, -5.65, 0.86]",265.026
"[-91.98, -2.54, -1.03]","[-0.26, -5.65, 0.86]",275.017
"[-91.97, -2.53, -1.01]","[-0.26, -5.65, 0.86]",285.003
"[-91.96, -2.52, -1.03]","[-0.25, -5.65, 0.86]",294.408
"[-91.92, -2.55, -1.06]","[-0.25, -5.65, 0.86]",304.407
"[-91.9, -2.51, -1.05]","[-0.25, -5.65, 0.86]",314.41
"[-91.9, -2.52, -1.05]","[-0.24, -5.65, 0.86]",324.407
"[-91.91, -2.5, -1.05]","[-0.25, -5.65, 0.86]",334.373
"[-91.93, -2.51, -1.06]","[-0.25, -5.65, 0.86]",345.375
"[-91.99, -2.5, -1.03]","[-0.25, -5.65, 0.86]",357.562
"[-92.0, -2.54, -1.02]","[-0.25, -5.64, 0.86]",365.502
"[-91.99, -2.53, -0.98]","[-0.25, -5.64, 0.86]",374.55
"[-92.01, -2.55, -0.99]","[-0.25, -5.65, 0.86]",384.541
"[-91.98, -2.51, -0.98]","[-0.25, -5.64, 0.86]",394.553
"[-91.98, -2.55, -1.01]","[-0.25, -5.65, 0.86]",404.545
"[-91.96, -2.55, -1.0]","[-0.25, -5.64, 0.86]",414.55199999999996
"[-91.98, -2.56, -1.0]","[-0.25, -5.64, 0.86]",425.379
"[-91.96, -2.55, -0.98]","[-0.25, -5.64, 0.86]",434.539
"[-91.98, -2.55, -0.98]","[-0.25, -5.64, 0.86]",444.552
"[-91.96, -2.56, -0.98]","[-0.25, -5.64, 0.86]",454.54499999999996
"[-91.98, -2.56, -0.98]","[-0.25, -5.64, 0.86]",464.552
"[-91.98, -2.57, -0.99]","[-0.25, -5.64, 0.86]",475.38599999999997
"[-92.01, -2.56, -0.99]","[-0.25, -5.64, 0.86]",485.391
"[-92.01, -2.55, -0.97]","[-0.25, -5.64, 0.86]",494.424
"[-92.03, -2.56, -0.97]","[-0.25, -5.64, 0.86]",505.391
"[-92.02, -2.56, -0.97]","[-0.25, -5.64, 0.86]",515.38
"[-92.0, -2.55, -0.95]","[-0.25, -5.64, 0.86]",525.377
"[-92.01, -2.57, -0.95]","[-0.25, -5.64, 0.86]",534.5459999999999
"[-92.01, -2.56, -0.95]","[-0.25, -5.64, 0.86]",545.418
"[-91.99, -2.59, -0.96]","[-0.25, -5.64, 0.86]",555.375
"[-91.98, -2.55, -0.96]","[-0.25, -5.64, 0.86]",564.558
"[-92.0, -2.57, -0.96]","[-0.24, -5.64, 0.86]",574.545
"[-91.98, -2.58, -0.95]","[-0.25, -5.64, 0.86]",584.549
"[-92.05, -2.59, -0.93]","[-0.25, -5.64, 0.86]",595.375
"[-91.99, -2.6, -0.94]","[-0.25, -5.64, 0.86]",605.384
"[-92.02, -2.58, -0.94]","[-0.25, -5.64, 0.86]",614.546
"[-92.05, -2.59, -0.96]","[-0.25, -5.64, 0.86]",625.3760000000001
"[-92.02, -2.58, -0.95]","[-0.25, -5.64, 0.86]",635.375
"[-91.99, -2.57, -0.96]","[-0.25, -5.64, 0.86]",647.547
"[-92.03, -2.56, -0.94]","[-0.25, -5.64, 0.86]",654.548
"[-92.02, -2.56, -0.94]","[-0.24, -5.64, 0.86]",665.4879999999999
"[-92.01, -2.56, -0.94]","[-0.24, -5.63, 0.86]",674.631
"[-92.02, -2.55, -0.95]","[-0.25, -5.64, 0.86]",684.754
"[-92.0, -2.55, -0.97]","[-0.24, -5.63, 0.86]",694.971
"[-92.0, -2.59, -0.97]","[-0.24, -5.63, 0.86]",704.8389999999999
"[-92.0, -2.58, -0.94]","[-0.24, -5.63, 0.86]",714.858
"[-92.04, -2.58, -0.94]","[-0.24, -5.63, 0.86]",724.8599999999999
"[-92.02, -2.58, -0.94]","[-0.24, -5.63, 0.86]",734.857
"[-92.06, -2.56, -0.93]","[-0.24, -5.63, 0.86]",744.856
"[-92.03, -2.57, -0.93]","[-0.24, -5.63, 0.86]",754.8679999999999
"[-92.06, -2.56, -0.95]","[-0.24, -5.63, 0.86]",764.879
"[-92.03, -2.57, -0.94]","[-0.24, -5.63, 0.86]",774.884
"[-92.04, -2.56, -0.94]","[-0.24, -5.63, 0.86]",785.019
"[-92.02, -2.55, -0.92]","[-0.24, -5.63, 0.86]",794.879
"[-92.0, -2.56, -0.92]","[-0.24, -5.63, 0.86]",804.855
"[-91.98, -2.58, -0.93]","[-0.24, -5.63, 0.86]",814.8570000000001
"[-92.04, -2.56, -0.94]","[-0.24, -5.63, 0.86]",824.8539999999999
"[-92.08, -2.55, -0.96]","[-0.24, -5.63, 0.86]",834.857
"[-92.05, -2.55, -0.93]","[-0.24, -5.63, 0.86]",844.854
"[-92.03, -2.56, -0.94]","[-0.24, -5.63, 0.86]",854.8670000000001
"[-92.06, -2.58, -0.95]","[-0.24, -5.63, 0.86]",865.0139999999999
"[-92.05, -2.57, -0.92]","[-0.24, -5.63, 0.86]",874.854
"[-92.05, -2.59, -0.93]","[-0.24, -5.63, 0.86]",884.854
"[-92.06, -2.59, -0.95]","[-0.24, -5.63, 0.86]",894.8580000000001
"[-92.04, -2.55, -0.93]","[-0.24, -5.63, 0.86]",904.867
"[-92.06, -2.56, -0.93]","[-0.24, -5.63, 0.86]",914.851
"[-92.04, -2.57, -0.92]","[-0.24, -5.63, 0.86]",926.858
"[-92.02, -2.57, -0.92]","[-0.24, -5.63, 0.86]",934.874
"[-92.04, -2.59, -0.92]","[-0.24, -5.63, 0.86]",945.044
"[-92.04, -2.56, -0.92]","[-0.24, -5.63, 0.86]",954.863
"[-92.04, -2.54, -0.93]","[-0.24, -5.63, 0.86]",965.014
"[-92.08, -2.57, -0.93]","[-0.24, -5.63, 0.86]",974.857
"[-92.04, -2.58, -0.93]","[-0.24, -5.63, 0.86]",984.857
"[-92.04, -2.57, -0.94]","[-0.24, -5.63, 0.86]",994.861
"[-92.02, -2.58, -0.94]","[-0.24, -5.63, 0.86]",1004.855
"[-92.07, -2.59, -0.93]","[-0.24, -5.63, 0.86]",1015.026
"[-92.05, -2.55, -0.93]","[-0.24, -5.63, 0.86]",1025.852
"[-92.02, -2.56, -0.93]","[-0.24, -5.63, 0.86]",1034.861
"[-92.07, -2.56, -0.93]","[-0.23, -5.63, 0.86]",1044.886
"[-92.03, -2.55, -0.94]","[-0.24, -5.63, 0.86]",1054.857
"[-92.02, -2.54, -0.95]","[-0.24, -5.63, 0.86]",1065.01
"[-92.07, -2.53, -0.94]","[-0.24, -5.63, 0.86]",1074.857
"[-92.05, -2.56, -0.95]","[-0.24, -5.63, 0.86]",1084.8580000000002
"[-92.08, -2.56, -0.96]","[-0.23, -5.63, 0.86]",1094.862
"[-92.04, -2.54, -0.95]","[-0.24, -5.63, 0.86]",1104.854
"[-92.05, -2.54, -0.96]","[-0.23, -5.63, 0.86]",1114.853
"[-92.04, -2.54, -0.95]","[-0.24, -5.63, 0.86]",1124.856
"[-92.04, -2.54, -0.94]","[-0.24, -5.63, 0.86]",1134.857
"[-92.01, -2.58, -0.97]","[-0.23, -5.63, 0.86]",1144.9089999999999
"[-92.04, -2.54, -0.95]","[-0.24, -5.63, 0.86]",1154.862
"[-92.02, -2.54, -0.96]","[-0.23, -5.63, 0.86]",1164.882
"[-92.05, -2.56, -0.97]","[-0.23, -5.63, 0.86]",1174.875
"[-92.05, -2.57, -0.97]","[-0.24, -5.63, 0.86]",1185.02
"[-92.03, -2.51, -0.95]","[-0.23, -5.63, 0.86]",1195.046
"[-92.06, -2.53, -0.95]","[-0.24, -5.63, 0.86]",1205.012
"[-92.07, -2.52, -0.94]","[-0.23, -5.63, 0.86]",1216.854
"[-92.09, -2.56, -0.97]","[-0.23, -5.63, 0.87]",1224.8509999999999
"[-92.0, -2.54, -0.95]","[-0.23, -5.62, 0.87]",1234.889
"[-92.03, -2.52, -0.94]","[-0.23, -5.62, 0.87]",1244.8509999999999
"[-92.04, -2.54, -0.95]","[-0.23, -5.62, 0.87]",1254.8539999999998
"[-92.06, -2.53, -0.94]","[-0.23, -5.62, 0.87]",1265.015
"[-92.06, -2.53, -0.95]","[-0.23, -5.63, 0.87]",1274.8509999999999
"[-92.07, -2.52, -0.95]","[-0.23, -5.63, 0.87]",1284.854
"[-92.1, -2.52, -0.96]","[-0.23, -5.62, 0.87]",1294.8500000000001
"[-92.08, -2.53, -0.95]","[-0.23, -5.62, 0.87]",1304.854
"[-92.05, -2.52, -0.94]","[-0.23, -5.62, 0.87]",1314.866
"[-92.05, -2.51, -0.94]","[-0.23, -5.62, 0.87]",1324.854
"[-92.06, -2.56, -0.96]","[-0.23, -5.62, 0.87]",1334.854
"[-92.07, -2.56, -0.97]","[-0.23, -5.62, 0.87]",1344.859
"[-92.07, -2.53, -0.95]","[-0.23, -5.62, 0.87]",1354.854
"[-92.04, -2.52, -0.95]","[-0.23, -5.62, 0.87]",1365.012
"[-92.07, -2.51, -0.95]","[-0.23, -5.62, 0.87]",1374.858
"[-92.09, -2.55, -0.98]","[-0.23, -5.62, 0.87]",1385.014
"[-92.09, -2.51, -0.96]","[-0.23, -5.62, 0.87]",1394.896
"[-92.06, -2.53, -0.96]","[-0.23, -5.62, 0.87]",1405.058
"[-92.1, -2.53, -0.97]","[-0.23, -5.62, 0.87]",1414.906
"[-92.08, -2.5, -0.95]","[-0.23, -5.62, 0.87]",1424.913
"[-92.06, -2.53, -0.95]","[-0.23, -5.62, 0.87]",1434.9050000000002
"[-92.08, -2.51, -0.96]","[-0.23, -5.62, 0.87]",1445.066
