X,Y,Z,A,B,C,time
-87.02,641.03,418.89,-1.93,-1.55,0.31,0.0
-87.02,641.03,418.89,-1.93,-1.55,0.31,10.003
-87.02,641.03,418.89,-1.93,-1.55,0.31,18.005
-87.02,641.03,418.89,-1.93,-1.55,0.31,48.010999999999996
-87.02,641.03,418.89,-1.93,-1.55,0.31,50.007999999999996
-87.02,641.03,418.89,-1.93,-1.55,0.31,52.015
-87.02,641.03,418.89,-1.93,-1.55,0.31,85.006
-87.02,641.03,418.89,-1.93,-1.55,0.31,87.01100000000001
-87.02,641.03,418.89,-1.93,-1.55,0.31,89.012
-87.02,641.03,418.89,-1.93,-1.55,0.31,91.00999999999999
-87.02,641.03,418.89,-1.93,-1.55,0.31,124.007
-87.02,641.03,418.89,-1.93,-1.55,0.31,126.003
-87.02,641.03,418.89,-1.93,-1.55,0.31,127.01899999999999
-87.02,641.03,418.89,-1.93,-1.55,0.31,130.008
-87.02,641.03,418.89,-1.93,-1.55,0.31,167.00400000000002
-87.02,641.03,418.89,-1.93,-1.55,0.31,169.07
-87.02,641.03,418.89,-1.93,-1.55,0.31,171.02
-87.02,641.03,418.89,-1.93,-1.55,0.31,172.07
-87.02,641.03,418.89,-1.93,-1.55,0.31,178.07
-87.02,641.03,418.89,-1.93,-1.55,0.31,225.007
-87.02,641.03,418.89,-1.93,-1.55,0.31,226.02
-87.02,641.03,418.89,-1.93,-1.55,0.31,228.01
-87.02,641.03,418.89,-1.93,-1.55,0.31,230.044
-87.02,641.03,418.89,-1.93,-1.55,0.31,232.006
-87.02,641.03,418.89,-1.93,-1.55,0.31,238.06
-87.02,641.03,418.89,-1.93,-1.55,0.31,249.005
-87.02,641.03,418.89,-1.93,-1.55,0.31,258.06
-87.02,641.03,418.89,-1.93,-1.55,0.31,268.06
-87.02,641.03,418.89,-1.93,-1.55,0.31,279.005
-87.02,641.03,418.89,-1.93,-1.55,0.31,288.063
-87.02,641.03,418.89,-1.93,-1.55,0.31,298.06300000000005
-87.02,641.03,418.89,-1.93,-1.55,0.31,308.043
-87.02,641.03,418.89,-1.93,-1.55,0.31,318.044
-87.02,641.03,418.88,-1.93,-1.55,0.31,328.005
-87.02,641.03,418.88,-1.93,-1.55,0.31,339.009
-87.02,641.03,418.88,-1.93,-1.55,0.31,348.043
-87.02,641.03,418.88,-1.93,-1.55,0.31,358.046
-87.02,641.03,418.88,-1.93,-1.55,0.31,368.039
-87.02,641.03,418.88,-1.93,-1.55,0.31,378.038
-87.02,641.03,418.88,-1.93,-1.55,0.31,388.043
-87.02,641.03,418.88,-1.93,-1.55,0.31,401.046
-87.02,641.03,418.88,-1.93,-1.55,0.31,408.04
-87.02,641.03,418.88,-1.93,-1.55,0.31,418.045
-87.02,641.03,418.88,-1.93,-1.55,0.31,428.043
-87.02,641.03,418.88,-1.93,-1.55,0.31,438.046
-87.02,641.03,418.88,-1.93,-1.55,0.31,448.043
-87.02,641.03,418.88,-1.93,-1.55,0.31,458.046
-87.02,641.03,418.88,-1.93,-1.55,0.31,468.04400000000004
