F,G,time
"[-93.27, -4.3, -0.55]","[-0.99, -5.53, 0.65]",0.0
"[-93.05, -4.3, -0.59]","[-0.99, -5.52, 0.65]",5.989999999999999
"[-92.77, -4.3, -0.6]","[-0.98, -5.51, 0.65]",15.007
"[-92.51, -4.34, -0.62]","[-0.98, -5.5, 0.65]",24.998
"[-92.41, -4.34, -0.65]","[-0.97, -5.5, 0.65]",34.92
"[-92.44, -4.35, -0.71]","[-0.97, -5.5, 0.65]",44.94
"[-92.48, -4.36, -0.75]","[-0.97, -5.5, 0.65]",54.977
"[-92.62, -4.35, -0.71]","[-0.97, -5.5, 0.65]",64.93599999999999
"[-92.84, -4.36, -0.58]","[-0.97, -5.5, 0.65]",74.976
"[-93.03, -4.38, -0.42]","[-0.96, -5.51, 0.65]",84.975
"[-93.17, -4.38, -0.28]","[-0.96, -5.5, 0.66]",97.96100000000001
"[-93.25, -4.34, -0.23]","[-0.95, -5.51, 0.66]",104.92
"[-93.17, -4.31, -0.28]","[-0.96, -5.51, 0.65]",114.965
"[-93.09, -4.31, -0.43]","[-0.96, -5.51, 0.65]",124.921
"[-92.83, -4.25, -0.67]","[-0.96, -5.51, 0.65]",140.956
"[-92.73, -4.3, -0.73]","[-0.96, -5.51, 0.65]",144.959
"[-92.57, -4.25, -0.75]","[-0.96, -5.5, 0.65]",154.921
"[-92.5, -4.29, -0.71]","[-0.95, -5.5, 0.65]",164.97
"[-92.49, -4.3, -0.65]","[-0.95, -5.49, 0.65]",174.96900000000002
"[-92.58, -4.26, -0.63]","[-0.94, -5.5, 0.65]",184.963
"[-92.75, -4.32, -0.61]","[-0.95, -5.5, 0.65]",194.96099999999998
"[-92.88, -4.3, -0.55]","[-0.94, -5.5, 0.65]",204.96900000000002
"[-93.03, -4.29, -0.47]","[-0.94, -5.5, 0.65]",214.969
"[-93.13, -4.33, -0.42]","[-0.94, -5.51, 0.66]",224.972
"[-93.17, -4.29, -0.39]","[-0.94, -5.51, 0.65]",234.926
"[-93.14, -4.3, -0.43]","[-0.94, -5.5, 0.65]",244.92600000000002
"[-93.04, -4.27, -0.53]","[-0.94, -5.5, 0.65]",254.969
"[-92.88, -4.27, -0.66]","[-0.94, -5.51, 0.65]",264.962
"[-92.76, -4.28, -0.76]","[-0.94, -5.5, 0.65]",276.92499999999995
"[-92.68, -4.26, -0.81]","[-0.95, -5.5, 0.65]",284.981
"[-92.62, -4.25, -0.8]","[-0.94, -5.5, 0.65]",294.933
"[-92.64, -4.3, -0.73]","[-0.94, -5.5, 0.65]",304.96099999999996
"[-92.72, -4.32, -0.65]","[-0.94, -5.5, 0.65]",314.96000000000004
"[-92.86, -4.31, -0.59]","[-0.94, -5.5, 0.66]",324.95
"[-93.0, -4.31, -0.53]","[-0.94, -5.5, 0.65]",334.928
"[-93.03, -4.33, -0.49]","[-0.94, -5.5, 0.65]",344.95599999999996
"[-93.11, -4.3, -0.44]","[-0.94, -5.5, 0.65]",354.943
"[-93.08, -4.31, -0.46]","[-0.94, -5.5, 0.65]",364.945
"[-93.0, -4.28, -0.51]","[-0.95, -5.5, 0.65]",376.93
"[-92.92, -4.27, -0.57]","[-0.94, -5.5, 0.65]",384.943
"[-92.82, -4.28, -0.65]","[-0.95, -5.5, 0.65]",394.929
"[-92.77, -4.26, -0.71]","[-0.95, -5.5, 0.65]",404.92699999999996
"[-92.73, -4.31, -0.74]","[-0.95, -5.5, 0.65]",414.93
"[-92.73, -4.3, -0.74]","[-0.94, -5.5, 0.65]",424.94399999999996
"[-92.76, -4.3, -0.72]","[-0.94, -5.5, 0.65]",435.06600000000003
"[-92.79, -4.31, -0.62]","[-0.94, -5.5, 0.65]",445.08
"[-92.89, -4.35, -0.56]","[-0.94, -5.5, 0.66]",455.001
"[-92.93, -4.31, -0.51]","[-0.94, -5.5, 0.66]",465.018
"[-93.0, -4.32, -0.48]","[-0.94, -5.5, 0.66]",475.02
"[-93.01, -4.32, -0.46]","[-0.94, -5.5, 0.66]",485.043
"[-93.0, -4.33, -0.48]","[-0.94, -5.5, 0.65]",495.931
"[-92.89, -4.32, -0.53]","[-0.94, -5.5, 0.65]",504.927
"[-92.84, -4.26, -0.58]","[-0.94, -5.5, 0.65]",514.9200000000001
"[-92.8, -4.24, -0.62]","[-0.94, -5.5, 0.65]",524.9350000000001
"[-92.77, -4.26, -0.66]","[-0.94, -5.5, 0.65]",535.01
"[-92.73, -4.32, -0.68]","[-0.94, -5.5, 0.65]",545.928
"[-92.76, -4.28, -0.66]","[-0.94, -5.5, 0.66]",554.9399999999999
"[-92.81, -4.29, -0.62]","[-0.94, -5.5, 0.66]",564.924
"[-92.92, -4.34, -0.58]","[-0.94, -5.5, 0.66]",574.9929999999999
"[-92.93, -4.32, -0.51]","[-0.94, -5.5, 0.66]",585.0889999999999
"[-92.97, -4.34, -0.48]","[-0.94, -5.5, 0.66]",594.9219999999999
"[-92.96, -4.3, -0.47]","[-0.94, -5.5, 0.66]",604.935
"[-92.94, -4.31, -0.49]","[-0.94, -5.5, 0.66]",615.07
"[-92.9, -4.28, -0.51]","[-0.94, -5.5, 0.65]",624.953
"[-92.91, -4.25, -0.54]","[-0.94, -5.5, 0.65]",635.005
"[-92.84, -4.28, -0.59]","[-0.94, -5.5, 0.65]",645.922
"[-92.83, -4.27, -0.62]","[-0.94, -5.5, 0.65]",656.9390000000001
"[-92.76, -4.25, -0.62]","[-0.94, -5.5, 0.65]",664.922
"[-92.81, -4.28, -0.62]","[-0.93, -5.5, 0.66]",675.053
"[-92.86, -4.3, -0.6]","[-0.93, -5.5, 0.66]",685.074
"[-92.91, -4.32, -0.57]","[-0.93, -5.5, 0.66]",694.967
"[-92.9, -4.29, -0.53]","[-0.93, -5.5, 0.66]",705.0110000000001
"[-92.92, -4.3, -0.51]","[-0.93, -5.5, 0.66]",714.9219999999999
"[-92.95, -4.28, -0.49]","[-0.93, -5.5, 0.66]",725.03
"[-92.86, -4.28, -0.5]","[-0.93, -5.5, 0.66]",734.936
"[-92.87, -4.29, -0.52]","[-0.93, -5.5, 0.66]",745.923
"[-92.85, -4.27, -0.56]","[-0.93, -5.5, 0.65]",755.002
"[-92.81, -4.26, -0.57]","[-0.93, -5.5, 0.65]",775.018
"[-92.81, -4.26, -0.6]","[-0.94, -5.5, 0.65]",776.9970000000001
"[-92.83, -4.28, -0.59]","[-0.93, -5.5, 0.65]",784.945
"[-92.82, -4.28, -0.56]","[-0.93, -5.5, 0.65]",794.917
"[-92.86, -4.3, -0.56]","[-0.93, -5.5, 0.66]",805.03
"[-92.88, -4.29, -0.55]","[-0.93, -5.5, 0.66]",815.035
"[-92.87, -4.3, -0.52]","[-0.93, -5.5, 0.66]",824.92
"[-92.9, -4.3, -0.51]","[-0.93, -5.5, 0.66]",834.92
"[-92.89, -4.29, -0.51]","[-0.93, -5.5, 0.66]",844.933
"[-92.86, -4.31, -0.51]","[-0.93, -5.5, 0.66]",855.071
"[-92.84, -4.26, -0.54]","[-0.93, -5.5, 0.66]",865.077
"[-92.91, -4.28, -0.55]","[-0.93, -5.5, 0.66]",874.922
"[-92.86, -4.28, -0.55]","[-0.93, -5.5, 0.66]",884.931
"[-92.82, -4.26, -0.56]","[-0.93, -5.5, 0.66]",894.919
"[-92.85, -4.26, -0.55]","[-0.93, -5.5, 0.66]",904.934
"[-92.86, -4.27, -0.55]","[-0.93, -5.5, 0.66]",915.08
"[-92.85, -4.29, -0.54]","[-0.93, -5.5, 0.66]",925.074
"[-92.91, -4.29, -0.52]","[-0.93, -5.5, 0.66]",937.082
"[-92.93, -4.29, -0.5]","[-0.93, -5.5, 0.66]",944.918
"[-92.93, -4.28, -0.49]","[-0.92, -5.5, 0.66]",954.922
"[-92.89, -4.27, -0.49]","[-0.92, -5.5, 0.66]",965.0450000000001
"[-92.91, -4.27, -0.5]","[-0.92, -5.5, 0.66]",974.953
"[-92.86, -4.26, -0.52]","[-0.92, -5.5, 0.66]",984.9350000000001
"[-92.87, -4.25, -0.54]","[-0.93, -5.5, 0.66]",994.9200000000001
"[-92.85, -4.24, -0.54]","[-0.93, -5.5, 0.66]",1004.9209999999999
"[-92.83, -4.27, -0.54]","[-0.93, -5.5, 0.66]",1015.0989999999999
"[-92.82, -4.26, -0.53]","[-0.93, -5.5, 0.66]",1025.0710000000001
"[-92.87, -4.27, -0.54]","[-0.92, -5.5, 0.66]",1035.0980000000002
"[-92.88, -4.28, -0.52]","[-0.93, -5.5, 0.66]",1044.9219999999998
"[-92.88, -4.28, -0.49]","[-0.92, -5.5, 0.66]",1054.934
"[-92.87, -4.29, -0.5]","[-0.92, -5.5, 0.66]",1065.101
"[-92.89, -4.29, -0.5]","[-0.92, -5.5, 0.66]",1074.928
"[-92.91, -4.28, -0.5]","[-0.92, -5.5, 0.66]",1084.953
"[-92.89, -4.3, -0.52]","[-0.92, -5.5, 0.66]",1094.9180000000001
"[-92.85, -4.24, -0.52]","[-0.93, -5.5, 0.66]",1104.983
"[-92.83, -4.28, -0.52]","[-0.93, -5.5, 0.65]",1114.917
"[-92.84, -4.27, -0.54]","[-0.93, -5.5, 0.66]",1124.954
"[-92.81, -4.28, -0.54]","[-0.93, -5.5, 0.65]",1134.9640000000002
"[-92.84, -4.25, -0.52]","[-0.93, -5.5, 0.66]",1149.9189999999999
"[-92.85, -4.26, -0.52]","[-0.93, -5.5, 0.66]",1154.918
"[-92.9, -4.28, -0.51]","[-0.93, -5.5, 0.66]",1164.951
"[-92.88, -4.26, -0.5]","[-0.93, -5.5, 0.66]",1174.9279999999999
"[-92.89, -4.28, -0.5]","[-0.93, -5.5, 0.66]",1184.959
"[-92.85, -4.3, -0.51]","[-0.93, -5.5, 0.66]",1194.918
"[-92.88, -4.29, -0.51]","[-0.93, -5.5, 0.66]",1205.952
"[-92.83, -4.29, -0.53]","[-0.93, -5.5, 0.66]",1216.955
"[-92.86, -4.29, -0.52]","[-0.93, -5.5, 0.66]",1224.9699999999998
"[-92.83, -4.29, -0.52]","[-0.93, -5.5, 0.65]",1234.945
"[-92.82, -4.26, -0.53]","[-0.93, -5.5, 0.65]",1244.916
"[-92.85, -4.26, -0.53]","[-0.93, -5.5, 0.66]",1254.9170000000001
"[-92.88, -4.26, -0.53]","[-0.93, -5.5, 0.66]",1264.971
"[-92.89, -4.26, -0.51]","[-0.92, -5.5, 0.66]",1274.931
"[-92.83, -4.25, -0.5]","[-0.92, -5.5, 0.66]",1284.9170000000001
"[-92.86, -4.27, -0.5]","[-0.92, -5.5, 0.66]",1294.9219999999998
"[-92.9, -4.28, -0.5]","[-0.92, -5.5, 0.66]",1305.096
"[-92.84, -4.24, -0.51]","[-0.92, -5.5, 0.66]",1314.916
"[-92.82, -4.25, -0.51]","[-0.92, -5.5, 0.66]",1325.113
"[-92.88, -4.29, -0.52]","[-0.91, -5.5, 0.66]",1335.125
"[-92.87, -4.26, -0.52]","[-0.92, -5.5, 0.66]",1344.93
"[-92.83, -4.26, -0.52]","[-0.92, -5.5, 0.66]",1355.076
"[-92.86, -4.26, -0.53]","[-0.92, -5.5, 0.66]",1364.919
"[-92.85, -4.24, -0.53]","[-0.92, -5.5, 0.66]",1375.106
"[-92.85, -4.29, -0.52]","[-0.92, -5.5, 0.66]",1384.9340000000002
"[-92.86, -4.27, -0.51]","[-0.92, -5.5, 0.66]",1395.078
"[-92.88, -4.28, -0.52]","[-0.92, -5.5, 0.66]",1405.102
"[-92.89, -4.25, -0.51]","[-0.92, -5.5, 0.66]",1414.936
