F,G,time
"[-92.59, -2.26, -0.23]","[0.04, -5.59, 0.91]",7.034999999999999
"[-92.59, -2.22, -0.21]","[0.03, -5.59, 0.91]",10.037
"[-92.59, -2.22, -0.22]","[0.04, -5.59, 0.91]",21.003
"[-92.59, -2.25, -0.29]","[0.03, -5.59, 0.91]",30.066
"[-92.61, -2.3, -0.33]","[0.03, -5.59, 0.91]",60.052
"[-92.57, -2.28, -0.31]","[0.03, -5.59, 0.91]",62.053
"[-92.58, -2.26, -0.29]","[0.04, -5.59, 0.91]",67.013
"[-92.53, -2.28, -0.26]","[0.04, -5.59, 0.91]",72.05300000000001
"[-92.6, -2.25, -0.31]","[0.04, -5.59, 0.91]",99.022
"[-92.6, -2.27, -0.32]","[0.04, -5.59, 0.91]",101.008
"[-92.59, -2.27, -0.32]","[0.03, -5.59, 0.91]",103.004
"[-92.64, -2.23, -0.3]","[0.03, -5.58, 0.91]",147.01600000000002
"[-92.67, -2.22, -0.25]","[0.04, -5.57, 0.91]",149.447
"[-92.71, -2.23, -0.29]","[0.04, -5.58, 0.91]",150.785
"[-92.68, -2.21, -0.27]","[0.04, -5.58, 0.91]",152.835
"[-92.69, -2.26, -0.28]","[0.04, -5.58, 0.91]",154.79899999999998
"[-92.65, -2.25, -0.31]","[0.04, -5.58, 0.91]",194.79399999999998
"[-92.64, -2.22, -0.32]","[0.04, -5.58, 0.91]",195.833
"[-92.64, -2.27, -0.31]","[0.04, -5.58, 0.91]",197.833
"[-92.65, -2.25, -0.33]","[0.04, -5.58, 0.91]",199.836
"[-92.63, -2.25, -0.33]","[0.04, -5.58, 0.91]",201.83499999999998
"[-92.63, -2.25, -0.31]","[0.04, -5.57, 0.91]",225.86
"[-92.65, -2.26, -0.31]","[0.04, -5.57, 0.91]",227.83999999999997
"[-92.65, -2.26, -0.31]","[0.03, -5.57, 0.91]",230.839
"[-92.64, -2.23, -0.3]","[0.03, -5.57, 0.91]",241.79899999999998
"[-92.66, -2.23, -0.29]","[0.03, -5.57, 0.91]",250.84499999999997
"[-92.69, -2.23, -0.3]","[0.03, -5.57, 0.91]",261.799
"[-92.69, -2.23, -0.34]","[0.04, -5.57, 0.91]",270.84999999999997
"[-92.69, -2.23, -0.34]","[0.03, -5.57, 0.91]",280.886
"[-92.72, -2.23, -0.33]","[0.04, -5.57, 0.91]",290.841
"[-92.67, -2.23, -0.31]","[0.04, -5.57, 0.91]",301.812
"[-92.66, -2.25, -0.32]","[0.04, -5.57, 0.92]",310.847
"[-92.69, -2.26, -0.35]","[0.04, -5.57, 0.92]",320.838
"[-92.67, -2.28, -0.36]","[0.04, -5.57, 0.91]",330.816
"[-92.66, -2.24, -0.38]","[0.04, -5.57, 0.91]",340.945
"[-92.67, -2.24, -0.36]","[0.03, -5.57, 0.91]",351.834
"[-92.69, -2.23, -0.34]","[0.03, -5.57, 0.91]",363.973
"[-92.69, -2.26, -0.34]","[0.03, -5.57, 0.91]",370.851
"[-92.69, -2.24, -0.34]","[0.03, -5.57, 0.91]",380.897
"[-92.67, -2.26, -0.36]","[0.03, -5.57, 0.91]",390.84499999999997
"[-92.67, -2.25, -0.36]","[0.03, -5.57, 0.91]",400.90500000000003
"[-92.69, -2.25, -0.38]","[0.03, -5.57, 0.91]",410.839
"[-92.69, -2.25, -0.37]","[0.03, -5.57, 0.91]",421.799
"[-92.69, -2.27, -0.37]","[0.03, -5.57, 0.91]",430.8
"[-92.68, -2.24, -0.36]","[0.04, -5.57, 0.92]",440.884
"[-92.66, -2.27, -0.35]","[0.04, -5.57, 0.91]",451.797
"[-92.68, -2.28, -0.35]","[0.04, -5.57, 0.91]",460.935
"[-92.68, -2.22, -0.36]","[0.03, -5.57, 0.91]",471.797
"[-92.71, -2.28, -0.36]","[0.03, -5.57, 0.91]",481.803
"[-92.7, -2.25, -0.36]","[0.03, -5.57, 0.91]",490.839
"[-92.68, -2.24, -0.35]","[0.03, -5.57, 0.91]",500.945
"[-92.67, -2.24, -0.33]","[0.03, -5.56, 0.91]",510.83500000000004
"[-92.69, -2.26, -0.34]","[0.03, -5.57, 0.91]",520.897
"[-92.73, -2.25, -0.36]","[0.03, -5.57, 0.91]",530.85
"[-92.68, -2.24, -0.34]","[0.03, -5.57, 0.91]",541.799
"[-92.65, -2.25, -0.34]","[0.03, -5.56, 0.91]",550.797
"[-92.66, -2.26, -0.34]","[0.04, -5.56, 0.92]",560.901
"[-92.67, -2.28, -0.35]","[0.04, -5.57, 0.92]",570.851
"[-92.7, -2.24, -0.36]","[0.03, -5.57, 0.92]",580.935
"[-92.68, -2.24, -0.35]","[0.03, -5.57, 0.92]",590.84
"[-92.68, -2.25, -0.35]","[0.03, -5.57, 0.92]",601.828
"[-92.69, -2.24, -0.35]","[0.03, -5.57, 0.92]",610.839
"[-92.69, -2.25, -0.35]","[0.03, -5.57, 0.91]",620.8900000000001
"[-92.68, -2.25, -0.36]","[0.03, -5.57, 0.91]",630.8430000000001
"[-92.69, -2.26, -0.37]","[0.03, -5.57, 0.91]",640.8960000000001
"[-92.69, -2.24, -0.37]","[0.03, -5.57, 0.91]",650.813
"[-92.69, -2.24, -0.36]","[0.03, -5.56, 0.91]",663.814
"[-92.69, -2.24, -0.36]","[0.04, -5.57, 0.92]",670.846
"[-92.68, -2.26, -0.36]","[0.04, -5.56, 0.92]",680.923
"[-92.69, -2.26, -0.37]","[0.04, -5.57, 0.92]",690.849
"[-92.71, -2.23, -0.38]","[0.04, -5.57, 0.92]",700.798
