F,G,time
"[-92.35, -2.41, -0.48]","[-0.15, -5.7, 0.99]",19.108
"[-92.39, -2.45, -0.47]","[-0.15, -5.69, 0.99]",20.091
"[-92.5, -2.42, -0.49]","[-0.15, -5.69, 0.99]",30.161
"[-92.6, -2.4, -0.47]","[-0.15, -5.69, 0.99]",38.154
"[-92.76, -2.35, -0.37]","[-0.15, -5.68, 0.99]",48.098
"[-92.84, -2.32, -0.27]","[-0.15, -5.67, 0.99]",58.141
"[-92.94, -2.29, -0.25]","[-0.14, -5.67, 0.99]",68.09400000000001
"[-92.97, -2.27, -0.27]","[-0.15, -5.67, 0.99]",77.154
"[-92.91, -2.28, -0.31]","[-0.16, -5.68, 0.99]",87.134
"[-92.8, -2.32, -0.38]","[-0.17, -5.68, 0.99]",98.141
"[-92.67, -2.36, -0.45]","[-0.17, -5.69, 0.99]",107.13499999999999
"[-92.55, -2.36, -0.45]","[-0.16, -5.69, 0.99]",118.223
"[-92.45, -2.37, -0.44]","[-0.16, -5.68, 0.99]",128.138
"[-92.45, -2.38, -0.42]","[-0.16, -5.67, 0.99]",144.155
"[-92.48, -2.41, -0.4]","[-0.16, -5.67, 0.99]",148.107
"[-92.56, -2.36, -0.39]","[-0.16, -5.66, 0.99]",158.246
"[-92.71, -2.33, -0.39]","[-0.16, -5.65, 0.99]",168.104
"[-92.83, -2.35, -0.39]","[-0.16, -5.65, 0.99]",178.13899999999998
"[-92.9, -2.33, -0.39]","[-0.16, -5.65, 0.99]",188.23999999999998
"[-93.0, -2.34, -0.37]","[-0.16, -5.65, 0.99]",198.13400000000001
"[-92.95, -2.32, -0.33]","[-0.16, -5.65, 0.99]",208.09
"[-92.9, -2.34, -0.32]","[-0.17, -5.66, 0.98]",219.122
"[-92.82, -2.32, -0.35]","[-0.17, -5.66, 0.98]",228.11200000000002
"[-92.66, -2.32, -0.42]","[-0.17, -5.67, 0.98]",238.164
"[-92.58, -2.42, -0.45]","[-0.17, -5.67, 0.98]",248.089
"[-92.51, -2.44, -0.5]","[-0.18, -5.67, 0.98]",258.23699999999997
"[-92.54, -2.43, -0.49]","[-0.18, -5.67, 0.98]",267.135
"[-92.56, -2.42, -0.45]","[-0.18, -5.67, 0.98]",278.248
"[-92.63, -2.39, -0.4]","[-0.17, -5.67, 0.98]",288.127
"[-92.72, -2.37, -0.34]","[-0.17, -5.66, 0.99]",298.12699999999995
"[-92.86, -2.36, -0.32]","[-0.17, -5.65, 0.99]",310.14000000000004
"[-92.9, -2.35, -0.32]","[-0.17, -5.65, 0.99]",318.13399999999996
"[-92.93, -2.35, -0.34]","[-0.17, -5.65, 0.99]",336.178
"[-92.91, -2.34, -0.35]","[-0.17, -5.65, 0.98]",338.14
"[-92.87, -2.33, -0.38]","[-0.18, -5.66, 0.99]",348.15200000000004
"[-92.78, -2.36, -0.36]","[-0.18, -5.66, 0.99]",358.325
"[-92.66, -2.38, -0.37]","[-0.18, -5.66, 0.98]",367.32
"[-92.62, -2.38, -0.38]","[-0.17, -5.66, 0.99]",378.14300000000003
"[-92.57, -2.38, -0.41]","[-0.18, -5.66, 0.98]",388.241
"[-92.58, -2.41, -0.42]","[-0.18, -5.66, 0.99]",398.183
"[-92.61, -2.41, -0.42]","[-0.18, -5.66, 0.99]",408.142
"[-92.7, -2.41, -0.4]","[-0.17, -5.66, 0.99]",418.159
"[-92.79, -2.4, -0.35]","[-0.17, -5.65, 0.99]",428.143
"[-92.84, -2.33, -0.33]","[-0.17, -5.65, 0.99]",437.319
"[-92.85, -2.32, -0.3]","[-0.17, -5.64, 0.99]",447.319
"[-92.88, -2.3, -0.31]","[-0.17, -5.65, 0.99]",458.306
"[-92.85, -2.32, -0.33]","[-0.17, -5.65, 0.99]",467.327
"[-92.81, -2.36, -0.36]","[-0.18, -5.66, 0.99]",478.143
"[-92.71, -2.36, -0.39]","[-0.18, -5.66, 0.98]",488.153
"[-92.69, -2.38, -0.38]","[-0.18, -5.66, 0.98]",497.315
"[-92.63, -2.37, -0.39]","[-0.18, -5.66, 0.98]",507.31000000000006
"[-92.65, -2.39, -0.39]","[-0.18, -5.66, 0.98]",518.143
"[-92.66, -2.43, -0.37]","[-0.18, -5.66, 0.98]",528.162
"[-92.73, -2.42, -0.36]","[-0.18, -5.65, 0.98]",538.143
"[-92.77, -2.4, -0.37]","[-0.18, -5.65, 0.98]",548.3050000000001
"[-92.81, -2.42, -0.34]","[-0.18, -5.65, 0.98]",558.141
"[-92.87, -2.37, -0.35]","[-0.19, -5.65, 0.98]",567.315
"[-92.85, -2.39, -0.33]","[-0.19, -5.65, 0.98]",580.2779999999999
"[-92.82, -2.36, -0.33]","[-0.19, -5.65, 0.98]",588.144
"[-92.79, -2.4, -0.32]","[-0.19, -5.65, 0.98]",597.314
"[-92.76, -2.36, -0.36]","[-0.19, -5.65, 0.98]",608.143
"[-92.73, -2.39, -0.39]","[-0.19, -5.66, 0.98]",617.318
"[-92.66, -2.45, -0.38]","[-0.2, -5.65, 0.98]",627.313
"[-92.7, -2.43, -0.4]","[-0.2, -5.66, 0.98]",638.226
"[-92.67, -2.43, -0.38]","[-0.2, -5.65, 0.98]",647.317
"[-92.7, -2.43, -0.38]","[-0.2, -5.66, 0.98]",657.3149999999999
"[-92.75, -2.43, -0.36]","[-0.19, -5.66, 0.98]",667.319
"[-92.78, -2.42, -0.33]","[-0.2, -5.65, 0.98]",677.314
"[-92.79, -2.4, -0.35]","[-0.2, -5.65, 0.98]",688.1429999999999
"[-92.8, -2.4, -0.34]","[-0.19, -5.65, 0.98]",698.1690000000001
"[-92.81, -2.39, -0.34]","[-0.2, -5.66, 0.98]",708.2310000000001
"[-92.78, -2.37, -0.36]","[-0.2, -5.66, 0.98]",717.315
"[-92.76, -2.39, -0.35]","[-0.2, -5.66, 0.98]",728.1419999999999
"[-92.75, -2.41, -0.36]","[-0.2, -5.66, 0.98]",737.2109999999999
"[-92.74, -2.4, -0.36]","[-0.2, -5.66, 0.98]",747.318
"[-92.71, -2.41, -0.38]","[-0.2, -5.65, 0.98]",758.236
"[-92.7, -2.42, -0.38]","[-0.2, -5.66, 0.98]",767.3100000000001
"[-92.73, -2.43, -0.36]","[-0.2, -5.65, 0.98]",778.145
"[-92.76, -2.43, -0.34]","[-0.2, -5.65, 0.98]",788.143
"[-92.77, -2.42, -0.34]","[-0.2, -5.65, 0.98]",797.14
"[-92.78, -2.44, -0.33]","[-0.2, -5.65, 0.98]",808.1429999999999
"[-92.77, -2.4, -0.34]","[-0.2, -5.65, 0.98]",818.144
"[-92.79, -2.39, -0.35]","[-0.2, -5.65, 0.98]",828.1429999999999
"[-92.75, -2.4, -0.34]","[-0.2, -5.66, 0.98]",838.142
"[-92.73, -2.41, -0.34]","[-0.2, -5.65, 0.98]",847.324
"[-92.74, -2.4, -0.37]","[-0.2, -5.66, 0.98]",860.144
"[-92.73, -2.4, -0.37]","[-0.2, -5.66, 0.98]",868.147
"[-92.7, -2.42, -0.35]","[-0.2, -5.65, 0.98]",878.302
"[-92.71, -2.43, -0.36]","[-0.2, -5.66, 0.98]",887.18
"[-92.72, -2.42, -0.37]","[-0.2, -5.66, 0.98]",898.144
"[-92.77, -2.45, -0.34]","[-0.2, -5.65, 0.98]",907.326
"[-92.77, -2.42, -0.32]","[-0.2, -5.65, 0.98]",918.1460000000001
"[-92.78, -2.43, -0.32]","[-0.2, -5.65, 0.98]",927.32
"[-92.79, -2.42, -0.34]","[-0.2, -5.66, 0.98]",938.2819999999999
"[-92.77, -2.42, -0.35]","[-0.2, -5.65, 0.98]",947.317
"[-92.75, -2.38, -0.35]","[-0.21, -5.65, 0.98]",958.144
"[-92.74, -2.42, -0.34]","[-0.2, -5.65, 0.98]",968.1419999999999
"[-92.74, -2.4, -0.36]","[-0.21, -5.65, 0.98]",977.311
"[-92.75, -2.4, -0.38]","[-0.21, -5.65, 0.98]",988.144
"[-92.71, -2.42, -0.36]","[-0.21, -5.65, 0.98]",998.174
"[-92.71, -2.41, -0.34]","[-0.21, -5.65, 0.98]",1007.3129999999999
"[-92.73, -2.4, -0.34]","[-0.2, -5.65, 0.98]",1017.318
"[-92.75, -2.41, -0.34]","[-0.2, -5.65, 0.98]",1028.26
"[-92.74, -2.41, -0.33]","[-0.2, -5.65, 0.98]",1037.2269999999999
"[-92.77, -2.39, -0.34]","[-0.2, -5.65, 0.98]",1047.32
"[-92.78, -2.42, -0.33]","[-0.2, -5.65, 0.98]",1058.242
"[-92.77, -2.43, -0.34]","[-0.2, -5.65, 0.98]",1067.3120000000001
"[-92.76, -2.43, -0.34]","[-0.2, -5.65, 0.98]",1078.143
"[-92.73, -2.42, -0.35]","[-0.2, -5.65, 0.98]",1088.1570000000002
"[-92.74, -2.42, -0.36]","[-0.2, -5.65, 0.98]",1097.3129999999999
"[-92.76, -2.4, -0.38]","[-0.2, -5.65, 0.98]",1107.315
"[-92.78, -2.43, -0.37]","[-0.2, -5.65, 0.98]",1117.327
"[-92.78, -2.38, -0.35]","[-0.21, -5.64, 0.98]",1128.171
"[-92.77, -2.4, -0.34]","[-0.2, -5.64, 0.98]",1140.231
"[-92.76, -2.41, -0.32]","[-0.2, -5.64, 0.98]",1148.1570000000002
"[-92.79, -2.4, -0.32]","[-0.2, -5.64, 0.98]",1157.312
"[-92.79, -2.42, -0.32]","[-0.2, -5.64, 0.98]",1167.315
"[-92.82, -2.4, -0.33]","[-0.2, -5.64, 0.98]",1178.223
"[-92.8, -2.4, -0.35]","[-0.2, -5.64, 0.98]",1188.218
"[-92.78, -2.4, -0.34]","[-0.2, -5.64, 0.98]",1198.144
"[-92.79, -2.42, -0.34]","[-0.2, -5.64, 0.98]",1207.3149999999998
"[-92.77, -2.39, -0.35]","[-0.2, -5.64, 0.98]",1217.318
"[-92.76, -2.39, -0.35]","[-0.21, -5.64, 0.98]",1227.319
"[-92.79, -2.41, -0.35]","[-0.2, -5.64, 0.98]",1238.299
"[-92.76, -2.4, -0.35]","[-0.21, -5.63, 0.98]",1247.3129999999999
"[-92.77, -2.43, -0.33]","[-0.2, -5.63, 0.98]",1257.3129999999999
"[-92.8, -2.39, -0.34]","[-0.2, -5.63, 0.98]",1267.141
"[-92.81, -2.4, -0.33]","[-0.21, -5.63, 0.98]",1278.163
"[-92.8, -2.44, -0.33]","[-0.2, -5.63, 0.98]",1287.179
"[-92.82, -2.4, -0.34]","[-0.21, -5.63, 0.98]",1298.2350000000001
"[-92.8, -2.41, -0.35]","[-0.21, -5.63, 0.98]",1307.319
"[-92.81, -2.42, -0.35]","[-0.2, -5.63, 0.97]",1317.144
"[-92.79, -2.41, -0.35]","[-0.21, -5.63, 0.97]",1327.311
"[-92.79, -2.41, -0.35]","[-0.21, -5.63, 0.97]",1337.321
"[-92.8, -2.4, -0.36]","[-0.21, -5.63, 0.97]",1348.2479999999998
"[-92.81, -2.41, -0.37]","[-0.21, -5.63, 0.98]",1358.1570000000002
"[-92.78, -2.41, -0.35]","[-0.21, -5.63, 0.97]",1367.192
"[-92.79, -2.43, -0.34]","[-0.21, -5.63, 0.97]",1378.156
"[-92.8, -2.42, -0.35]","[-0.21, -5.63, 0.97]",1387.323
"[-92.82, -2.4, -0.35]","[-0.21, -5.63, 0.97]",1397.3139999999999
"[-92.83, -2.4, -0.34]","[-0.21, -5.63, 0.97]",1407.311
"[-92.79, -2.43, -0.33]","[-0.21, -5.63, 0.97]",1421.315
"[-92.82, -2.43, -0.33]","[-0.21, -5.63, 0.97]",1428.143
"[-92.82, -2.41, -0.32]","[-0.2, -5.63, 0.97]",1437.3149999999998
"[-92.81, -2.4, -0.34]","[-0.21, -5.63, 0.97]",1447.316
"[-92.81, -2.4, -0.37]","[-0.21, -5.63, 0.97]",1457.313
"[-92.76, -2.41, -0.37]","[-0.21, -5.63, 0.97]",1468.143
"[-92.77, -2.43, -0.35]","[-0.21, -5.63, 0.97]",1478.294
"[-92.8, -2.4, -0.35]","[-0.21, -5.63, 0.97]",1487.308
"[-92.81, -2.37, -0.37]","[-0.21, -5.63, 0.97]",1498.143
"[-92.8, -2.41, -0.34]","[-0.21, -5.62, 0.97]",1508.2949999999998
"[-92.83, -2.39, -0.35]","[-0.21, -5.63, 0.97]",1518.143
"[-92.83, -2.45, -0.34]","[-0.21, -5.63, 0.97]",1527.3159999999998
"[-92.84, -2.43, -0.33]","[-0.2, -5.63, 0.97]",1538.244
"[-92.79, -2.41, -0.34]","[-0.21, -5.62, 0.97]",1548.143
"[-92.8, -2.38, -0.36]","[-0.21, -5.63, 0.97]",1558.1419999999998
"[-92.83, -2.42, -0.35]","[-0.2, -5.63, 0.97]",1568.152
"[-92.84, -2.41, -0.35]","[-0.21, -5.62, 0.97]",1577.316
"[-92.8, -2.41, -0.36]","[-0.2, -5.62, 0.97]",1587.307
"[-92.81, -2.43, -0.35]","[-0.2, -5.62, 0.97]",1598.29
"[-92.81, -2.41, -0.35]","[-0.21, -5.62, 0.97]",1608.1460000000002
"[-92.82, -2.39, -0.35]","[-0.21, -5.62, 0.97]",1618.145
"[-92.83, -2.42, -0.35]","[-0.21, -5.62, 0.97]",1628.144
"[-92.85, -2.4, -0.35]","[-0.21, -5.62, 0.97]",1638.144
"[-92.83, -2.41, -0.34]","[-0.21, -5.62, 0.97]",1647.305
"[-92.87, -2.44, -0.34]","[-0.21, -5.62, 0.97]",1658.2079999999999
"[-92.84, -2.41, -0.35]","[-0.21, -5.62, 0.97]",1668.249
"[-92.83, -2.43, -0.34]","[-0.21, -5.62, 0.97]",1677.1609999999998
"[-92.82, -2.4, -0.35]","[-0.21, -5.62, 0.97]",1688.145
"[-92.78, -2.43, -0.36]","[-0.21, -5.62, 0.97]",1700.186
"[-92.83, -2.41, -0.38]","[-0.21, -5.62, 0.97]",1708.1589999999999
"[-92.84, -2.43, -0.36]","[-0.21, -5.62, 0.97]",1719.1940000000002
"[-92.81, -2.41, -0.36]","[-0.21, -5.62, 0.97]",1728.1960000000001
"[-92.81, -2.41, -0.35]","[-0.21, -5.62, 0.97]",1738.157
"[-92.83, -2.4, -0.35]","[-0.21, -5.62, 0.97]",1748.2949999999998
"[-92.82, -2.39, -0.34]","[-0.21, -5.62, 0.97]",1758.1709999999998
"[-92.84, -2.41, -0.36]","[-0.21, -5.62, 0.97]",1768.144
"[-92.82, -2.43, -0.34]","[-0.21, -5.62, 0.97]",1778.187
"[-92.83, -2.39, -0.37]","[-0.21, -5.62, 0.97]",1788.1689999999999
"[-92.81, -2.44, -0.35]","[-0.2, -5.62, 0.97]",1797.3049999999998
"[-92.82, -2.41, -0.36]","[-0.21, -5.62, 0.97]",1808.166
"[-92.82, -2.41, -0.36]","[-0.21, -5.62, 0.97]",1818.144
"[-92.8, -2.43, -0.35]","[-0.21, -5.62, 0.97]",1828.16
"[-92.81, -2.43, -0.35]","[-0.2, -5.62, 0.97]",1838.258
"[-92.8, -2.39, -0.36]","[-0.21, -5.62, 0.97]",1848.1870000000001
"[-92.77, -2.42, -0.36]","[-0.21, -5.62, 0.97]",1857.3
"[-92.8, -2.39, -0.36]","[-0.21, -5.62, 0.97]",1868.144
"[-92.82, -2.43, -0.36]","[-0.21, -5.62, 0.97]",1878.145
"[-92.82, -2.41, -0.35]","[-0.21, -5.62, 0.97]",1888.1680000000001
"[-92.82, -2.41, -0.35]","[-0.21, -5.62, 0.97]",1898.2939999999999
"[-92.83, -2.42, -0.35]","[-0.21, -5.62, 0.97]",1907.163
"[-92.8, -2.39, -0.36]","[-0.21, -5.62, 0.97]",1918.142
"[-92.77, -2.44, -0.36]","[-0.21, -5.62, 0.97]",1928.1509999999998
"[-92.79, -2.39, -0.36]","[-0.21, -5.62, 0.97]",1944.207
"[-92.82, -2.41, -0.37]","[-0.21, -5.62, 0.97]",1947.26
"[-92.8, -2.42, -0.36]","[-0.21, -5.62, 0.97]",1958.358
"[-92.82, -2.41, -0.36]","[-0.21, -5.62, 0.97]",1968.209
"[-92.81, -2.41, -0.36]","[-0.21, -5.62, 0.97]",1979.369
"[-92.78, -2.4, -0.36]","[-0.21, -5.62, 0.97]",1988.34
"[-92.85, -2.41, -0.36]","[-0.21, -5.62, 0.97]",1997.374
"[-92.83, -2.41, -0.36]","[-0.21, -5.62, 0.97]",2007.377
"[-92.83, -2.41, -0.35]","[-0.21, -5.62, 0.97]",2019.2250000000001
"[-92.81, -2.43, -0.33]","[-0.21, -5.62, 0.97]",2028.213
"[-92.82, -2.42, -0.35]","[-0.21, -5.62, 0.97]",2038.2069999999999
"[-92.84, -2.42, -0.35]","[-0.21, -5.62, 0.97]",2047.3750000000002
"[-92.84, -2.42, -0.36]","[-0.21, -5.62, 0.97]",2057.3700000000003
"[-92.81, -2.44, -0.36]","[-0.21, -5.62, 0.97]",2067.352
"[-92.82, -2.44, -0.37]","[-0.2, -5.61, 0.98]",2078.284
"[-92.77, -2.43, -0.36]","[-0.2, -5.61, 0.98]",2088.21
"[-92.74, -2.45, -0.35]","[-0.21, -5.61, 0.97]",2097.3799999999997
"[-92.73, -2.45, -0.38]","[-0.21, -5.62, 0.97]",2108.21
"[-92.78, -2.45, -0.39]","[-0.21, -5.62, 0.97]",2118.209
"[-92.76, -2.45, -0.39]","[-0.21, -5.61, 0.97]",2127.38
"[-92.72, -2.42, -0.4]","[-0.21, -5.62, 0.97]",2138.362
"[-92.72, -2.39, -0.41]","[-0.21, -5.61, 0.96]",2148.362
"[-92.74, -2.39, -0.39]","[-0.21, -5.61, 0.96]",2158.209
"[-92.72, -2.32, -0.4]","[-0.21, -5.61, 0.96]",2168.364
"[-92.75, -2.3, -0.39]","[-0.21, -5.61, 0.96]",2178.209
"[-92.79, -2.27, -0.38]","[-0.21, -5.61, 0.96]",2187.372
"[-92.77, -2.31, -0.35]","[-0.21, -5.61, 0.96]",2198.259
"[-92.75, -2.32, -0.36]","[-0.2, -5.61, 0.96]",2208.291
"[-92.78, -2.32, -0.38]","[-0.2, -5.61, 0.96]",2218.279
"[-92.76, -2.35, -0.37]","[-0.21, -5.61, 0.96]",2228.215
"[-92.7, -2.38, -0.37]","[-0.2, -5.61, 0.96]",2238.21
"[-92.69, -2.41, -0.36]","[-0.2, -5.61, 0.96]",2247.3779999999997
"[-92.73, -2.39, -0.36]","[-0.21, -5.61, 0.96]",2260.249
"[-92.71, -2.39, -0.34]","[-0.21, -5.61, 0.95]",2267.25
"[-92.74, -2.39, -0.36]","[-0.21, -5.61, 0.95]",2277.373
"[-92.76, -2.4, -0.37]","[-0.21, -5.61, 0.95]",2288.22
"[-92.76, -2.35, -0.35]","[-0.21, -5.6, 0.95]",2297.3720000000003
"[-92.79, -2.33, -0.34]","[-0.21, -5.6, 0.95]",2308.279
"[-92.81, -2.36, -0.32]","[-0.21, -5.6, 0.94]",2326.256
"[-92.8, -2.34, -0.35]","[-0.21, -5.6, 0.95]",2328.221
