F,G,time
"[-92.14, -3.48, -0.48]","[-0.46, -5.73, 0.74]",0.0
"[-92.35, -3.41, -0.39]","[-0.46, -5.73, 0.74]",5.981
"[-92.43, -3.34, -0.34]","[-0.46, -5.73, 0.74]",12.984
"[-92.52, -3.3, -0.34]","[-0.46, -5.73, 0.75]",23.002000000000002
"[-92.58, -3.25, -0.33]","[-0.44, -5.72, 0.75]",32.983
"[-92.41, -3.25, -0.55]","[-0.41, -5.71, 0.75]",63.002
"[-92.38, -3.29, -0.58]","[-0.41, -5.71, 0.75]",66.996
"[-92.34, -3.32, -0.6]","[-0.41, -5.71, 0.75]",68.991
"[-92.28, -3.32, -0.6]","[-0.4, -5.71, 0.75]",72.991
"[-92.16, -3.44, -0.63]","[-0.39, -5.69, 0.75]",103.995
"[-92.17, -3.45, -0.63]","[-0.38, -5.69, 0.75]",106.009
"[-92.18, -3.45, -0.63]","[-0.39, -5.69, 0.75]",107.99300000000001
"[-92.23, -3.44, -0.62]","[-0.39, -5.69, 0.75]",112.988
"[-92.31, -3.37, -0.6]","[-0.39, -5.69, 0.75]",139.00199999999998
"[-92.49, -3.25, -0.56]","[-0.39, -5.69, 0.76]",142.00799999999998
"[-92.48, -3.26, -0.55]","[-0.39, -5.69, 0.76]",143.986
"[-92.49, -3.18, -0.48]","[-0.38, -5.68, 0.76]",153.017
"[-92.51, -3.13, -0.45]","[-0.38, -5.69, 0.76]",162.994
"[-92.45, -3.04, -0.46]","[-0.38, -5.69, 0.76]",173.024
"[-92.42, -3.07, -0.52]","[-0.37, -5.69, 0.76]",182.992
"[-92.33, -3.08, -0.58]","[-0.37, -5.69, 0.76]",192.989
"[-92.26, -3.12, -0.62]","[-0.37, -5.69, 0.76]",203.004
"[-92.23, -3.22, -0.65]","[-0.37, -5.69, 0.76]",212.988
"[-92.21, -3.22, -0.63]","[-0.37, -5.69, 0.76]",223.03
"[-92.21, -3.31, -0.65]","[-0.37, -5.68, 0.76]",233.005
