F,G,time
"[-93.12, -3.63, -0.48]","[-0.51, -5.6, 0.67]",5.032
"[-93.12, -3.69, -0.53]","[-0.51, -5.6, 0.67]",12.065
"[-93.07, -3.72, -0.6]","[-0.5, -5.6, 0.67]",21.009
"[-92.98, -3.77, -0.64]","[-0.5, -5.6, 0.67]",31.056
"[-92.93, -3.74, -0.65]","[-0.51, -5.59, 0.67]",41.071000000000005
"[-92.86, -3.65, -0.63]","[-0.51, -5.58, 0.67]",51.051
"[-92.84, -3.61, -0.64]","[-0.51, -5.58, 0.67]",61.058
"[-92.86, -3.54, -0.65]","[-0.51, -5.58, 0.66]",72.02
"[-92.91, -3.52, -0.63]","[-0.5, -5.57, 0.67]",81.014
"[-93.0, -3.51, -0.61]","[-0.5, -5.57, 0.67]",91.056
"[-93.12, -3.54, -0.51]","[-0.49, -5.56, 0.67]",121.009
"[-93.13, -3.55, -0.51]","[-0.49, -5.56, 0.67]",124.038
"[-93.11, -3.54, -0.51]","[-0.5, -5.56, 0.67]",131.03500000000003
"[-93.1, -3.6, -0.53]","[-0.49, -5.56, 0.68]",134.03699999999998
"[-92.95, -3.65, -0.66]","[-0.5, -5.57, 0.67]",162.03500000000003
"[-92.96, -3.66, -0.67]","[-0.5, -5.57, 0.67]",164.035
"[-92.93, -3.66, -0.67]","[-0.5, -5.57, 0.67]",166.0
"[-92.91, -3.64, -0.67]","[-0.5, -5.56, 0.67]",209.01600000000002
"[-93.02, -3.57, -0.61]","[-0.5, -5.55, 0.67]",213.007
"[-93.07, -3.53, -0.59]","[-0.5, -5.55, 0.67]",215.042
"[-93.09, -3.53, -0.61]","[-0.5, -5.55, 0.67]",217.04399999999998
"[-93.09, -3.55, -0.59]","[-0.5, -5.55, 0.67]",219.018
"[-93.1, -3.55, -0.59]","[-0.5, -5.55, 0.67]",221.00900000000001
"[-93.05, -3.57, -0.59]","[-0.49, -5.55, 0.68]",253.22899999999998
"[-93.11, -3.56, -0.6]","[-0.49, -5.55, 0.67]",257.23
"[-93.06, -3.59, -0.63]","[-0.49, -5.55, 0.68]",259.291
"[-93.06, -3.59, -0.62]","[-0.49, -5.55, 0.68]",261.229
"[-92.95, -3.62, -0.67]","[-0.49, -5.55, 0.68]",283.31
"[-92.98, -3.65, -0.68]","[-0.49, -5.55, 0.67]",285.24699999999996
"[-92.97, -3.64, -0.68]","[-0.49, -5.55, 0.67]",291.234
"[-93.0, -3.66, -0.68]","[-0.5, -5.55, 0.67]",301.225
"[-93.01, -3.6, -0.64]","[-0.5, -5.55, 0.67]",312.331
"[-93.07, -3.61, -0.61]","[-0.5, -5.54, 0.67]",321.332
"[-93.12, -3.56, -0.57]","[-0.49, -5.54, 0.67]",337.343
"[-93.09, -3.57, -0.55]","[-0.49, -5.54, 0.67]",340.344
"[-93.08, -3.54, -0.55]","[-0.5, -5.54, 0.67]",351.33799999999997
"[-93.09, -3.53, -0.56]","[-0.49, -5.54, 0.67]",361.328
"[-93.09, -3.51, -0.59]","[-0.49, -5.54, 0.67]",371.331
"[-93.08, -3.57, -0.59]","[-0.49, -5.55, 0.68]",381.341
"[-93.03, -3.58, -0.61]","[-0.49, -5.55, 0.68]",391.335
"[-93.01, -3.58, -0.62]","[-0.49, -5.55, 0.68]",400.343
"[-93.05, -3.6, -0.62]","[-0.49, -5.55, 0.68]",412.328
"[-93.06, -3.61, -0.6]","[-0.49, -5.55, 0.67]",421.33500000000004
"[-93.07, -3.56, -0.58]","[-0.49, -5.54, 0.67]",431.332
"[-93.11, -3.6, -0.6]","[-0.49, -5.54, 0.67]",441.328
"[-93.12, -3.57, -0.57]","[-0.49, -5.54, 0.67]",451.335
"[-93.1, -3.56, -0.57]","[-0.49, -5.54, 0.67]",461.331
"[-93.1, -3.56, -0.57]","[-0.49, -5.54, 0.67]",471.337
"[-93.06, -3.53, -0.58]","[-0.49, -5.54, 0.67]",481.336
"[-93.06, -3.53, -0.58]","[-0.49, -5.54, 0.67]",491.451
"[-93.05, -3.56, -0.63]","[-0.49, -5.55, 0.68]",500.483
"[-93.04, -3.55, -0.62]","[-0.49, -5.55, 0.68]",512.332
"[-93.04, -3.56, -0.62]","[-0.48, -5.55, 0.68]",520.3290000000001
"[-93.01, -3.58, -0.61]","[-0.49, -5.54, 0.68]",534.327
"[-93.07, -3.6, -0.62]","[-0.48, -5.54, 0.68]",541.326
"[-93.06, -3.58, -0.58]","[-0.49, -5.54, 0.68]",551.44
"[-93.08, -3.56, -0.58]","[-0.49, -5.54, 0.68]",561.326
"[-93.09, -3.55, -0.57]","[-0.49, -5.54, 0.68]",571.326
"[-93.08, -3.56, -0.57]","[-0.49, -5.54, 0.68]",581.335
"[-93.09, -3.54, -0.57]","[-0.49, -5.54, 0.68]",594.328
"[-93.06, -3.55, -0.58]","[-0.49, -5.54, 0.67]",601.33
"[-93.04, -3.54, -0.6]","[-0.49, -5.54, 0.68]",612.326
"[-93.03, -3.54, -0.6]","[-0.48, -5.54, 0.68]",621.341
"[-93.04, -3.57, -0.61]","[-0.49, -5.54, 0.68]",631.331
"[-93.06, -3.55, -0.6]","[-0.48, -5.54, 0.68]",641.426
"[-93.06, -3.56, -0.59]","[-0.48, -5.54, 0.68]",651.334
"[-93.07, -3.61, -0.59]","[-0.48, -5.54, 0.68]",661.331
"[-93.11, -3.57, -0.57]","[-0.48, -5.54, 0.68]",671.3240000000001
"[-93.08, -3.54, -0.57]","[-0.48, -5.54, 0.68]",682.338
"[-93.1, -3.56, -0.57]","[-0.48, -5.54, 0.68]",691.3240000000001
"[-93.07, -3.54, -0.58]","[-0.48, -5.54, 0.68]",701.323
