X,Y,Z,A,B,C,time
273.58,569.47,422.24,-1.93,-1.55,0.31,9.007
273.58,569.47,422.22,-1.93,-1.55,0.31,17.005
273.58,569.47,422.19,-1.93,-1.55,0.31,27.006
273.58,569.46,422.16,-1.93,-1.55,0.31,37.005
273.58,569.46,422.13,-1.93,-1.55,0.31,47.004999999999995
273.59,569.46,422.1,-1.93,-1.55,0.31,57.005
273.59,569.46,422.07,-1.93,-1.55,0.31,67.005
273.59,569.45,422.04,-1.93,-1.55,0.31,79.012
273.59,569.45,421.98,-1.93,-1.55,0.31,99.00399999999999
273.59,569.45,421.98,-1.93,-1.55,0.31,100.008
273.59,569.44,421.93,-1.93,-1.55,0.31,143.028
273.59,569.44,421.86,-1.93,-1.55,0.31,145.155
273.59,569.44,421.86,-1.93,-1.55,0.31,147.00900000000001
273.59,569.44,421.85,-1.93,-1.55,0.31,149.003
273.59,569.44,421.85,-1.93,-1.55,0.31,150.18400000000003
273.59,569.44,421.83,-1.93,-1.55,0.31,157.169
273.59,569.43,421.8,-1.93,-1.55,0.31,167.001
273.59,569.43,421.78,-1.93,-1.55,0.31,177.02
273.59,569.43,421.76,-1.93,-1.55,0.31,187.076
273.59,569.43,421.73,-1.93,-1.55,0.31,197.17399999999998
273.59,569.42,421.7,-1.93,-1.55,0.31,207.012
273.59,569.42,421.68,-1.93,-1.55,0.31,217.165
273.59,569.42,421.66,-1.93,-1.55,0.31,227.183
273.59,569.42,421.64,-1.93,-1.55,0.31,237.171
273.59,569.41,421.61,-1.93,-1.55,0.31,247.165
273.59,569.41,421.59,-1.93,-1.55,0.31,257.017
273.59,569.41,421.57,-1.93,-1.55,0.31,267.002
273.59,569.41,421.55,-1.93,-1.55,0.31,277.018
273.59,569.41,421.52,-1.93,-1.55,0.31,287.204
273.59,569.4,421.5,-1.93,-1.55,0.31,297.165
273.58,569.4,421.48,-1.93,-1.55,0.31,307.184
273.58,569.4,421.46,-1.93,-1.55,0.31,317.185
273.58,569.4,421.44,-1.93,-1.55,0.31,327.005
273.58,569.4,421.42,-1.93,-1.55,0.31,337.216
273.58,569.39,421.4,-1.93,-1.55,0.31,347.16700000000003
273.58,569.39,421.38,-1.93,-1.55,0.31,357.01
273.58,569.39,421.36,-1.93,-1.55,0.31,369.172
273.58,569.39,421.34,-1.93,-1.55,0.31,377.182
273.58,569.39,421.32,-1.93,-1.55,0.31,387.015
273.57,569.39,421.3,-1.93,-1.55,0.31,397.199
273.57,569.39,421.28,-1.93,-1.55,0.31,408.003
273.56,569.39,421.26,-1.93,-1.55,0.31,417.007
273.56,569.39,421.24,-1.93,-1.55,0.31,427.194
273.55,569.39,421.22,-1.93,-1.55,0.31,437.008
273.55,569.39,421.21,-1.93,-1.55,0.31,447.201
273.55,569.38,421.19,-1.93,-1.55,0.31,457.164
273.56,569.38,421.17,-1.93,-1.55,0.31,467.018
273.56,569.38,421.15,-1.93,-1.55,0.31,477.18100000000004
273.57,569.37,421.14,-1.93,-1.55,0.31,487.002
273.57,569.37,421.12,-1.93,-1.55,0.31,497.196
273.57,569.37,421.1,-1.93,-1.55,0.31,507.015
273.58,569.36,421.09,-1.93,-1.55,0.31,517.186
273.58,569.36,421.07,-1.93,-1.55,0.31,527.178
273.59,569.35,421.05,-1.93,-1.55,0.31,537.162
273.59,569.35,421.04,-1.93,-1.55,0.31,547.166
273.59,569.35,421.02,-1.93,-1.55,0.31,557.036
273.6,569.34,421.01,-1.93,-1.55,0.31,567.17
273.6,569.34,420.99,-1.93,-1.55,0.3,577.1619999999999
273.6,569.34,420.97,-1.93,-1.55,0.3,587.019
273.61,569.33,420.96,-1.93,-1.55,0.3,597.005
273.61,569.33,420.95,-1.93,-1.55,0.3,607.0020000000001
273.61,569.33,420.93,-1.93,-1.55,0.3,616.786
273.61,569.33,420.9,-1.93,-1.55,0.3,634.985
273.61,569.33,420.9,-1.93,-1.55,0.3,636.792
273.6,569.32,420.89,-1.93,-1.55,0.3,649.807
273.6,569.32,420.87,-1.93,-1.55,0.3,657.791
273.6,569.32,420.86,-1.93,-1.55,0.3,666.791
273.6,569.32,420.84,-1.93,-1.55,0.31,676.9849999999999
273.59,569.32,420.83,-1.93,-1.55,0.31,686.789
273.59,569.32,420.82,-1.94,-1.55,0.31,697.803
273.59,569.32,420.8,-1.94,-1.55,0.31,707.7909999999999
273.59,569.31,420.79,-1.94,-1.55,0.31,716.7900000000001
273.58,569.31,420.78,-1.94,-1.55,0.31,726.9630000000001
273.58,569.31,420.76,-1.94,-1.55,0.31,736.815
273.58,569.31,420.75,-1.94,-1.55,0.31,746.98
273.58,569.31,420.74,-1.94,-1.55,0.31,756.9749999999999
273.58,569.31,420.72,-1.94,-1.55,0.31,767.795
273.58,569.3,420.71,-1.94,-1.55,0.31,776.978
273.58,569.3,420.69,-1.94,-1.55,0.31,786.794
273.58,569.3,420.68,-1.94,-1.55,0.31,801.789
273.58,569.3,420.67,-1.94,-1.55,0.31,806.79
273.58,569.3,420.66,-1.94,-1.55,0.31,817.808
273.58,569.29,420.64,-1.94,-1.55,0.31,826.984
273.58,569.29,420.63,-1.94,-1.55,0.31,836.789
273.58,569.29,420.62,-1.94,-1.55,0.31,846.9780000000001
273.57,569.29,420.61,-1.94,-1.55,0.31,856.7909999999999
273.57,569.29,420.6,-1.94,-1.55,0.31,866.797
273.57,569.29,420.59,-1.94,-1.55,0.31,876.98
273.57,569.28,420.58,-1.94,-1.55,0.31,887.79
273.57,569.28,420.56,-1.94,-1.55,0.31,896.789
273.57,569.28,420.55,-1.94,-1.55,0.31,906.822
273.57,569.28,420.54,-1.94,-1.55,0.31,916.789
273.57,569.28,420.53,-1.94,-1.55,0.31,926.982
273.57,569.28,420.52,-1.94,-1.55,0.31,939.7950000000001
273.57,569.27,420.51,-1.94,-1.55,0.31,946.978
273.57,569.27,420.5,-1.94,-1.55,0.31,956.8050000000001
273.56,569.27,420.49,-1.94,-1.55,0.31,966.962
273.56,569.27,420.48,-1.94,-1.55,0.31,977.804
273.56,569.27,420.46,-1.94,-1.55,0.31,990.79
273.56,569.27,420.45,-1.94,-1.55,0.31,996.816
273.56,569.26,420.44,-1.94,-1.55,0.31,1007.791
273.56,569.26,420.43,-1.94,-1.55,0.31,1016.7919999999999
273.56,569.26,420.42,-1.94,-1.55,0.31,1026.824
273.56,569.26,420.41,-1.94,-1.55,0.31,1036.822
273.56,569.26,420.4,-1.94,-1.55,0.31,1046.822
273.56,569.26,420.39,-1.94,-1.55,0.31,1056.79
273.55,569.25,420.37,-1.93,-1.55,0.31,1066.827
273.55,569.25,420.36,-1.93,-1.55,0.31,1076.792
273.55,569.25,420.35,-1.93,-1.55,0.31,1086.8249999999998
273.55,569.25,420.34,-1.93,-1.55,0.31,1096.822
273.55,569.25,420.33,-1.93,-1.55,0.31,1107.7930000000001
273.55,569.25,420.32,-1.93,-1.55,0.31,1116.822
273.55,569.24,420.31,-1.93,-1.55,0.31,1126.824
273.55,569.24,420.3,-1.93,-1.55,0.31,1137.8010000000002
273.55,569.24,420.29,-1.93,-1.55,0.31,1146.825
273.55,569.24,420.28,-1.93,-1.55,0.31,1166.789
273.55,569.24,420.27,-1.93,-1.55,0.31,1176.791
273.55,569.24,420.26,-1.93,-1.55,0.31,1177.796
273.54,569.23,420.25,-1.93,-1.55,0.31,1186.8339999999998
273.54,569.23,420.24,-1.93,-1.55,0.31,1196.801
273.54,569.23,420.23,-1.93,-1.55,0.31,1207.809
273.54,569.23,420.21,-1.93,-1.55,0.31,1219.8020000000001
273.54,569.23,420.21,-1.93,-1.55,0.31,1226.991
273.54,569.23,420.2,-1.93,-1.55,0.31,1236.8
273.54,569.23,420.19,-1.93,-1.55,0.31,1247.807
273.54,569.22,420.18,-1.93,-1.55,0.31,1256.8049999999998
273.54,569.22,420.17,-1.93,-1.55,0.31,1266.815
273.54,569.22,420.16,-1.93,-1.55,0.31,1276.96
273.54,569.22,420.15,-1.93,-1.55,0.31,1286.973
273.54,569.22,420.14,-1.93,-1.55,0.31,1297.99
273.53,569.22,420.13,-1.93,-1.55,0.31,1308.8059999999998
273.53,569.22,420.12,-1.93,-1.55,0.3,1316.989
273.53,569.21,420.11,-1.93,-1.55,0.3,1326.804
273.53,569.21,420.1,-1.93,-1.55,0.3,1336.8020000000001
273.53,569.21,420.09,-1.93,-1.55,0.3,1346.809
273.53,569.21,420.08,-1.93,-1.55,0.3,1356.8029999999999
273.53,569.21,420.07,-1.93,-1.55,0.3,1366.974
273.53,569.21,420.07,-1.93,-1.55,0.3,1376.971
273.53,569.21,420.06,-1.93,-1.55,0.3,1387.01
273.53,569.21,420.05,-1.93,-1.55,0.3,1396.8020000000001
273.53,569.21,420.04,-1.93,-1.55,0.3,1406.81
273.53,569.21,420.03,-1.93,-1.55,0.3,1417.004
273.53,569.2,420.03,-1.93,-1.55,0.3,1427.811
273.53,569.2,420.02,-1.93,-1.55,0.3,1436.802
273.53,569.2,420.01,-1.93,-1.55,0.3,1446.844
273.53,569.2,420.01,-1.93,-1.55,0.3,1456.814
273.53,569.21,420.0,-1.93,-1.55,0.3,1466.802
