F,G,time
"[-92.9, -4.22, -0.43]","[-0.92, -5.52, 0.64]",0.0
"[-92.75, -4.2, -0.51]","[-0.92, -5.51, 0.64]",10.002
"[-92.53, -4.17, -0.49]","[-0.91, -5.5, 0.64]",19.028
"[-92.38, -4.18, -0.43]","[-0.91, -5.49, 0.64]",29.034000000000002
"[-92.38, -4.2, -0.38]","[-0.9, -5.49, 0.64]",38.002
"[-92.47, -4.2, -0.37]","[-0.9, -5.49, 0.64]",48.0
"[-92.61, -4.2, -0.37]","[-0.9, -5.49, 0.64]",59.006
"[-92.76, -4.23, -0.38]","[-0.9, -5.49, 0.64]",69.033
"[-92.98, -4.25, -0.36]","[-0.9, -5.5, 0.64]",77.044
"[-93.14, -4.18, -0.26]","[-0.9, -5.5, 0.64]",89.193
"[-93.14, -4.22, -0.18]","[-0.9, -5.5, 0.64]",98.202
"[-93.04, -4.18, -0.24]","[-0.9, -5.5, 0.64]",119.2
"[-93.02, -4.2, -0.28]","[-0.89, -5.5, 0.64]",121.20400000000001
"[-92.87, -4.2, -0.4]","[-0.9, -5.5, 0.64]",131.20100000000002
"[-92.74, -4.16, -0.47]","[-0.9, -5.5, 0.64]",137.20399999999998
"[-92.6, -4.16, -0.57]","[-0.9, -5.5, 0.64]",149.19299999999998
"[-92.51, -4.16, -0.61]","[-0.9, -5.49, 0.64]",158.143
"[-92.49, -4.2, -0.55]","[-0.9, -5.49, 0.64]",168.14499999999998
"[-92.57, -4.22, -0.46]","[-0.89, -5.49, 0.64]",178.185
"[-92.7, -4.2, -0.39]","[-0.89, -5.49, 0.64]",188.17999999999998
"[-92.83, -4.2, -0.33]","[-0.89, -5.49, 0.65]",197.19
"[-92.99, -4.2, -0.31]","[-0.89, -5.49, 0.65]",209.196
"[-93.07, -4.18, -0.28]","[-0.89, -5.49, 0.64]",221.191
"[-93.07, -4.17, -0.26]","[-0.89, -5.5, 0.64]",238.19000000000003
"[-93.05, -4.2, -0.26]","[-0.89, -5.49, 0.64]",240.19199999999998
"[-92.95, -4.15, -0.27]","[-0.89, -5.49, 0.64]",248.15
"[-92.87, -4.16, -0.31]","[-0.89, -5.49, 0.64]",257.19199999999995
"[-92.75, -4.17, -0.39]","[-0.89, -5.49, 0.64]",269.19
"[-92.64, -4.16, -0.45]","[-0.89, -5.49, 0.64]",278.19
"[-92.59, -4.16, -0.48]","[-0.89, -5.49, 0.64]",288.192
"[-92.64, -4.19, -0.47]","[-0.89, -5.49, 0.65]",298.19
"[-92.67, -4.17, -0.4]","[-0.88, -5.49, 0.65]",308.191
"[-92.81, -4.17, -0.3]","[-0.88, -5.49, 0.65]",320.19199999999995
"[-92.88, -4.21, -0.23]","[-0.88, -5.48, 0.65]",328.15
"[-92.97, -4.15, -0.18]","[-0.88, -5.48, 0.65]",338.308
"[-93.05, -4.13, -0.2]","[-0.88, -5.49, 0.65]",348.314
"[-93.03, -4.14, -0.21]","[-0.88, -5.49, 0.65]",358.157
"[-92.99, -4.15, -0.24]","[-0.88, -5.49, 0.64]",368.144
"[-92.92, -4.15, -0.29]","[-0.88, -5.49, 0.64]",377.17499999999995
"[-92.85, -4.14, -0.34]","[-0.88, -5.49, 0.64]",389.294
"[-92.74, -4.13, -0.35]","[-0.87, -5.49, 0.64]",398.296
"[-92.7, -4.14, -0.37]","[-0.87, -5.49, 0.65]",408.144
"[-92.67, -4.18, -0.4]","[-0.87, -5.49, 0.64]",419.285
"[-92.71, -4.14, -0.39]","[-0.87, -5.49, 0.65]",429.285
"[-92.72, -4.15, -0.35]","[-0.88, -5.48, 0.64]",437.28299999999996
"[-92.81, -4.15, -0.31]","[-0.87, -5.48, 0.65]",449.29
"[-92.88, -4.14, -0.24]","[-0.88, -5.48, 0.65]",458.148
"[-92.95, -4.16, -0.22]","[-0.87, -5.49, 0.65]",468.295
"[-92.98, -4.15, -0.21]","[-0.87, -5.49, 0.65]",478.292
"[-92.93, -4.14, -0.22]","[-0.87, -5.49, 0.65]",488.29499999999996
"[-92.89, -4.11, -0.25]","[-0.87, -5.49, 0.65]",500.14099999999996
"[-92.87, -4.12, -0.31]","[-0.87, -5.49, 0.65]",509.14300000000003
"[-92.76, -4.12, -0.32]","[-0.87, -5.49, 0.65]",519.313
"[-92.75, -4.11, -0.37]","[-0.87, -5.49, 0.65]",528.149
"[-92.73, -4.11, -0.36]","[-0.86, -5.49, 0.65]",538.303
"[-92.74, -4.11, -0.35]","[-0.87, -5.49, 0.65]",548.1460000000001
"[-92.78, -4.16, -0.34]","[-0.86, -5.49, 0.65]",557.322
"[-92.84, -4.15, -0.32]","[-0.86, -5.49, 0.65]",569.3240000000001
"[-92.91, -4.15, -0.28]","[-0.87, -5.49, 0.65]",578.302
"[-92.93, -4.12, -0.25]","[-0.86, -5.49, 0.65]",589.3190000000001
"[-92.95, -4.13, -0.24]","[-0.87, -5.49, 0.65]",598.311
"[-92.91, -4.14, -0.25]","[-0.87, -5.49, 0.65]",608.144
"[-92.9, -4.12, -0.25]","[-0.87, -5.49, 0.65]",618.151
"[-92.87, -4.12, -0.29]","[-0.87, -5.49, 0.65]",629.2710000000001
"[-92.84, -4.14, -0.31]","[-0.87, -5.49, 0.64]",638.16
"[-92.78, -4.13, -0.34]","[-0.87, -5.49, 0.65]",648.158
"[-92.78, -4.14, -0.34]","[-0.87, -5.49, 0.65]",658.142
