F,G,time
"[-76.26, -8.96, 16.84]","[1.05, -0.62, 5.13]",0.0
"[-76.03, -9.06, 16.97]","[1.06, -0.6, 5.15]",9.998
"[-75.91, -9.13, 17.16]","[1.07, -0.57, 5.17]",21.006
"[-75.77, -9.22, 17.34]","[1.07, -0.54, 5.19]",30.002000000000002
"[-75.53, -9.48, 17.6]","[1.1, -0.42, 5.22]",60.007999999999996
"[-75.5, -9.49, 17.63]","[1.11, -0.41, 5.22]",63.007999999999996
"[-75.47, -9.54, 17.64]","[1.11, -0.4, 5.23]",65.012
"[-75.17, -9.82, 18.06]","[1.13, -0.3, 5.27]",92.059
"[-75.19, -9.87, 18.07]","[1.13, -0.29, 5.28]",94.013
"[-75.2, -9.88, 18.08]","[1.13, -0.28, 5.28]",95.061
"[-75.19, -9.93, 18.16]","[1.13, -0.26, 5.29]",122.044
"[-75.07, -10.22, 18.54]","[1.16, -0.16, 5.34]",124.045
"[-75.08, -10.21, 18.58]","[1.16, -0.15, 5.35]",126.04499999999999
"[-75.05, -10.27, 18.64]","[1.17, -0.13, 5.36]",130.039
"[-75.06, -10.39, 18.78]","[1.18, -0.09, 5.39]",141.04
"[-74.99, -10.42, 18.95]","[1.18, -0.04, 5.41]",150.043
"[-74.87, -10.54, 19.07]","[1.2, -0.01, 5.43]",161.041
"[-74.78, -10.61, 19.14]","[1.2, 0.02, 5.45]",170.037
"[-74.56, -10.69, 19.24]","[1.21, 0.05, 5.46]",180.04
"[-74.46, -10.74, 19.3]","[1.21, 0.08, 5.48]",191.04
"[-74.26, -10.8, 19.31]","[1.22, 0.12, 5.5]",201.042
"[-74.19, -10.9, 19.32]","[1.22, 0.15, 5.51]",211.03900000000002
"[-74.03, -10.92, 19.39]","[1.22, 0.18, 5.52]",221.041
"[-73.86, -11.03, 19.48]","[1.23, 0.22, 5.53]",230.043
"[-73.74, -11.13, 19.59]","[1.24, 0.25, 5.54]",240.03900000000002
"[-73.55, -11.19, 19.7]","[1.24, 0.28, 5.56]",250.04100000000003
"[-73.46, -11.26, 19.76]","[1.25, 0.31, 5.57]",261.04
"[-73.24, -11.28, 19.83]","[1.26, 0.33, 5.57]",270.04200000000003
"[-73.06, -11.34, 19.88]","[1.25, 0.36, 5.56]",280.041
"[-72.97, -11.37, 19.91]","[1.25, 0.39, 5.56]",290.039
"[-72.86, -11.35, 20.03]","[1.25, 0.42, 5.57]",300.039
"[-72.75, -11.4, 20.14]","[1.27, 0.46, 5.6]",310.043
"[-72.68, -11.39, 20.23]","[1.29, 0.5, 5.63]",323.03900000000004
