X,Y,Z,A,B,C,time
-65.33,561.72,417.82,-1.93,-1.55,0.3,5.032
-65.33,561.72,417.82,-1.93,-1.55,0.3,12.065
-65.33,561.72,417.82,-1.93,-1.55,0.3,21.009
-65.33,561.72,417.82,-1.93,-1.55,0.3,31.056
-65.33,561.72,417.82,-1.93,-1.55,0.3,41.071000000000005
-65.33,561.72,417.82,-1.93,-1.55,0.3,51.051
-65.33,561.72,417.82,-1.93,-1.55,0.3,61.058
-65.33,561.72,417.82,-1.93,-1.55,0.3,72.02
-65.33,561.72,417.82,-1.93,-1.55,0.3,81.014
-65.33,561.72,417.82,-1.93,-1.55,0.3,91.056
-65.33,561.72,417.82,-1.93,-1.55,0.3,121.009
-65.33,561.72,417.82,-1.93,-1.55,0.3,124.038
-65.33,561.72,417.82,-1.93,-1.55,0.3,131.03500000000003
-65.33,561.72,417.82,-1.93,-1.55,0.3,134.03699999999998
-65.33,561.72,417.82,-1.93,-1.55,0.3,162.03500000000003
-65.33,561.72,417.82,-1.93,-1.55,0.3,164.035
-65.33,561.72,417.82,-1.93,-1.55,0.3,166.0
-65.33,561.72,417.82,-1.93,-1.55,0.3,209.01600000000002
-65.33,561.72,417.82,-1.93,-1.55,0.3,213.007
-65.33,561.72,417.82,-1.93,-1.55,0.3,215.042
-65.33,561.72,417.82,-1.93,-1.55,0.3,217.04399999999998
-65.33,561.72,417.82,-1.93,-1.55,0.3,219.018
-65.33,561.72,417.82,-1.93,-1.55,0.3,221.00900000000001
-65.33,561.72,417.82,-1.93,-1.55,0.3,253.22899999999998
-65.33,561.72,417.82,-1.93,-1.55,0.3,257.23
-65.33,561.72,417.82,-1.93,-1.55,0.3,259.291
-65.33,561.72,417.82,-1.93,-1.55,0.3,261.229
-65.33,561.72,417.82,-1.93,-1.55,0.3,283.31
-65.33,561.72,417.82,-1.93,-1.55,0.3,285.24699999999996
-65.33,561.72,417.82,-1.93,-1.55,0.3,291.234
-65.33,561.72,417.82,-1.93,-1.55,0.3,301.225
-65.33,561.72,417.82,-1.93,-1.55,0.3,312.331
-65.33,561.72,417.82,-1.93,-1.55,0.3,321.332
-65.33,561.72,417.82,-1.93,-1.55,0.3,337.343
-65.33,561.72,417.82,-1.93,-1.55,0.3,340.344
-65.33,561.72,417.82,-1.93,-1.55,0.3,351.33799999999997
-65.33,561.72,417.82,-1.93,-1.55,0.3,361.328
-65.33,561.72,417.82,-1.93,-1.55,0.3,371.331
-65.33,561.72,417.82,-1.93,-1.55,0.3,381.341
-65.33,561.72,417.82,-1.93,-1.55,0.3,391.335
-65.33,561.72,417.82,-1.93,-1.55,0.3,400.343
-65.33,561.72,417.82,-1.93,-1.55,0.3,412.328
-65.33,561.72,417.82,-1.93,-1.55,0.3,421.33500000000004
-65.33,561.72,417.82,-1.93,-1.55,0.3,431.332
-65.33,561.72,417.82,-1.93,-1.55,0.3,441.328
-65.33,561.72,417.82,-1.93,-1.55,0.3,451.335
-65.33,561.72,417.82,-1.93,-1.55,0.3,461.331
-65.33,561.72,417.82,-1.93,-1.55,0.3,471.337
-65.33,561.72,417.82,-1.93,-1.55,0.3,481.336
-65.33,561.72,417.82,-1.93,-1.55,0.3,491.451
-65.33,561.72,417.82,-1.93,-1.55,0.3,500.483
-65.33,561.72,417.82,-1.93,-1.55,0.3,512.332
-65.33,561.72,417.82,-1.93,-1.55,0.3,520.3290000000001
-65.33,561.72,417.82,-1.93,-1.55,0.3,534.327
-65.33,561.72,417.82,-1.93,-1.55,0.3,541.326
-65.33,561.72,417.82,-1.93,-1.55,0.3,551.44
-65.33,561.72,417.82,-1.93,-1.55,0.3,561.326
