F,G,time
"[-93.24, -2.12, -0.07]","[-0.21, -5.56, 1.0]",0.0
"[-93.31, -2.06, -0.02]","[-0.2, -5.56, 1.0]",9.011
"[-93.33, -2.1, -0.08]","[-0.2, -5.57, 1.01]",16.028000000000002
"[-93.22, -2.13, -0.16]","[-0.21, -5.57, 1.01]",27.025000000000002
"[-93.1, -2.18, -0.26]","[-0.21, -5.57, 1.0]",35.971999999999994
"[-92.96, -2.25, -0.36]","[-0.22, -5.57, 1.0]",46.034
"[-92.79, -2.3, -0.42]","[-0.22, -5.57, 1.0]",56.037
"[-92.69, -2.32, -0.4]","[-0.21, -5.57, 1.0]",65.98700000000001
"[-92.63, -2.36, -0.35]","[-0.2, -5.56, 1.0]",75.986
"[-92.65, -2.36, -0.34]","[-0.2, -5.55, 1.0]",88.005
"[-92.82, -2.36, -0.31]","[-0.21, -5.55, 1.0]",96.021
"[-92.95, -2.34, -0.26]","[-0.21, -5.55, 0.99]",105.97800000000001
"[-93.14, -2.27, -0.22]","[-0.22, -5.55, 0.99]",117.02
"[-93.35, -2.22, -0.12]","[-0.23, -5.55, 0.99]",137.018
"[-93.33, -2.22, -0.12]","[-0.23, -5.55, 0.99]",139.13500000000002
"[-93.34, -2.23, -0.09]","[-0.23, -5.55, 0.99]",147.018
"[-93.29, -2.23, -0.13]","[-0.24, -5.56, 0.98]",177.977
"[-93.01, -2.29, -0.26]","[-0.24, -5.56, 0.98]",179.979
"[-93.01, -2.3, -0.27]","[-0.24, -5.56, 0.98]",181.991
"[-92.93, -2.37, -0.34]","[-0.24, -5.55, 0.98]",192.11800000000002
"[-92.87, -2.39, -0.35]","[-0.24, -5.55, 0.99]",195.97899999999998
"[-92.84, -2.42, -0.36]","[-0.24, -5.55, 0.98]",205.988
"[-92.86, -2.41, -0.36]","[-0.24, -5.54, 0.99]",215.98000000000002
"[-92.91, -2.37, -0.32]","[-0.24, -5.54, 0.99]",226.142
"[-93.03, -2.39, -0.25]","[-0.24, -5.54, 0.99]",237.02
"[-93.09, -2.32, -0.21]","[-0.24, -5.53, 0.99]",245.976
"[-93.25, -2.27, -0.19]","[-0.24, -5.54, 0.99]",255.983
"[-93.26, -2.28, -0.15]","[-0.24, -5.54, 0.99]",265.992
"[-93.26, -2.27, -0.16]","[-0.25, -5.54, 0.98]",277.023
"[-93.19, -2.27, -0.16]","[-0.25, -5.54, 0.98]",285.978
"[-93.12, -2.24, -0.2]","[-0.25, -5.54, 0.99]",296.113
"[-93.04, -2.27, -0.26]","[-0.24, -5.55, 0.99]",305.97999999999996
"[-92.94, -2.34, -0.32]","[-0.24, -5.54, 0.99]",320.03700000000003
"[-92.89, -2.36, -0.36]","[-0.24, -5.55, 0.99]",326.13100000000003
"[-92.85, -2.38, -0.37]","[-0.24, -5.54, 0.99]",337.01399999999995
"[-92.85, -2.38, -0.36]","[-0.24, -5.54, 0.99]",345.992
"[-92.92, -2.37, -0.36]","[-0.24, -5.54, 0.99]",357.02
"[-93.01, -2.36, -0.3]","[-0.23, -5.53, 0.99]",365.986
"[-93.1, -2.33, -0.24]","[-0.23, -5.53, 0.99]",375.97799999999995
"[-93.18, -2.29, -0.18]","[-0.24, -5.53, 0.99]",386.11699999999996
"[-93.21, -2.24, -0.18]","[-0.24, -5.53, 0.99]",396.115
"[-93.2, -2.27, -0.15]","[-0.24, -5.53, 0.98]",405.992
"[-93.2, -2.27, -0.16]","[-0.25, -5.53, 0.98]",416.11199999999997
"[-93.15, -2.28, -0.18]","[-0.25, -5.54, 0.98]",425.985
"[-93.1, -2.3, -0.22]","[-0.25, -5.54, 0.98]",437.01099999999997
"[-93.0, -2.32, -0.24]","[-0.25, -5.54, 0.98]",448.96999999999997
"[-93.0, -2.33, -0.27]","[-0.25, -5.54, 0.98]",455.972
"[-92.99, -2.37, -0.27]","[-0.25, -5.54, 0.98]",466.009
"[-92.96, -2.35, -0.26]","[-0.25, -5.54, 0.98]",475.97299999999996
"[-92.96, -2.37, -0.26]","[-0.25, -5.54, 0.98]",485.971
"[-93.04, -2.35, -0.23]","[-0.25, -5.54, 0.99]",495.969
"[-93.17, -2.32, -0.22]","[-0.25, -5.54, 0.98]",506.981
"[-93.18, -2.29, -0.18]","[-0.25, -5.53, 0.98]",516.008
"[-93.17, -2.28, -0.14]","[-0.25, -5.53, 0.98]",525.988
"[-93.18, -2.26, -0.14]","[-0.25, -5.53, 0.98]",535.972
"[-93.2, -2.3, -0.15]","[-0.25, -5.53, 0.98]",545.9699999999999
"[-93.15, -2.28, -0.19]","[-0.25, -5.53, 0.98]",556.98
"[-93.08, -2.3, -0.19]","[-0.26, -5.53, 0.98]",566.009
"[-93.0, -2.31, -0.23]","[-0.26, -5.53, 0.98]",576.006
"[-92.98, -2.33, -0.26]","[-0.25, -5.53, 0.99]",585.9830000000001
"[-92.94, -2.38, -0.26]","[-0.25, -5.53, 0.99]",596.985
"[-92.97, -2.33, -0.27]","[-0.25, -5.54, 0.99]",606.012
"[-93.03, -2.37, -0.23]","[-0.25, -5.53, 0.99]",616.0029999999999
"[-93.04, -2.33, -0.22]","[-0.25, -5.53, 0.99]",626.005
"[-93.09, -2.34, -0.22]","[-0.25, -5.53, 0.99]",636.163
"[-93.13, -2.32, -0.22]","[-0.25, -5.53, 0.99]",646.144
"[-93.13, -2.31, -0.2]","[-0.25, -5.53, 0.99]",656.14
"[-93.13, -2.27, -0.2]","[-0.25, -5.53, 0.99]",666.139
"[-93.12, -2.29, -0.19]","[-0.25, -5.53, 0.99]",676.021
"[-93.11, -2.28, -0.2]","[-0.26, -5.53, 0.98]",686.0169999999999
"[-93.06, -2.36, -0.19]","[-0.25, -5.53, 0.98]",696.0450000000001
"[-93.04, -2.29, -0.23]","[-0.25, -5.53, 0.98]",706.191
"[-93.03, -2.35, -0.22]","[-0.26, -5.53, 0.98]",716.187
"[-93.01, -2.33, -0.22]","[-0.26, -5.53, 0.98]",729.094
"[-93.04, -2.33, -0.22]","[-0.26, -5.53, 0.98]",736.053
"[-93.09, -2.36, -0.2]","[-0.25, -5.52, 0.98]",746.032
"[-93.12, -2.34, -0.17]","[-0.25, -5.52, 0.98]",757.057
"[-93.15, -2.33, -0.15]","[-0.26, -5.52, 0.98]",766.18
"[-93.11, -2.31, -0.16]","[-0.26, -5.52, 0.98]",776.015
"[-93.18, -2.29, -0.17]","[-0.26, -5.52, 0.98]",786.018
"[-93.17, -2.3, -0.15]","[-0.26, -5.52, 0.98]",797.059
"[-93.12, -2.32, -0.17]","[-0.26, -5.52, 0.98]",806.1819999999999
"[-93.03, -2.31, -0.17]","[-0.26, -5.52, 0.98]",817.056
"[-93.07, -2.33, -0.16]","[-0.26, -5.52, 0.98]",826.1800000000001
"[-93.05, -2.35, -0.2]","[-0.26, -5.52, 0.98]",836.0889999999999
"[-93.08, -2.39, -0.21]","[-0.26, -5.52, 0.98]",846.0210000000001
"[-93.05, -2.34, -0.21]","[-0.25, -5.52, 0.98]",856.187
"[-93.03, -2.34, -0.19]","[-0.26, -5.52, 0.99]",866.0210000000001
"[-93.07, -2.34, -0.19]","[-0.25, -5.52, 0.98]",876.184
"[-93.11, -2.32, -0.19]","[-0.26, -5.52, 0.98]",886.018
"[-93.1, -2.3, -0.18]","[-0.26, -5.52, 0.98]",896.177
"[-93.12, -2.27, -0.16]","[-0.26, -5.52, 0.98]",906.181
"[-93.1, -2.31, -0.16]","[-0.26, -5.52, 0.98]",917.058
"[-93.08, -2.31, -0.18]","[-0.26, -5.52, 0.98]",926.0279999999999
"[-93.13, -2.34, -0.18]","[-0.26, -5.53, 0.98]",936.018
"[-93.05, -2.3, -0.19]","[-0.26, -5.52, 0.98]",946.174
"[-93.08, -2.34, -0.18]","[-0.26, -5.52, 0.98]",956.0340000000001
"[-93.08, -2.32, -0.17]","[-0.26, -5.52, 0.99]",966.174
"[-93.03, -2.33, -0.17]","[-0.26, -5.52, 0.98]",976.173
"[-93.07, -2.34, -0.19]","[-0.26, -5.52, 0.98]",986.035
"[-93.08, -2.33, -0.18]","[-0.26, -5.52, 0.98]",996.023
"[-93.1, -2.3, -0.17]","[-0.26, -5.52, 0.98]",1008.173
"[-93.13, -2.31, -0.16]","[-0.26, -5.52, 0.98]",1016.1750000000001
"[-93.13, -2.31, -0.16]","[-0.26, -5.52, 0.98]",1026.0320000000002
"[-93.13, -2.3, -0.16]","[-0.26, -5.52, 0.98]",1036.018
"[-93.12, -2.3, -0.15]","[-0.26, -5.52, 0.98]",1046.1750000000002
"[-93.11, -2.32, -0.16]","[-0.26, -5.52, 0.98]",1057.056
"[-93.11, -2.32, -0.17]","[-0.26, -5.52, 0.98]",1066.191
"[-93.08, -2.32, -0.19]","[-0.26, -5.52, 0.98]",1077.0720000000001
"[-93.06, -2.33, -0.18]","[-0.26, -5.52, 0.98]",1086.0559999999998
"[-93.04, -2.34, -0.16]","[-0.26, -5.52, 0.98]",1096.172
"[-93.11, -2.33, -0.17]","[-0.26, -5.52, 0.98]",1106.023
"[-93.12, -2.34, -0.19]","[-0.26, -5.52, 0.98]",1117.073
"[-93.11, -2.34, -0.18]","[-0.26, -5.52, 0.98]",1126.174
"[-93.1, -2.32, -0.18]","[-0.27, -5.52, 0.98]",1136.066
"[-93.14, -2.33, -0.17]","[-0.27, -5.52, 0.98]",1146.028
"[-93.13, -2.34, -0.17]","[-0.26, -5.52, 0.98]",1156.025
"[-93.11, -2.32, -0.17]","[-0.27, -5.52, 0.98]",1166.173
"[-93.08, -2.33, -0.16]","[-0.27, -5.52, 0.98]",1176.18
"[-93.09, -2.31, -0.19]","[-0.27, -5.52, 0.98]",1186.018
"[-93.05, -2.33, -0.17]","[-0.27, -5.52, 0.98]",1196.183
"[-93.04, -2.34, -0.17]","[-0.26, -5.52, 0.98]",1206.176
"[-93.06, -2.34, -0.18]","[-0.27, -5.52, 0.98]",1216.175
"[-93.07, -2.35, -0.19]","[-0.27, -5.52, 0.98]",1226.176
"[-93.07, -2.34, -0.16]","[-0.27, -5.52, 0.98]",1237.078
"[-93.11, -2.34, -0.16]","[-0.27, -5.52, 0.98]",1246.1819999999998
"[-93.09, -2.36, -0.15]","[-0.27, -5.52, 0.97]",1256.182
"[-93.1, -2.35, -0.14]","[-0.27, -5.52, 0.98]",1266.193
"[-93.09, -2.36, -0.14]","[-0.27, -5.52, 0.97]",1276.189
"[-93.13, -2.34, -0.15]","[-0.27, -5.51, 0.97]",1289.034
"[-93.11, -2.34, -0.14]","[-0.27, -5.52, 0.97]",1296.183
"[-93.13, -2.33, -0.17]","[-0.27, -5.52, 0.97]",1306.191
"[-93.11, -2.32, -0.16]","[-0.27, -5.51, 0.97]",1316.189
"[-93.09, -2.35, -0.15]","[-0.27, -5.51, 0.97]",1326.1909999999998
"[-93.09, -2.34, -0.16]","[-0.27, -5.52, 0.97]",1336.198
"[-93.08, -2.35, -0.15]","[-0.27, -5.51, 0.97]",1346.192
"[-93.09, -2.33, -0.15]","[-0.27, -5.52, 0.97]",1357.0739999999998
"[-93.13, -2.34, -0.15]","[-0.27, -5.51, 0.97]",1366.191
"[-93.11, -2.34, -0.14]","[-0.27, -5.52, 0.97]",1376.166
"[-93.15, -2.34, -0.14]","[-0.27, -5.52, 0.97]",1387.073
"[-93.14, -2.39, -0.14]","[-0.27, -5.52, 0.97]",1397.0610000000001
"[-93.08, -2.3, -0.15]","[-0.27, -5.51, 0.97]",1406.164
"[-93.16, -2.33, -0.14]","[-0.28, -5.51, 0.97]",1416.1699999999998
"[-93.11, -2.34, -0.14]","[-0.28, -5.51, 0.97]",1426.172
"[-93.1, -2.34, -0.16]","[-0.27, -5.51, 0.97]",1436.036
"[-93.1, -2.35, -0.16]","[-0.28, -5.51, 0.97]",1446.015
"[-93.05, -2.33, -0.16]","[-0.27, -5.51, 0.97]",1456.186
"[-93.09, -2.33, -0.17]","[-0.27, -5.51, 0.97]",1466.033
