F,G,time
"[-92.74, -3.75, -0.6]","[-0.69, -5.67, 0.68]",10.981
"[-92.78, -3.83, -0.64]","[-0.69, -5.67, 0.69]",11.994
"[-92.77, -3.9, -0.66]","[-0.68, -5.67, 0.69]",21.993
"[-92.75, -3.91, -0.67]","[-0.68, -5.67, 0.69]",31.986
"[-92.73, -3.92, -0.68]","[-0.69, -5.67, 0.68]",41.993
"[-92.69, -3.89, -0.7]","[-0.69, -5.67, 0.68]",51.992
"[-92.64, -3.8, -0.69]","[-0.69, -5.67, 0.68]",61.997
"[-92.65, -3.76, -0.71]","[-0.68, -5.67, 0.68]",72.05499999999999
"[-92.6, -3.68, -0.7]","[-0.67, -5.67, 0.69]",81.989
"[-92.57, -3.64, -0.69]","[-0.66, -5.66, 0.69]",92.00500000000001
"[-92.57, -3.55, -0.66]","[-0.67, -5.66, 0.69]",102.00399999999999
"[-92.63, -3.57, -0.61]","[-0.66, -5.66, 0.69]",130.129
"[-92.65, -3.58, -0.63]","[-0.66, -5.66, 0.7]",132.071
"[-92.65, -3.61, -0.63]","[-0.66, -5.66, 0.7]",133.995
"[-92.63, -3.64, -0.64]","[-0.66, -5.66, 0.7]",142.141
"[-92.65, -3.77, -0.71]","[-0.66, -5.65, 0.69]",174.04
"[-92.64, -3.75, -0.7]","[-0.66, -5.66, 0.69]",178.99599999999998
"[-92.62, -3.81, -0.73]","[-0.66, -5.66, 0.69]",180.13299999999998
"[-92.64, -3.77, -0.7]","[-0.66, -5.66, 0.69]",205.005
"[-92.57, -3.8, -0.73]","[-0.66, -5.66, 0.69]",207.048
"[-92.59, -3.77, -0.72]","[-0.66, -5.66, 0.69]",208.99599999999998
"[-92.55, -3.72, -0.7]","[-0.66, -5.66, 0.69]",212.114
"[-92.6, -3.61, -0.66]","[-0.66, -5.66, 0.69]",239.99599999999998
"[-92.6, -3.6, -0.65]","[-0.66, -5.66, 0.69]",241.988
"[-92.6, -3.6, -0.66]","[-0.65, -5.66, 0.69]",243.99499999999998
"[-92.62, -3.63, -0.63]","[-0.65, -5.66, 0.69]",252.12
"[-92.69, -3.65, -0.61]","[-0.65, -5.66, 0.69]",281.021
"[-92.67, -3.62, -0.6]","[-0.65, -5.66, 0.69]",283.137
"[-92.67, -3.64, -0.6]","[-0.65, -5.66, 0.69]",285.006
"[-92.7, -3.71, -0.63]","[-0.65, -5.66, 0.69]",313.988
"[-92.64, -3.74, -0.63]","[-0.65, -5.66, 0.69]",315.996
"[-92.7, -3.74, -0.61]","[-0.65, -5.65, 0.69]",317.004
"[-92.68, -3.75, -0.6]","[-0.65, -5.65, 0.69]",322.14500000000004
"[-92.67, -3.76, -0.63]","[-0.65, -5.66, 0.69]",332.135
"[-92.71, -3.73, -0.63]","[-0.65, -5.66, 0.69]",342.137
"[-92.73, -3.7, -0.61]","[-0.66, -5.66, 0.69]",352.135
"[-92.69, -3.67, -0.59]","[-0.66, -5.66, 0.69]",362.06100000000004
"[-92.68, -3.69, -0.6]","[-0.65, -5.66, 0.69]",372.141
"[-92.69, -3.65, -0.61]","[-0.65, -5.66, 0.69]",382.12800000000004
"[-92.69, -3.65, -0.6]","[-0.65, -5.66, 0.69]",392.13599999999997
"[-92.69, -3.62, -0.59]","[-0.65, -5.66, 0.69]",402.128
"[-92.68, -3.65, -0.59]","[-0.65, -5.65, 0.69]",412.00100000000003
"[-92.71, -3.65, -0.6]","[-0.64, -5.66, 0.69]",422.104
"[-92.69, -3.68, -0.62]","[-0.64, -5.65, 0.7]",431.991
"[-92.71, -3.7, -0.65]","[-0.64, -5.65, 0.7]",442.135
"[-92.67, -3.69, -0.64]","[-0.64, -5.65, 0.7]",455.988
"[-92.65, -3.7, -0.64]","[-0.64, -5.65, 0.7]",461.997
"[-92.67, -3.7, -0.65]","[-0.64, -5.65, 0.7]",472.128
"[-92.65, -3.67, -0.65]","[-0.64, -5.65, 0.7]",482.105
"[-92.67, -3.66, -0.64]","[-0.64, -5.65, 0.7]",492.041
"[-92.7, -3.62, -0.64]","[-0.64, -5.65, 0.7]",502.14099999999996
"[-92.67, -3.6, -0.64]","[-0.63, -5.65, 0.7]",512.9939999999999
"[-92.69, -3.61, -0.63]","[-0.63, -5.65, 0.7]",522.1419999999999
"[-92.65, -3.57, -0.61]","[-0.63, -5.64, 0.7]",532.1320000000001
"[-92.63, -3.6, -0.63]","[-0.63, -5.64, 0.7]",542.121
"[-92.66, -3.62, -0.64]","[-0.63, -5.64, 0.7]",552.136
"[-92.67, -3.64, -0.64]","[-0.63, -5.64, 0.7]",562.991
"[-92.69, -3.61, -0.65]","[-0.63, -5.64, 0.7]",572.135
"[-92.66, -3.63, -0.65]","[-0.63, -5.64, 0.7]",582.135
"[-92.67, -3.66, -0.64]","[-0.62, -5.64, 0.7]",592.134
