F,G,time
"[-93.11, -4.19, -1.19]","[-0.83, -5.52, 0.68]",0.0
"[-93.13, -4.21, -1.11]","[-0.84, -5.51, 0.68]",0.998
"[-93.05, -4.22, -1.11]","[-0.84, -5.5, 0.68]",10.014999999999999
"[-93.04, -4.21, -1.21]","[-0.85, -5.51, 0.68]",16.053
"[-92.99, -4.15, -1.28]","[-0.85, -5.51, 0.68]",26.074
"[-92.97, -4.14, -1.32]","[-0.85, -5.52, 0.68]",36.058
"[-92.99, -4.12, -1.28]","[-0.85, -5.51, 0.68]",46.058
"[-93.01, -4.13, -1.23]","[-0.84, -5.51, 0.68]",56.085
"[-93.05, -4.14, -1.16]","[-0.85, -5.51, 0.68]",67.015
"[-93.11, -4.13, -1.11]","[-0.84, -5.51, 0.68]",76.001
"[-93.15, -4.14, -1.15]","[-0.84, -5.51, 0.68]",88.99799999999999
"[-93.15, -4.12, -1.21]","[-0.84, -5.51, 0.68]",96.03299999999999
"[-93.13, -4.12, -1.18]","[-0.84, -5.5, 0.68]",125.01
"[-93.09, -4.12, -1.16]","[-0.84, -5.5, 0.68]",127.00200000000001
"[-93.07, -4.11, -1.17]","[-0.83, -5.5, 0.68]",130.001
"[-93.07, -4.13, -1.14]","[-0.84, -5.5, 0.68]",136.00799999999998
"[-93.09, -4.12, -1.21]","[-0.85, -5.5, 0.68]",178.017
"[-93.1, -4.1, -1.24]","[-0.85, -5.51, 0.68]",180.032
"[-93.13, -4.09, -1.24]","[-0.85, -5.51, 0.68]",182.033
"[-93.08, -4.1, -1.23]","[-0.85, -5.51, 0.68]",184.03300000000002
"[-93.12, -4.1, -1.24]","[-0.85, -5.51, 0.68]",186.034
"[-93.12, -4.12, -1.2]","[-0.85, -5.51, 0.68]",196.999
"[-93.13, -4.08, -1.16]","[-0.82, -5.5, 0.68]",206.035
"[-93.1, -4.05, -1.21]","[-0.78, -5.5, 0.69]",234.036
"[-93.11, -4.04, -1.22]","[-0.78, -5.5, 0.69]",236.034
"[-93.1, -4.03, -1.2]","[-0.78, -5.5, 0.69]",238.004
"[-93.07, -4.01, -1.22]","[-0.78, -5.5, 0.69]",246.032
"[-93.06, -4.01, -1.18]","[-0.76, -5.49, 0.69]",277.002
"[-93.1, -3.98, -1.17]","[-0.76, -5.49, 0.69]",279.057
"[-93.09, -4.0, -1.17]","[-0.76, -5.49, 0.69]",281.061
"[-93.1, -4.0, -1.17]","[-0.76, -5.49, 0.69]",310.019
"[-93.13, -3.96, -1.19]","[-0.75, -5.5, 0.69]",312.02299999999997
"[-93.13, -3.93, -1.19]","[-0.75, -5.5, 0.69]",313.048
"[-93.13, -3.91, -1.19]","[-0.75, -5.5, 0.69]",316.05
"[-93.12, -3.92, -1.19]","[-0.75, -5.5, 0.69]",326.03900000000004
"[-93.1, -3.92, -1.19]","[-0.74, -5.49, 0.69]",336.043
"[-93.12, -3.96, -1.18]","[-0.74, -5.49, 0.69]",346.051
"[-93.1, -3.98, -1.18]","[-0.74, -5.49, 0.69]",356.04999999999995
"[-93.07, -3.94, -1.18]","[-0.74, -5.49, 0.69]",369.05100000000004
"[-93.1, -3.95, -1.19]","[-0.74, -5.49, 0.69]",377.05
"[-93.08, -3.93, -1.2]","[-0.74, -5.49, 0.69]",386.05
"[-93.13, -3.94, -1.2]","[-0.74, -5.49, 0.69]",396.11600000000004
"[-93.12, -3.94, -1.18]","[-0.74, -5.49, 0.69]",406.12100000000004
"[-93.14, -3.92, -1.17]","[-0.74, -5.49, 0.69]",417.116
"[-93.09, -3.92, -1.15]","[-0.73, -5.49, 0.69]",426.116
"[-93.11, -3.91, -1.16]","[-0.73, -5.49, 0.69]",436.118
