X,Y,Z,A,B,C,time
16.81,635.32,419.38,-1.93,-1.55,0.31,0.0
16.81,635.32,419.38,-1.93,-1.55,0.31,10.002
16.81,635.32,419.38,-1.93,-1.55,0.31,19.028
16.81,635.32,419.38,-1.93,-1.55,0.31,29.034000000000002
16.81,635.32,419.38,-1.93,-1.55,0.31,38.002
16.81,635.32,419.38,-1.93,-1.55,0.31,48.0
16.81,635.32,419.38,-1.93,-1.55,0.31,59.006
16.81,635.32,419.38,-1.93,-1.55,0.31,69.033
16.81,635.32,419.38,-1.93,-1.55,0.31,77.044
16.81,635.32,419.38,-1.93,-1.55,0.31,89.193
16.81,635.32,419.38,-1.93,-1.55,0.31,98.202
16.81,635.32,419.38,-1.93,-1.55,0.31,119.2
16.81,635.32,419.38,-1.93,-1.55,0.31,121.20400000000001
16.81,635.32,419.38,-1.93,-1.55,0.31,131.20100000000002
16.81,635.32,419.38,-1.93,-1.55,0.31,137.20399999999998
16.81,635.32,419.38,-1.93,-1.55,0.31,149.19299999999998
16.81,635.32,419.38,-1.93,-1.55,0.31,158.143
16.81,635.32,419.38,-1.93,-1.55,0.31,168.14499999999998
16.81,635.32,419.38,-1.93,-1.55,0.31,178.185
16.81,635.32,419.38,-1.93,-1.55,0.31,188.17999999999998
16.81,635.32,419.38,-1.93,-1.55,0.31,197.19
16.81,635.32,419.38,-1.93,-1.55,0.31,209.196
16.81,635.32,419.38,-1.93,-1.55,0.31,221.191
16.81,635.32,419.38,-1.93,-1.55,0.31,238.19000000000003
16.81,635.32,419.38,-1.93,-1.55,0.31,240.19199999999998
16.81,635.32,419.38,-1.93,-1.55,0.31,248.15
16.81,635.32,419.38,-1.93,-1.55,0.31,257.19199999999995
16.81,635.32,419.38,-1.93,-1.55,0.31,269.19
16.81,635.32,419.38,-1.93,-1.55,0.31,278.19
16.81,635.32,419.38,-1.93,-1.55,0.31,288.192
16.81,635.32,419.38,-1.93,-1.55,0.31,298.19
16.81,635.32,419.38,-1.93,-1.55,0.31,308.191
16.81,635.32,419.38,-1.93,-1.55,0.31,320.19199999999995
16.81,635.32,419.38,-1.93,-1.55,0.31,328.15
16.81,635.32,419.38,-1.93,-1.55,0.31,338.308
16.81,635.32,419.38,-1.93,-1.55,0.31,348.314
16.81,635.32,419.38,-1.93,-1.55,0.31,358.157
16.81,635.32,419.38,-1.93,-1.55,0.31,368.144
16.81,635.32,419.38,-1.93,-1.55,0.31,377.17499999999995
16.81,635.32,419.38,-1.93,-1.55,0.31,389.294
16.81,635.32,419.38,-1.93,-1.55,0.31,398.296
16.81,635.32,419.38,-1.93,-1.55,0.31,408.144
16.81,635.32,419.38,-1.93,-1.55,0.31,419.285
16.81,635.32,419.38,-1.93,-1.55,0.31,429.285
16.81,635.32,419.38,-1.93,-1.55,0.31,437.28299999999996
16.81,635.32,419.38,-1.93,-1.55,0.31,449.29
16.81,635.32,419.38,-1.93,-1.55,0.31,458.148
16.81,635.32,419.38,-1.93,-1.55,0.31,468.295
16.81,635.32,419.38,-1.93,-1.55,0.31,478.292
16.81,635.32,419.38,-1.93,-1.55,0.31,488.29499999999996
16.81,635.32,419.38,-1.93,-1.55,0.31,500.14099999999996
16.81,635.32,419.38,-1.93,-1.55,0.31,509.14300000000003
16.81,635.32,419.38,-1.93,-1.55,0.31,519.313
16.81,635.32,419.38,-1.93,-1.55,0.31,528.149
16.81,635.32,419.38,-1.93,-1.55,0.31,538.303
16.81,635.32,419.38,-1.93,-1.55,0.31,548.1460000000001
16.81,635.32,419.38,-1.93,-1.55,0.31,557.322
16.81,635.32,419.38,-1.93,-1.55,0.31,569.3240000000001
16.81,635.32,419.38,-1.93,-1.55,0.31,578.302
16.81,635.32,419.38,-1.93,-1.55,0.31,589.3190000000001
16.81,635.32,419.38,-1.93,-1.55,0.31,598.311
16.81,635.32,419.38,-1.93,-1.55,0.31,608.144
