F,G,time
"[-92.47, -3.44, -0.62]","[-0.54, -5.71, 0.72]",8.997
"[-92.65, -3.49, -0.56]","[-0.55, -5.71, 0.72]",8.997
"[-92.7, -3.52, -0.51]","[-0.55, -5.7, 0.72]",10.996
"[-92.74, -3.53, -0.52]","[-0.55, -5.71, 0.72]",21.0
"[-92.72, -3.49, -0.58]","[-0.55, -5.71, 0.72]",30.997
"[-92.67, -3.47, -0.65]","[-0.54, -5.72, 0.72]",40.997
"[-92.5, -3.45, -0.64]","[-0.54, -5.72, 0.72]",50.997
"[-92.38, -3.47, -0.63]","[-0.53, -5.72, 0.72]",63.995999999999995
"[-92.32, -3.46, -0.62]","[-0.53, -5.72, 0.72]",71.002
"[-92.29, -3.45, -0.64]","[-0.53, -5.72, 0.72]",81.125
"[-92.32, -3.44, -0.64]","[-0.53, -5.72, 0.72]",92.0
"[-92.37, -3.48, -0.63]","[-0.54, -5.71, 0.72]",102.024
"[-92.5, -3.46, -0.62]","[-0.54, -5.71, 0.72]",112.001
"[-92.59, -3.45, -0.59]","[-0.55, -5.71, 0.72]",122.001
"[-92.77, -3.49, -0.53]","[-0.55, -5.7, 0.72]",149.164
"[-92.76, -3.48, -0.53]","[-0.55, -5.7, 0.72]",151.195
"[-92.77, -3.51, -0.54]","[-0.55, -5.7, 0.72]",153.006
"[-92.48, -3.45, -0.66]","[-0.53, -5.72, 0.72]",189.006
"[-92.47, -3.44, -0.65]","[-0.53, -5.72, 0.72]",191.025
"[-92.43, -3.41, -0.65]","[-0.53, -5.72, 0.72]",193.06599999999997
"[-92.44, -3.42, -0.66]","[-0.53, -5.72, 0.72]",195.052
"[-92.39, -3.47, -0.62]","[-0.53, -5.72, 0.72]",222.006
"[-92.45, -3.46, -0.63]","[-0.53, -5.72, 0.72]",224.007
"[-92.43, -3.44, -0.59]","[-0.53, -5.71, 0.72]",225.189
"[-92.48, -3.46, -0.57]","[-0.53, -5.71, 0.72]",232.001
"[-92.6, -3.45, -0.58]","[-0.53, -5.7, 0.72]",242.006
"[-92.7, -3.45, -0.58]","[-0.53, -5.7, 0.72]",252.00099999999998
"[-92.69, -3.45, -0.57]","[-0.53, -5.69, 0.72]",261.195
"[-92.73, -3.47, -0.56]","[-0.54, -5.7, 0.72]",272.19300000000004
"[-92.71, -3.46, -0.56]","[-0.53, -5.7, 0.73]",281.999
"[-92.69, -3.47, -0.58]","[-0.53, -5.71, 0.73]",292.006
"[-92.6, -3.48, -0.61]","[-0.53, -5.71, 0.73]",302.079
"[-92.49, -3.42, -0.62]","[-0.52, -5.71, 0.72]",312.001
"[-92.43, -3.44, -0.66]","[-0.52, -5.71, 0.73]",322.001
"[-92.39, -3.4, -0.66]","[-0.52, -5.71, 0.73]",331.189
"[-92.41, -3.42, -0.66]","[-0.52, -5.71, 0.73]",344.02
"[-92.47, -3.41, -0.64]","[-0.52, -5.71, 0.73]",352.01
"[-92.52, -3.43, -0.6]","[-0.52, -5.7, 0.73]",361.005
"[-92.61, -3.44, -0.59]","[-0.53, -5.7, 0.73]",372.0
"[-92.66, -3.43, -0.58]","[-0.53, -5.7, 0.73]",381.0
"[-92.66, -3.44, -0.58]","[-0.53, -5.7, 0.73]",392.0
"[-92.66, -3.45, -0.59]","[-0.53, -5.7, 0.73]",402.005
"[-92.68, -3.42, -0.59]","[-0.53, -5.7, 0.73]",411.005
"[-92.59, -3.43, -0.63]","[-0.52, -5.71, 0.73]",422.002
"[-92.5, -3.39, -0.64]","[-0.52, -5.71, 0.73]",431.006
"[-92.47, -3.42, -0.66]","[-0.51, -5.71, 0.73]",442.004
"[-92.44, -3.42, -0.66]","[-0.52, -5.71, 0.73]",452.0
"[-92.44, -3.41, -0.66]","[-0.51, -5.71, 0.73]",462.01399999999995
"[-92.44, -3.4, -0.64]","[-0.52, -5.71, 0.73]",472.001
"[-92.53, -3.44, -0.65]","[-0.52, -5.71, 0.73]",482.002
"[-92.61, -3.44, -0.62]","[-0.52, -5.7, 0.73]",491.486
"[-92.65, -3.44, -0.59]","[-0.53, -5.7, 0.73]",501.37
"[-92.66, -3.46, -0.56]","[-0.53, -5.7, 0.73]",511.45099999999996
"[-92.67, -3.48, -0.57]","[-0.53, -5.7, 0.73]",521.307
"[-92.66, -3.48, -0.59]","[-0.53, -5.7, 0.73]",531.304
"[-92.6, -3.45, -0.62]","[-0.52, -5.7, 0.73]",541.458
"[-92.58, -3.39, -0.64]","[-0.52, -5.71, 0.73]",551.485
"[-92.5, -3.41, -0.63]","[-0.52, -5.71, 0.73]",561.301
"[-92.5, -3.44, -0.63]","[-0.52, -5.71, 0.73]",571.3009999999999
"[-92.51, -3.44, -0.65]","[-0.52, -5.71, 0.73]",581.4639999999999
"[-92.53, -3.42, -0.63]","[-0.52, -5.71, 0.73]",591.317
"[-92.55, -3.38, -0.61]","[-0.52, -5.71, 0.73]",601.468
"[-92.64, -3.41, -0.59]","[-0.52, -5.7, 0.73]",611.3159999999999
"[-92.67, -3.42, -0.57]","[-0.52, -5.7, 0.73]",621.4490000000001
"[-92.65, -3.44, -0.55]","[-0.52, -5.7, 0.73]",634.455
"[-92.67, -3.44, -0.57]","[-0.52, -5.7, 0.73]",642.302
"[-92.63, -3.44, -0.58]","[-0.52, -5.7, 0.73]",651.316
"[-92.62, -3.43, -0.58]","[-0.52, -5.7, 0.73]",661.458
"[-92.57, -3.41, -0.59]","[-0.52, -5.7, 0.73]",671.462
"[-92.56, -3.4, -0.61]","[-0.52, -5.71, 0.73]",681.468
"[-92.49, -3.39, -0.62]","[-0.52, -5.71, 0.73]",691.465
"[-92.49, -3.4, -0.64]","[-0.52, -5.71, 0.73]",701.465
"[-92.53, -3.41, -0.64]","[-0.52, -5.7, 0.73]",711.468
"[-92.49, -3.41, -0.59]","[-0.52, -5.7, 0.73]",721.461
"[-92.6, -3.4, -0.59]","[-0.52, -5.7, 0.73]",731.311
"[-92.62, -3.44, -0.59]","[-0.52, -5.7, 0.73]",741.311
"[-92.64, -3.44, -0.57]","[-0.52, -5.7, 0.73]",751.3389999999999
"[-92.64, -3.44, -0.57]","[-0.52, -5.7, 0.73]",761.4649999999999
"[-92.65, -3.45, -0.59]","[-0.52, -5.7, 0.73]",771.309
"[-92.63, -3.44, -0.58]","[-0.52, -5.7, 0.73]",781.454
"[-92.58, -3.41, -0.59]","[-0.51, -5.7, 0.73]",791.468
"[-92.5, -3.38, -0.6]","[-0.51, -5.7, 0.73]",801.304
