F,G,time
"[-26.03, -11.16, -3.89]","[1.16, 2.48, 1.27]",9.007
"[-25.21, -11.19, -3.77]","[1.17, 2.59, 1.25]",17.005
"[-24.62, -11.3, -3.72]","[1.17, 2.69, 1.22]",27.006
"[-24.03, -11.32, -3.7]","[1.18, 2.8, 1.2]",37.005
"[-23.46, -11.36, -3.57]","[1.18, 2.93, 1.19]",47.004999999999995
"[-22.79, -11.32, -3.53]","[1.18, 3.05, 1.18]",57.005
"[-22.22, -11.36, -3.51]","[1.18, 3.14, 1.17]",67.005
"[-21.7, -11.3, -3.43]","[1.19, 3.23, 1.15]",79.012
"[-20.24, -11.28, -3.14]","[1.19, 3.45, 1.1]",99.00399999999999
"[-20.19, -11.32, -3.15]","[1.19, 3.47, 1.1]",100.008
"[-19.81, -11.34, -3.09]","[1.19, 3.54, 1.09]",143.028
"[-17.72, -11.34, -2.81]","[1.19, 3.9, 0.99]",145.155
"[-17.63, -11.34, -2.79]","[1.19, 3.92, 0.99]",147.00900000000001
"[-17.52, -11.34, -2.78]","[1.19, 3.94, 0.98]",149.003
"[-17.45, -11.34, -2.77]","[1.19, 3.95, 0.98]",150.18400000000003
"[-17.05, -11.33, -2.74]","[1.18, 4.01, 0.97]",157.169
"[-16.58, -11.28, -2.68]","[1.18, 4.1, 0.96]",167.001
"[-16.09, -11.23, -2.57]","[1.19, 4.2, 0.95]",177.02
"[-15.49, -11.2, -2.45]","[1.2, 4.29, 0.93]",187.076
"[-14.91, -11.19, -2.35]","[1.19, 4.39, 0.91]",197.17399999999998
"[-14.51, -11.21, -2.36]","[1.19, 4.47, 0.9]",207.012
"[-14.14, -11.21, -2.31]","[1.19, 4.56, 0.88]",217.165
"[-13.62, -11.15, -2.18]","[1.19, 4.64, 0.86]",227.183
"[-13.08, -11.11, -2.03]","[1.19, 4.73, 0.84]",237.171
"[-12.55, -11.12, -1.93]","[1.19, 4.81, 0.82]",247.165
"[-12.13, -11.12, -1.89]","[1.18, 4.89, 0.8]",257.017
"[-11.64, -11.07, -1.87]","[1.17, 4.97, 0.79]",267.002
