F,G,time
"[-85.25, 2.79, -1.08]","[-0.17, -5.8, 2.44]",9.996
"[-85.26, 2.76, -1.13]","[-0.16, -5.8, 2.44]",9.996
"[-85.22, 2.71, -1.14]","[-0.16, -5.8, 2.44]",16.004
"[-85.22, 2.74, -1.11]","[-0.16, -5.79, 2.44]",26.998
"[-85.18, 2.75, -1.12]","[-0.16, -5.79, 2.44]",39.008
"[-85.22, 2.76, -1.12]","[-0.16, -5.79, 2.44]",66.01899999999999
"[-85.19, 2.73, -1.14]","[-0.16, -5.78, 2.44]",68.059
"[-85.18, 2.74, -1.13]","[-0.15, -5.78, 2.44]",70.01599999999999
"[-85.17, 2.76, -1.14]","[-0.15, -5.79, 2.44]",113.041
"[-85.2, 2.77, -1.11]","[-0.16, -5.78, 2.44]",115.0
"[-85.25, 2.76, -1.12]","[-0.16, -5.78, 2.44]",117.045
"[-85.23, 2.77, -1.11]","[-0.16, -5.78, 2.44]",119.002
"[-85.25, 2.77, -1.11]","[-0.16, -5.78, 2.44]",121.014
"[-85.26, 2.78, -1.1]","[-0.16, -5.78, 2.44]",126.04299999999999
"[-85.27, 2.75, -1.11]","[-0.16, -5.78, 2.44]",136.002
"[-85.26, 2.76, -1.12]","[-0.16, -5.78, 2.44]",146.041
"[-85.41, 2.74, -1.1]","[-0.16, -5.78, 2.44]",160.002
"[-85.4, 2.72, -1.09]","[-0.16, -5.77, 2.44]",167.001
"[-85.41, 2.68, -1.07]","[-0.16, -5.77, 2.44]",176.044
"[-85.4, 2.66, -1.06]","[-0.17, -5.77, 2.44]",186.04100000000003
"[-85.46, 2.63, -1.01]","[-0.17, -5.77, 2.44]",196.042
"[-85.48, 2.61, -0.98]","[-0.17, -5.76, 2.43]",207.12
"[-85.48, 2.61, -0.97]","[-0.17, -5.76, 2.43]",216.179
"[-85.43, 2.63, -0.98]","[-0.17, -5.76, 2.43]",226.167
"[-85.42, 2.64, -0.96]","[-0.17, -5.76, 2.43]",236.16799999999998
"[-85.37, 2.63, -0.98]","[-0.17, -5.76, 2.43]",246.166
"[-85.33, 2.64, -0.98]","[-0.16, -5.76, 2.43]",256.167
"[-85.31, 2.62, -0.97]","[-0.17, -5.76, 2.43]",266.167
"[-85.3, 2.63, -0.97]","[-0.17, -5.75, 2.43]",276.167
"[-85.37, 2.62, -1.03]","[-0.17, -5.75, 2.43]",286.173
"[-85.39, 2.67, -1.04]","[-0.17, -5.75, 2.44]",296.16700000000003
"[-85.39, 2.64, -1.03]","[-0.16, -5.75, 2.44]",306.166
"[-85.45, 2.59, -1.05]","[-0.17, -5.75, 2.44]",316.12600000000003
"[-85.47, 2.61, -1.04]","[-0.17, -5.74, 2.44]",329.166
"[-85.48, 2.59, -1.04]","[-0.17, -5.74, 2.44]",336.129
"[-85.5, 2.6, -1.03]","[-0.17, -5.75, 2.43]",346.16700000000003
"[-85.48, 2.6, -1.03]","[-0.17, -5.75, 2.43]",356.166
"[-85.45, 2.62, -1.02]","[-0.17, -5.75, 2.43]",366.12699999999995
"[-85.47, 2.62, -0.99]","[-0.16, -5.75, 2.43]",383.28499999999997
"[-85.43, 2.61, -0.98]","[-0.17, -5.75, 2.43]",386.13399999999996
"[-85.44, 2.61, -0.99]","[-0.17, -5.75, 2.43]",397.12399999999997
